CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,Vendor,ClearingDoc,ClearingDate,AllocationNo
68675,4176830729,2007,759,6Af3,72dU,62021,6584eLtzC5,2016-05-22,7648qnCEn6
68675,4176830729,2007,155,3fU0,88xc,67967,3769SsdhI4,2001-04-15,6317cBNmt1
34890,2387055959,2006,790,1Qo2,09mA,58639,9440LBaqM8,2017-02-14,5631sVYCm7
34890,2387055959,2006,934,4Br7,35zm,57045,1496vVygt7,1984-11-03,3044mFPiu4
18940,4265128657,1977,188,3dM1,20PG,55780,3254BxuKg3,2018-05-21,0948hSLAP4
18940,4265128657,1977,655,3lA4,80CS,37018,7873nAygP8,1983-11-14,4038DwFjp1
43079,4165526948,2011,743,7Bf7,12Dp,82790,1844qXGrr4,1986-04-08,7247ZoYiF9
43079,4165526948,2011,105,4FR5,95nW,92352,4644ScMGs0,1989-06-09,2442AaaAh6
6990,8017998807,2001,599,8RA5,96pe,61754,0218FvPbs8,1980-01-29,0841KLNqM5
6990,8017998807,2001,153,6GH0,96uy,98530,4947OOPNN0,1981-05-26,1533WFLYO2
99119,3056235188,2003,828,4ZQ3,93Zy,84116,0362WSojE1,1973-10-23,1457pyXDD8
99119,3056235188,2003,550,9Cs5,95uh,56542,2030EtgZw9,1988-09-15,4728prkzQ9
54489,2007274776,1985,677,2yq1,30xy,84840,5188sxEgp4,2023-10-17,7209mljjW0
17753,8041324203,1972,135,3xP9,66vc,42172,9188BSAee0,1991-12-29,9910oglxi0
17753,8041324203,1972,452,1WY1,17lt,87536,9661EXgUD1,2007-12-24,8253GfPEq4
17753,8041324203,1972,141,6fj1,18Rt,34064,7834xlciM9,1978-08-05,7487lqKvY2
70220,2178747373,1998,376,6Go9,07lw,60507,3101hZDLy4,2005-08-28,9429tcfmP9
70220,2178747373,1998,386,8ux5,85HV,68346,3135EMXib9,2002-04-16,9528PCuBd5
73626,5818575617,1975,433,2zm4,47WW,2428,7698TAYEX1,2003-01-08,7308szfCN4
73626,5818575617,1975,589,5BG7,75lY,91001,3448VQbTR3,1980-04-21,8799UcXkg7
73626,5818575617,1975,863,1Zn8,08Jq,42208,7324wdpiT1,1971-11-26,8442QTmSq7
52296,7889635655,2019,472,7Iw2,60hO,38812,5887CXURG5,1999-02-17,7537amHYO8
21344,8022110018,1994,644,8HA5,26Mf,50257,0126OFvyy9,2010-10-27,3015Bjtuq6
21344,8022110018,1994,968,1Zl6,22le,84918,6053AgzCH5,1983-12-03,7753tlaws6
5189,1937122214,1996,327,2Nq3,77YM,36039,2190yeaek2,1989-06-01,6231iFOlw3
48919,1159199906,2003,500,4zd2,90Ah,1629,9714tcgMz4,2020-06-25,0888Wjdmo3
48919,1159199906,2003,244,9TF2,35Eq,51055,5220dxbsT2,1996-10-07,1243Utogg6
48919,1159199906,2003,75,0tB8,82dA,4841,1274uCFhF6,1987-03-27,0366EmsnB8
70256,6474414752,2017,172,3jX2,25we,28008,3926SUyJS8,1983-06-08,1940aNkjC9
70256,6474414752,2017,285,6co1,34MO,34935,0807StEUJ1,2007-02-17,5778YnGjS4
70256,6474414752,2017,237,0iT7,99Dq,42384,1718FnCcl4,1981-02-12,9489wGtcB4
14865,9872155640,1980,583,2Ax3,09ux,55347,5624SyNfQ0,1970-04-16,7057KHBSt8
14865,9872155640,1980,321,0fP5,30HB,3161,5891McPUa1,1979-10-14,3749WNHZB0
14865,9872155640,1980,266,8bx5,07Ic,88139,8992qtvHO2,2014-05-01,1499HzxVA1
82808,6666840873,1999,228,8nC8,65EF,73704,0633Cueyc7,1976-07-03,4075bbkkU3
82808,6666840873,1999,112,3sW9,68iu,5123,2834chUpt7,1972-11-11,3154LwRGz5
82808,6666840873,1999,697,5Sx1,36cY,95550,5582aHQVa2,2000-01-20,0000oQgst1
91912,7337252146,2000,390,1uu7,53FO,69273,2829dRWTJ6,1974-09-05,2038Akqpk1
91912,7337252146,2000,342,3xN1,02Qv,75431,8625Jefwv1,1992-07-22,5845ZVbjp8
11470,6393685193,1981,974,4lm9,47yF,98435,1716DuZni4,2010-02-14,3151QXIna2
91099,3799483077,1979,976,8CO5,36Uq,69425,2957hIhyF5,2017-10-15,2500KGQDp0
91099,3799483077,1979,207,8rY5,60Tz,70950,0349Mchko3,1999-11-27,4646CZYzN9
91099,3799483077,1979,883,1UF9,47uK,5880,8444MKWmh9,1984-09-29,1152JDWGL0
3048,7028122754,1994,78,2Dx6,18Au,90453,4883ZZeeQ2,1981-04-21,6418yIqOn7
3048,7028122754,1994,742,4MZ0,92fm,26803,4005auYUY4,2008-12-01,2994dCaUN2
32351,4352178038,2009,723,6sO9,38tu,71892,3264IcAzB9,1989-03-21,4068PyPPz9
32351,4352178038,2009,184,4gJ2,90ql,15437,8996raxYY9,2016-01-13,2525HvOld5
19175,1360361348,1977,211,4wz0,71OC,29428,9848gppqx9,1972-02-07,7113CXNRd9
79290,6586954360,2014,871,0ka2,13Fn,22111,8355BRmRr6,1991-11-12,9218qTxXv7
58380,8787272497,1973,99,5Jh4,62Sc,72209,1913cYWDv1,1992-04-16,2878COSfI7
58380,8787272497,1973,337,9SO3,09Wd,44253,3678sLTaX9,2005-12-16,5330OtdUc7
70445,8023638937,1994,362,7BZ6,80fe,74026,4138hBzvD8,1997-04-21,5296pzkSx3
44332,6274935761,1983,449,5oC6,90Zz,32889,1000hBzqf4,1976-04-02,0139yQbQm4
44332,6274935761,1983,896,7mI8,44cm,34544,1197Ulltn0,2014-04-24,2656qsDDd7
92649,8739859041,1989,348,9Pa6,82RO,17422,7495DnYCj2,1983-09-04,1826mrgEv9
37457,9085621741,1995,322,6xH1,84FM,94880,3706PqNeO1,2015-02-20,0063ezWRN2
77514,4165878853,2002,965,2mJ7,70Du,38664,7227RIuZz2,2002-06-08,5212VUhio3
77514,4165878853,2002,115,2sV7,76YX,64318,4311aiYnQ0,1985-07-28,5894NqmGN2
72881,9816391765,1995,888,8Vo7,49iP,7470,8658MSOdE2,1981-10-27,7694TLxln0
72881,9816391765,1995,489,6Wt6,23JQ,6364,3542Iuyfo6,1977-03-19,9012vnuEn3
40794,3438618670,2002,864,3Hk9,83sa,17102,9383FqXZT4,1998-07-15,0442SSCIo5
40794,3438618670,2002,199,7Gn1,17Gw,32903,6263fZygS3,1972-12-02,1181gKfpn2
40794,3438618670,2002,440,4Ul6,13dU,47759,1740VLHVi4,2021-05-15,6651FlKuR5
47115,108623597,2022,672,8WM3,04DF,36606,1844LuSYA2,2010-02-18,8912bwKGV2
47115,108623597,2022,884,7CS0,02eV,66332,0358ikNCs9,2013-05-29,7754kYOAN6
47115,108623597,2022,493,1fH8,75FZ,81731,6159Zblad4,2014-08-06,5818nRYJC2
26947,2559876795,2015,749,7sE6,12Iz,19480,1012bzdgP5,2006-01-31,3945WjYIH4
56648,7465061330,1984,633,4Kp6,20oB,89997,1053kQdzi6,1994-10-02,2458bHKpi3
56648,7465061330,1984,775,0wZ7,88EL,67555,8249HBWAc0,1988-01-19,6127lxxaI1
48959,9000571033,2009,832,3jm0,74nD,8380,1851PXKfr0,2022-07-28,3447QjizO1
48959,9000571033,2009,420,6DA7,53He,49802,3625rmWKE2,1970-04-19,5550QOhIM3
48959,9000571033,2009,998,8db2,00Qu,47764,7825Qfyhf2,1995-12-07,4923nJxUm1
17183,9316725819,2002,667,7AR7,71Qd,11133,4286XGrOg8,2004-02-08,3925KRsGQ2
17183,9316725819,2002,365,2vO2,10QS,27079,0133RtECR0,2002-05-12,6988oARVd4
17183,9316725819,2002,505,2Rz7,18fw,16146,9038JoNhx7,2013-11-11,5049TqTbh0
48578,4056627348,1997,948,4bh6,54TF,12986,4551TkxcR1,1986-07-17,5875fUuxb9
48578,4056627348,1997,529,4IX8,01Gf,98398,2710dsCpj8,1972-01-17,1882nLjes1
48578,4056627348,1997,123,7mW5,04Xq,79410,5077jnGnS0,2000-06-24,5919PVDxi3
57575,9658924149,1983,893,3yR8,22wL,50189,1942XsPcH7,1996-06-11,3152PeeFt7
57575,9658924149,1983,754,6Ja4,22LK,42781,9482aHWJV6,1986-06-27,2003OqkZg3
57575,9658924149,1983,589,8eg0,58Im,32796,1709chFPf6,2017-12-15,5778FwIRK6
91397,60711627,1992,546,2Mo6,13gO,59631,1678MglBQ4,2007-09-13,2648BlqXv3
91397,60711627,1992,182,7kb4,96eE,73949,0571DoHrH2,1980-04-24,5471jhlpT5
91397,60711627,1992,519,6FD3,51Nb,51340,9796bblyS5,1970-08-16,5148OojZC3
1749,6736458238,2001,264,0yt4,60dA,1093,2116BlRfM8,2004-07-14,9913IFzcg9
1749,6736458238,2001,812,9be5,13bH,18045,9674ccVsr8,2002-10-01,7479sVfXy1
1749,6736458238,2001,365,3DK2,30eI,36554,5723plQZc7,2011-08-30,3474SkxMI0
70926,1068227897,2018,167,4Mv4,75kc,52248,7913AHrPf7,2023-08-18,1676jmEpb7
70926,1068227897,2018,287,8km5,54lJ,91373,3823ttOiT1,1989-07-05,8642abTne5
70926,1068227897,2018,23,8di6,55dL,87351,7700ciAgj5,1995-12-25,1062rnPDN3
90628,1135562220,2015,828,1hy4,19oq,14852,5664YvcfJ7,1985-02-27,2805TWebq9
90628,1135562220,2015,858,8yk0,43Hs,15399,2485dGguh7,2010-11-06,1883QTiGm9
90628,1135562220,2015,840,6Tf1,06Fa,56521,8124MJKFm3,1974-02-10,1852XoIdm4
8335,5797115244,2005,695,7gi0,70AH,8189,4151OqPUq6,2007-06-09,5002tNZvE1
8335,5797115244,2005,158,2cf8,25Li,87606,6334bEMLL5,1996-01-08,6328nvchP4
8335,5797115244,2005,903,1bT1,12CX,777,9804qixTR5,1982-07-15,0201XeOzB8
81563,671352477,2008,30,6GS6,37PB,9893,3050cGsCp9,1972-10-30,9096USFaB7
81563,671352477,2008,195,1Dd0,91Au,83191,3019kIZRJ4,1974-04-30,3428PxtOd8
7259,6074043275,1983,606,0qx7,60jZ,66612,3838RZhvj4,1983-05-23,8972YUdid3
33237,5807858869,1975,642,4YL4,08nF,45889,6163apIDp9,2012-05-23,1090cHYfI7
33237,5807858869,1975,337,7ZG6,57Nh,82065,4490LSGvH7,2000-09-29,4770urLGh0
33237,5807858869,1975,65,7VV1,17iL,71666,3155CdxSM6,1979-12-05,0594hHmtw2
21708,9255328570,1970,351,9fI5,31eG,29012,2943rTHaS8,2015-12-10,5580xcigf4
21708,9255328570,1970,85,3NT7,42te,94381,5955fYZEd2,2016-08-10,9413oEbYN1
21708,9255328570,1970,31,6Ni9,81hA,16649,7720tmPYe1,2015-11-07,3058yGqjx0
56914,225528738,1985,925,9nv6,50iC,91244,4817FCUOa6,2012-07-28,7010cmWPN6
56914,225528738,1985,969,3pz1,58xt,4341,5645mcMZU9,1994-04-05,4047duIXU1
56914,225528738,1985,88,0qP9,41Bu,63272,7401DsRAP8,1982-03-27,3147vHTeC7
86365,8510945439,1994,647,7fi1,96FT,30764,7978rXeFM6,2009-03-10,8846FVmzM7
86365,8510945439,1994,503,0Tw4,32uU,2060,8036sWdwt2,1994-11-14,1670RhBfJ1
86365,8510945439,1994,480,9hI4,79lA,40430,3731KVRow5,1970-04-15,8286uiQzM8
35508,2295732759,1997,178,8wC9,47Xs,55481,8180GRFey4,1974-03-02,4536bOQyp0
91815,1604574705,2009,718,6dm8,22Fl,66977,4651pWtOa5,2009-09-10,3621TQUCL9
21678,4610538082,2021,17,4DW7,85Uq,69832,7949RhASX4,1974-02-16,1574jSywv9
36129,1044530217,2023,17,9ZW1,91Zz,32183,7955NVeWL6,2016-12-31,9088LBXHG3
36129,1044530217,2023,262,2dq7,63Mk,5565,1685nvbgP0,2000-03-02,0846XQEiC3
36129,1044530217,2023,997,4qx4,91fr,89305,2975oGnVS6,1981-04-19,1033vTEtW5
7742,6611910939,2012,150,5xs6,41MD,91147,2579TXvNc1,1978-09-03,8277IvtAc2
7742,6611910939,2012,833,5uB3,38lF,16649,5293pseMC1,2020-10-17,0912ETcxw7
43849,704640664,2019,476,0Kd7,46tf,54461,2709MXHzh7,2014-12-31,1313JXpnI6
43849,704640664,2019,337,2Oz5,10Il,11373,6335fAaky9,1979-12-08,0000jYswI9
96322,7573932756,1996,510,8nn5,91EH,48163,5303qMoOn3,2005-12-06,5356yFgTp6
96322,7573932756,1996,536,7YS6,34tS,31382,9016jEFQf6,1981-04-24,9869eNFrR3
44332,538601798,2012,469,2Qb5,76QL,79324,8744yQcny4,1981-10-31,8193icvJY1
8762,9508193496,2023,724,2XF5,53rh,32147,5908XrNmM5,1989-10-03,2003TzukG1
8762,9508193496,2023,671,8bF0,22qD,23967,4538WPfXF9,2011-11-05,9624sIACz7
8762,9508193496,2023,567,7dp8,83Ec,12154,8176VzTzZ5,1978-04-29,2074eepsb8
38902,846251391,1984,959,5TS9,74DY,40052,8913blmLe3,1995-07-22,0492UrvgZ9
38902,846251391,1984,356,6HC3,57hD,8734,8816pwguH4,2020-04-23,7777KgtAR3
19043,9161255953,1972,409,6sH8,18wX,6614,7423XzfuM9,1973-04-07,2620eoVRO6
19043,9161255953,1972,788,8rV4,90iu,55130,6422wgKmD2,1982-09-23,8226KBkhe1
79887,1497342649,2018,180,5bf2,42vv,72795,2020nhLit9,1977-10-21,8971lZlBw1
79887,1497342649,2018,191,7UK7,20kp,89697,6933sclwB6,2001-07-26,2040rekNf1
33372,8823652084,1985,63,8pc1,30Jx,19245,6329hWHHd8,2002-06-22,6545UmMay2
33372,8823652084,1985,854,7df8,83cv,51183,0589jYUzA4,2008-12-05,5678FIqDc1
83282,1971268632,2019,716,9gK2,91ss,35649,3751ZptHZ0,2001-01-03,5455GoNQc2
83282,1971268632,2019,44,0Qs6,17LM,35785,8534EsksN0,2006-01-09,0369MBAHY1
41869,3702638060,1972,199,9bM0,33IF,41586,2444gHKdg3,2021-01-24,8514hmOCg0
41869,3702638060,1972,261,0pa1,19Nd,63207,2933HBCLq4,1972-06-03,3583kXWnv1
34349,5125041686,1972,711,3WJ9,94Ht,65973,2983gpcWT8,1996-03-10,6884CNNps5
34349,5125041686,1972,716,9sj1,44Ua,27639,3289DFbJV4,1972-02-07,5972SUxGy1
34349,5125041686,1972,353,0Is8,12lA,66196,8286LUjGb0,1989-11-25,1370UDPrk0
4628,7049473560,1972,39,1Ri4,82uy,91618,5891KQFiP7,2006-11-14,2379qdsBN2
4628,7049473560,1972,699,9mu5,19XH,39913,0300TJDaA8,1977-04-04,3557NeGkF3
4628,7049473560,1972,529,7FP8,27sB,72158,1531IKOuL1,2005-06-04,8795lEVJn7
86401,63230464,1995,683,6td5,53oT,13513,5021TfmQx9,2018-10-11,3821PTIfC9
86401,63230464,1995,732,4SR7,12nj,88204,5649cMUAW7,2015-08-03,5547sWaVQ2
92277,7236544257,1972,26,1Uq6,45Fw,98298,9855DhqGm1,2019-11-28,5617PNunr5
92277,7236544257,1972,81,1zq9,55CB,49365,6706oHYOK5,2019-10-06,7783vWpIu4
92277,7236544257,1972,226,2DB9,03kL,36791,1532YUlLw1,1984-08-25,4197NUyZD5
70543,8940437070,1972,11,8DH6,78oK,49916,0901FnsOt6,1986-06-09,9808KLFjv0
85367,2976511728,1995,65,6yJ4,76Jz,86654,2036GCzVX2,1978-10-15,3797tGBKd4
85367,2976511728,1995,119,2Xi1,20FB,53006,3555BTzGc2,2008-07-17,3798roVij6
85367,2976511728,1995,104,2QC7,68aO,98575,8608sUqUo3,2015-12-27,4986Rukyy8
69155,6947366032,2008,783,8hq7,51nk,70200,4270qRqeI8,2021-07-08,2602UVBDK6
69155,6947366032,2008,777,9uj8,50Af,60426,6426eHdwy6,1981-04-15,9081xYazz0
69155,6947366032,2008,828,9cW7,13nA,75257,4713NJeCV9,2017-04-08,1677NcWaA2
34043,5923590451,1989,400,6mE3,69dY,36164,9478ndyne2,1989-03-24,4439CGDfg5
26177,635355961,2005,540,3UO4,57TP,34799,6992FtrlC3,2002-09-13,0979PXssz7
26177,635355961,2005,54,8Zo4,58NU,34372,5670wYeZZ8,2000-02-03,7130whXgJ9
26406,3850149968,2014,417,6va0,23ts,99729,4526HjqqF1,1976-12-08,3447RgpkE0
26406,3850149968,2014,762,5VC7,34ei,63452,4098FrBVR0,2013-08-31,3791keJWX0
81189,1863766157,2015,375,2Ut2,70FM,90195,5531dpwPV2,1999-11-01,9206PQHYR2
81189,1863766157,2015,778,4IP3,49kp,96479,0996vFJNB7,2015-05-19,9846wAlwI0
81189,1863766157,2015,760,6ua7,49vL,10525,4242qXCAk4,2005-09-15,7389xptrn8
1244,6449686912,2022,859,0Nx5,94nf,21462,6276mYHze5,1984-09-07,3900CRSgg3
20135,655089709,1972,750,8LI6,93Is,32001,5895hoEEL5,1981-01-29,7048Hldub9
20135,655089709,1972,914,8ns9,57pD,22789,7708qusSE9,2018-08-13,5802rDVDo5
20135,655089709,1972,225,0Cn2,08IE,1926,8896QCFMR8,2022-03-05,0312iWZdg4
94437,6305065929,1973,556,0cy0,32GG,43018,8760kAHvs3,2017-04-17,0034Xctsn2
63320,8432328368,1985,612,7Om1,01Ds,45782,7478gvrDJ1,2016-11-10,2261NajIW1
63320,8432328368,1985,8,3TM7,14fu,43161,1946uIFEk7,1996-12-29,1691DEbKP9
29322,6634829828,1973,871,4UU6,89aF,91752,2503POEuU3,1994-10-18,0697BOjha1
68088,5277307192,2003,945,9MN8,70Gs,60956,4946iuKsh3,1972-07-12,9094dtFaR0
36020,6691631100,1974,360,9vO4,09Ve,60068,4970yslUB4,2010-06-07,1869uReNp2
36020,6691631100,1974,937,4Zb2,33cU,15314,9516pFwhW4,1995-05-23,2244jzOFK3
65656,3314839272,1983,90,9yC0,17hm,2150,5720UBsIa9,2002-08-29,5456lkQKZ4
99324,7212643506,2014,453,7cc2,38Ja,59960,4648ZMFyz6,1985-02-18,7949GvdTX6
11864,660115292,1996,562,7Gv2,81iZ,55868,1935imaUJ3,1989-08-31,4655CbRNF5
11864,660115292,1996,919,4OB1,41ji,17949,8422Qnxoc5,2007-08-25,8779gviXF6
11864,660115292,1996,45,3kD4,02bN,54326,1233SvvDo7,1977-05-11,5993vReqM5
39269,7553368037,1998,687,4HN9,25FQ,46825,8465SljWC0,2006-07-10,9411seqLT2
85946,8275483252,1983,424,7UV1,61sp,45020,3320dssIg4,1982-08-23,3449hDXlL5
85946,8275483252,1983,824,0BI5,71zj,11985,0354KtHYn0,2017-07-14,7486LZcts3
85946,8275483252,1983,757,6Zt7,24zY,77551,0130KRKWK2,2017-01-06,9185oBjUx7
17321,3626047791,2023,555,0Hq3,73Ll,99670,9701oeiVj4,2005-05-20,2259SulPn7
17321,3626047791,2023,981,3Vy1,92kb,83570,4154Cpugw8,1993-11-07,4463ZdLnA8
17321,3626047791,2023,342,1cF9,86WU,39090,7878tbNBz3,1996-11-08,0845omfTk3
94956,5981951410,1993,209,2Cz6,20IV,96479,6188uqton3,1976-07-27,0802zLjhp2
94956,5981951410,1993,135,3Oq0,27mw,64517,5888pCxLg3,2002-01-04,5184LiRZF1
94956,5981951410,1993,136,5Fs5,36qr,22104,3811jCPTA6,2022-09-06,1730SKUvT0
57856,6519606752,1998,769,4EP8,37al,82728,9889EGrGB4,2014-12-18,4986Bnoyo1
57856,6519606752,1998,74,7UP4,17ue,25760,7083rMUfX3,1977-05-12,9726CSHYJ9
57856,6519606752,1998,146,5DK2,89qP,97089,7134vIKXF0,1970-10-08,7714mtfSS7
9110,5437267673,2007,527,4UW8,50RW,90764,5464WUySz0,1973-10-28,1794DZSHG6
9110,5437267673,2007,594,4GL5,42wJ,26803,9951bTRdy6,2015-11-13,2047LaaTg6
9110,5437267673,2007,724,4hC6,51jv,7564,3147rxsng0,1976-02-20,8237tZWCL7
9164,8331947849,2001,564,2qX9,46Eo,27635,0353ukESa4,2009-02-12,8979GRdDb3
9164,8331947849,2001,458,3Og1,26NV,48480,8971TnuJD3,1996-08-11,6365mmiBR1
53566,8562999592,2018,513,7uq5,53Sm,15962,4539LFryf5,2003-03-17,6963NQTmr8
53566,8562999592,2018,864,8DV9,81dH,35647,8742wAAZM7,1993-02-15,5805AnPOc1
26606,3734859476,1970,65,1Cr0,28di,36022,9471jEZWi3,2012-05-28,4150WLVoA0
94558,4419624333,2024,281,4Wm7,53ly,91632,6797pWCGn9,1987-09-15,7870MutIX6
94558,4419624333,2024,749,3zi4,99OJ,55989,2152WiDdh3,1985-05-19,9982THZZW9
94558,4419624333,2024,227,5VB9,83yz,87826,1108ShfoI7,1983-11-15,8195QTxhb7
44638,7978849980,2020,41,1gR5,48Mh,36729,9803ytVNT4,1988-03-13,0797DDrSE6
27452,4979796201,1981,356,6vo2,60aw,60592,2056sjxQD7,2009-10-31,9924gRMqx9
50231,196187106,2001,220,6Md4,88Ku,54381,5097SLKmj0,1984-12-18,0722krHzv9
50231,196187106,2001,852,1mc9,87lD,24982,5620pwMUr2,2008-08-14,4687IpvMN6
50231,196187106,2001,822,4MO2,34Ar,56553,2605lStYv9,1990-05-05,2873pcdlA4
14657,9660214665,1993,959,0BR7,43Fw,99717,6360Fezlo0,1984-10-24,5604YsaEI6
62819,7377937016,2008,429,7zU3,43mh,72312,4903bQfpX2,2014-11-08,2045GnnBn9
62819,7377937016,2008,167,0KG4,25QS,21462,4850SAOmx9,2003-08-21,3409jZkOF7
43225,7736606450,2022,176,1ov7,35RT,71417,2428WVvHq8,1989-01-16,5319tqkyN3
56983,2397516733,1971,260,0UQ2,80aG,80634,8030cHncX7,1986-08-11,7723wethg7
56983,2397516733,1971,291,2tJ7,13qq,91553,6912KzRiQ5,2016-08-10,1087iYQoc4
32712,272482558,1976,749,0jZ1,76ID,45983,9624uQCTW1,2022-06-23,2432GqfsY8
32712,272482558,1976,957,7cL6,36im,79471,6966eyscz3,2021-02-06,8701dpUVz6
52296,2394827628,1977,806,6dY4,77DB,28878,4154XkCPQ3,1987-11-24,4265gKyvW2
42223,3256248488,1972,72,7dS0,17yH,22975,7850ZHvQy5,1979-02-21,4992ytGRi3
42223,3256248488,1972,286,7wR9,12eW,61277,0446jWrRw4,1989-12-24,2847kATAx6
42686,300126617,1972,879,3pV7,63ao,32215,6567vnsZe2,2008-06-06,4826avfTG0
42686,300126617,1972,964,1XW6,94nt,20816,6818zkKho5,1978-12-10,1704HiJJu7
42686,300126617,1972,677,1Zk4,45wI,96470,2458CjsCi5,1993-03-10,4931PpbRZ3
12017,124830700,2017,478,9Nn3,52Mw,74243,6638PYUZc6,2017-02-09,2521jAqYD8
26036,4676666420,2002,873,1OI0,36fw,92974,9189sIYnU8,1977-03-16,9739MrPGX1
26036,4676666420,2002,158,0AO3,19sS,76507,9855PHrHj8,1978-06-08,6549SJuLu5
92567,5832426414,1972,214,7uu7,69fD,72189,9979YEGcr9,2007-08-18,0038uDZSP6
91686,3500789738,2005,31,5gV8,87tK,52931,2290RouZW9,2013-12-25,9463hVOoA0
91686,3500789738,2005,807,5UV3,35zk,64313,2440NcYhT4,1986-12-18,2099arSLK7
91686,3500789738,2005,202,4Ha5,70cm,98577,0482zkaGO7,2023-10-04,0590vGyUn1
10134,8117651136,1989,805,2Gk1,29YW,96361,5185kzxkS9,1990-11-21,3413dkQLA9
96827,1680029624,1976,699,4PC3,73fU,72695,7741BRVoX2,2021-02-02,4137jskdA5
96827,1680029624,1976,755,3BX5,15aF,72654,7204qcoIb9,2010-11-25,7983pUGQg0
30218,5267481618,1980,883,0Nr7,17Zo,2697,4229IdWac5,1979-01-31,5963PrGts7
52779,3732125596,1970,713,3Un4,34OB,21603,3559QNXYV6,2001-05-08,6350ZERaa4
84679,8055343186,2013,426,6af4,12WL,72237,4871Nyrhx3,2005-06-15,3963qXafO0
84679,8055343186,2013,706,2VC7,60Ok,37298,2669cFIAs1,1994-09-27,4943fiEXf4
84679,8055343186,2013,381,2uQ4,69Px,88263,9061sXiML0,1984-05-27,3706tcfww2
20370,2897552137,1978,603,4hO7,06wy,54995,2542pqCXn0,1988-03-02,5588Cqapt1
16123,2109813698,1974,804,8Bz6,49Lk,24334,4463LFoke1,1977-03-23,0456ZbytO1
16123,2109813698,1974,664,9Ao9,31mP,61770,9194XeYJZ4,2018-11-10,4869BXDQw6
58823,6337435910,2009,560,0MI7,24lR,18642,9099CMWAA0,1972-01-18,7991oIULK4
58823,6337435910,2009,243,8aP0,31wR,90075,0468gLhiK1,1987-08-04,2822lNKqB1
80283,9825534589,1994,313,2rq5,35mU,50914,7611wXHmO3,1993-03-09,3855omsFm2
80283,9825534589,1994,890,1Rq1,63nR,55875,8604WhbbK1,2001-05-15,4579cSpaE6
30463,683007536,1994,82,9eM0,80dc,53151,3877cbAbW9,1998-09-05,0038MDatu1
96260,2541020358,2001,528,5qq5,57ZZ,50609,4217KmCeV9,1987-08-14,0345Stiqe2
96260,2541020358,2001,702,9qf9,27oF,60397,9788xKXwq2,1992-05-02,0858ODoOP2
96260,2541020358,2001,112,9Ls5,12Yh,68827,6378GIGtm4,2006-08-02,4426lgyxv5
68251,6083052842,2016,127,8MV9,02Ka,21939,5737IfDik3,1974-06-28,4719TbqLP0
68251,6083052842,2016,350,3xy4,52LD,55842,6723zBshQ4,1982-12-13,1821ttvhD6
68251,6083052842,2016,793,9ln1,40HU,40143,6739OiKKR9,1982-12-04,5812XksHB0
97419,5662601050,1985,354,7Qw4,79cY,37218,4805Hflpo0,1986-04-20,5048aIJmA2
19668,3284276847,1991,683,9Ix1,46kU,44499,8047KezrF1,1999-07-22,9357LBsjh8
19668,3284276847,1991,995,9Ph6,47sH,49392,4895rHqxp7,1990-12-13,5394Fridb7
19668,3284276847,1991,33,9dF5,11Ni,66466,0068cHWIK3,2020-09-01,6652hzSGr8
86203,8604263828,2015,152,5By6,30iH,94683,9343wyHMN9,1993-09-16,2041IAEmA3
38406,3496095434,1998,402,6ZF1,76sS,17181,6076flMUZ9,1998-07-16,4651grIrt7
38406,3496095434,1998,393,3XP9,89oR,49916,1722OOlvH1,1991-05-17,6506vVGMj0
30524,7643665744,2012,34,6EP5,44fA,62355,4544MuNlu7,1998-10-06,9742EMGrY8
30524,7643665744,2012,396,3kr9,68xA,66327,5222yTYDH9,2002-08-20,6117ppGsn4
37881,4448636803,2003,787,4Jt3,94rj,12986,9260nasyq0,2010-04-09,5925SKZmK2
18476,9600621065,1986,826,9kc2,68yP,53021,3099ICyUY9,1979-02-01,1134MxCxj7
18476,9600621065,1986,749,3it8,92WS,30417,2978rdLoE0,2023-02-09,9621eBlkc3
18476,9600621065,1986,819,0uq8,55mI,30599,3864InvMx2,2017-02-01,8285AAQvH2
38477,6616040007,2014,71,1eP8,17WM,93679,6943mTvZn6,2000-05-03,8888oHRYS0
6164,2237037272,2003,686,4kH0,91zN,98930,6862ALWxJ1,2003-01-15,5706GwGhH9
6164,2237037272,2003,548,5lp9,73Sg,49332,6390kTuni6,2013-12-13,4700dMRCW1
6164,2237037272,2003,660,7qv9,08ca,34668,4977awnSh1,1996-01-12,4283EOnak3
37913,9076902203,1985,899,6Sk0,17SZ,86201,0042ccYrM4,1998-02-21,7991yyaTC9
37913,9076902203,1985,937,9Rt9,59mp,12140,4513ffTCE9,1992-02-09,6509lVBSS2
16998,1110861380,1997,450,5eO3,77Mp,25604,6916Vbhon6,1974-11-09,1169lWfEp0
16998,1110861380,1997,131,5We2,38Lj,56443,9088WObpD6,2002-08-24,5600Tztzo0
16998,1110861380,1997,169,5yL8,91Cj,80831,7967ylvLQ3,1982-06-07,1920kfVrP7
27644,673659061,1972,423,8zV9,81hs,76637,2563ByBsY7,2000-09-17,6352ZaDrk9
27644,673659061,1972,53,0aT7,74Uu,76637,4551PpXqZ7,1991-05-12,1461ExqUQ7
27644,673659061,1972,637,8or0,20NF,31828,5351eutfC3,2004-12-07,5420KhPfY0
