IntercompanyNo,CompanyCode,FiscalYear,DocumentNo
5545,95392,2007,2429291593
3632,14799,1991,2528762475
3632,35700,2008,8390931937
9926,65641,1999,6755310351
9926,590,2002,0931401271
5619,84656,1983,5224299167
518,67965,2008,8785417502
518,41905,2012,1120397762
2886,88512,1997,6302201084
2886,52672,1988,8750592778
2886,75249,2005,6948667774
940,60548,1992,9272134342
940,89924,1970,6097906795
940,69580,1974,2718330482
8241,23772,1971,7100968721
5574,80087,2007,5478164759
5574,56114,1970,6901539596
5008,17139,2023,1415135810
5008,67949,1996,6237668217
5008,14077,1983,5902035467
3195,41967,2023,6244457142
3195,57297,1983,0886938636
3195,20426,1976,2847016397
9783,70565,1993,2860512727
2805,36840,2013,7877014977
2805,4621,2000,8141937032
2805,80561,2023,9411363245
1761,34385,2024,9387132097
1761,44586,2002,8215186509
1761,32181,1975,8550826070
3602,62219,1985,9467723519
3602,75303,2017,3303007564
6555,89086,1987,3221059830
6555,94342,2013,7626257693
8950,12735,1984,0932432751
8950,98565,1985,6302210026
5077,8200,2013,9798842087
5077,71380,1988,7097354977
5077,40383,1985,2561181588
3369,4651,1989,7820364957
3369,1065,2019,0918234926
3369,33372,1970,3896250425
5448,1663,2015,8733039707
6154,2722,1973,4846999176
7436,74867,2004,8960396324
7436,49601,1996,6304085724
6609,97949,2000,3070432077
3149,48653,2015,5729848324
3149,39145,2019,9682238343
3855,89991,2024,4390034940
448,79958,1976,1035033938
448,13013,1975,3304782248
8100,95669,2010,3269840125
8100,52878,2015,7895368606
3530,83588,1994,1512190694
9734,64214,1998,8990500343
9734,36447,2015,2046858235
6558,9665,1971,8138245976
6558,58883,1997,7638764309
4642,21842,2007,8543188693
4642,39749,1979,7757533704
9343,65015,1982,6397105673
9343,85667,1983,9946794538
9343,89329,2012,9116076841
950,3675,1977,1238680160
950,9778,1987,7402346715
8853,9989,1989,1622780590
8853,97996,2022,1155810362
8853,73536,1979,3605314148
4728,61805,1972,7203128153
4728,32878,1992,5511106395
4728,53984,1974,4088945100
9146,98602,2016,2488778638
9952,18686,1972,6960802564
9946,52316,1987,0088323407
9946,7517,2003,6697765355
9745,56262,2020,5194511542
4218,84279,1981,0832732983
4218,64964,2022,2755656193
4218,67563,1972,6695069630
2452,75882,2007,8820066135
4700,60736,1990,1714735798
4700,34924,1984,8266750979
4700,51197,1989,3038069897
2273,98676,2008,0458589443
210,44382,1987,0100307221
210,42213,2009,3892931198
210,11564,1989,7725725234
2123,27805,2023,5419059774
6374,16608,2005,5855622334
6374,12539,1985,9495065764
6374,16931,1988,2411406054
3119,26796,1984,3423804136
3119,32792,1995,5959591492
1931,10938,1999,9334678928
9497,45024,2011,8382617342
9497,28491,1994,7210522588
9497,96563,1983,1312859266
6597,23,1998,8086141075
3836,97625,1979,5434194959
3836,94572,2018,8248719730
8822,42904,1989,6544146251
8822,75890,2020,8333608719
8783,58341,1990,1668032876
3977,12693,2012,3525732921
3977,16722,1989,8837003952
4672,82576,1989,5715022401
5570,51552,2014,2662556648
5570,48715,1991,0636741520
5570,8636,1991,2887413227
3771,60582,2001,5551865425
3771,37744,1996,9191981596
3771,10426,1976,9251650050
4517,14603,1985,9648393294
4517,72723,1991,9710147974
5663,16895,1972,1759624438
5909,2342,1996,9402962811
5909,80811,2015,3914192222
8828,15895,1980,5255847129
9572,60264,1993,7778328749
9572,52554,1982,5424262824
9572,67462,2001,6971925853
1926,56883,1972,2090436866
1926,67771,1975,1784686537
1926,5258,1987,0322835752
7499,58370,2000,5410361577
1827,3432,2007,7145408300
1827,68669,1995,6425854450
1827,19565,2012,3209786482
4647,47868,2006,2147548557
638,76131,2019,8330444478
638,75453,2014,8639137497
7339,22142,2000,9393868552
7339,61189,2016,6657245134
1267,43563,1988,3173996141
8020,44913,1974,8109739061
8020,76646,1983,0987873045
8020,44022,2011,2068644822
7770,76177,2012,7429408589
7770,65190,1977,4966011873
7770,31243,1998,6011092538
2899,44415,1995,6288025453
5924,98570,1977,5562882893
5924,67718,1990,2102218381
7810,72556,2019,8908959266
7810,1244,2010,4464724546
917,35180,1975,8662982105
1667,8959,2006,4337337990
1667,36657,2016,3310434627
1667,49660,1981,8131290434
9866,55069,1985,3880591341
9866,76703,2021,8001029849
9099,57856,2012,6981624164
5017,94932,1984,0540349344
1333,32794,1974,5387942143
1333,69304,1974,4007502036
1333,70371,2017,3326784991
4422,1422,1997,5054050587
4422,55002,2014,7496133339
1933,64635,2002,2989311918
1933,19032,1996,7290786029
1933,55069,1995,8038375345
6820,66350,2016,6697194879
6820,87266,1999,5729690622
6820,4278,2009,8590516876
5471,2731,2004,7009664264
5933,65359,2005,6093331381
5933,71378,2020,8151563328
5933,53110,1983,2648193921
4467,74348,2017,5215879377
4467,42940,2013,6473004489
7039,91857,1998,3355502633
7039,873,2013,0120770632
203,56648,1977,7537222680
203,91913,1983,4364648174
203,33265,2024,3970732600
6016,44681,2014,4355962508
6691,61084,2008,7156091605
6003,16717,1971,2403143991
6003,80283,1975,7159156265
56,45566,2018,7544602302
56,80077,2013,4815583054
56,32415,2007,7819602804
2241,30540,1973,3295711999
2241,67389,2010,6812222764
3697,83294,2003,9380145100
3697,76131,1994,4093921438
5226,20197,2006,5420669489
8732,71095,1985,0212253470
6837,70978,1988,1766067671
6811,14446,2000,5643534829
6811,15005,2009,6328460260
6811,36817,1973,0210580915
1936,57372,1980,8977519459
1936,25128,1980,4422410016
8002,9791,1975,2576214483
5481,22204,2021,9462140618
7086,34302,2024,9544510922
7086,70860,1992,2819292530
7086,53906,1985,2180002758
9239,86132,1975,2681646661
2122,2703,2009,2399275159
2122,18898,2015,9363565713
4552,86806,1998,1786998366
4552,61870,1972,9158512820
467,26204,1977,3772150682
467,19893,1998,9154994810
467,6402,1981,0993837957
1606,93746,1998,8091116832
1606,7301,1996,0551746025
1606,187,1981,7203347743
3099,8548,1981,4067498603
3099,26194,1992,4932088220
3099,97253,2009,0561253674
2695,85620,1998,5615419427
8699,72458,1975,1905876633
1400,75481,1994,1658592276
1400,17787,1979,0114381352
4608,95102,2002,0546366082
6346,79332,2007,6885415288
5709,97327,2019,8062629315
5709,30522,1995,1040109811
3192,62181,2004,4811372103
1878,34385,2022,4590826006
7456,66014,2013,3690868697
7456,13552,2024,6576118042
7456,25809,2005,4476857109
803,46884,2021,7104285630
803,90032,1995,3675143409
803,95724,2023,1556398946
6948,5508,1993,6308338395
6948,45550,1972,0608668593
9453,31515,2003,7874552861
9453,98786,1984,1317979986
9453,33854,1994,9651203669
6991,35544,2012,9403382880
6991,72881,2024,4199263152
1147,22430,1970,8613881054
1147,57164,1976,1522822272
1147,88103,1985,2967237763
4841,30456,1985,8679261000
4841,29306,1993,2299429425
6868,45462,2009,2959165592
6868,40764,2005,8189716126
6868,84947,2018,3032520054
4019,77918,2015,1048255153
4019,64698,2022,7313468405
7030,28238,2009,5017480919
4317,88254,1974,6399172853
8132,38739,2014,9065698102
8132,77026,2019,2062631100
6401,40938,1979,2986651557
6401,12789,2014,4266747356
6401,74897,2004,6673588526
9660,9997,1980,8445946701
4090,72797,2012,8336466094
7193,27452,2022,2926330423
7193,52392,1996,7380374580
2648,11540,2022,7828659190
2648,18639,1982,4200774657
2648,87816,1983,0969528345
3337,37886,2015,2956674803
4972,25691,2013,3913710090
4972,29965,1986,1425282203
2187,59737,2020,6650740523
2187,58890,2000,3646522320
2187,36084,1993,5850722438
1801,91488,2019,4314408917
1801,80457,1972,9724151182
2303,6219,1972,4497875194
1064,37382,1970,7956610905
1064,46998,1981,4731401127
5465,33467,1994,3935656866
5465,75313,2021,9394804350
5465,64027,1989,6362941776
2723,33548,1971,8679727994
2723,24099,1982,6637303186
2723,40498,1988,3693375171
4334,82096,1987,8470960248
4038,34883,1987,6160970202
4038,68273,1992,7583272067
4038,81361,2021,7958434070
9850,89368,1999,7383513880
9850,14405,2024,4640497059
9850,24396,1996,4319163447
407,94501,2001,8526357943
1395,91772,2016,4248757049
5636,96787,1977,3609142501
5636,34992,2011,3012522362
9979,16988,2008,4048802410
9979,30477,1977,5812735171
9979,52680,1999,3090177755
6543,3933,2015,5783582827
6543,93391,1976,8534856764
8921,33123,2002,6998602031
8921,33550,1975,2788103351
8921,50232,1982,4980822542
4711,79969,1999,1774944715
4711,46631,2014,0656520790
2855,19399,2013,8123809471
6467,52966,1994,5064955408
1267,99266,2012,3301065651
2695,15833,1997,7360606545
2695,17079,2000,5384491620
2695,62621,2000,2330459246
6439,78791,2011,2045024830
6439,5737,1978,4772134941
6439,50374,2001,6739569591
9686,16283,1987,8886516936
9686,38073,1997,5766669212
924,82299,2004,0577477547
924,90211,2008,7164631373
4215,89754,1977,3794359296
4215,47663,1992,1394994821
4215,19404,1997,2727342777
1413,73510,1986,6808871904
1413,95017,1984,9441850904
1413,22556,2004,3852737840
9993,81563,2017,0157788029
9993,97949,1994,3413189424
1507,68377,1997,9240891194
1507,58366,2003,9458665459
1507,87028,1972,2967410471
6382,61410,1978,0256415030
6382,94226,2021,6672689040
6382,32512,2017,4534389668
1766,16017,1990,5628749307
9374,22980,1996,2970579322
7948,96632,1974,7574133886
7948,30060,1996,2523802599
6057,36276,2018,9212818842
1520,36606,2009,9531258608
1520,63602,1989,8369459725
1520,91294,1974,0940400125
6299,64853,1977,1053344106
2770,22868,1987,6919597509
9373,80425,1982,7859802159
9373,29085,1975,5348940061
223,94377,1983,5078594189
223,43406,2021,0805679969
663,4159,2009,0941061407
1905,5429,1982,6628317128
7346,8202,2018,3659380402
7346,66363,2016,0281015835
5954,70385,1976,1525994444
5954,94167,1973,0006377659
5954,98565,1999,9008942833
2937,30414,2001,9888212428
8291,48345,1973,3294107662
8291,33282,1995,4962004516
8291,62295,1997,1226751230
4169,79060,1970,6913781406
7843,90228,1978,5208887923
7843,95519,1978,0812725940
7843,88192,2007,4181688549
4214,22728,1997,9356075652
4214,46105,2003,7242264799
2821,37637,2021,8754255674
2821,24541,1974,8519096030
2821,45844,1981,8577569394
9026,20003,1993,3243075913
9026,36816,1990,3358006807
9026,52213,1973,1257735043
2961,11213,1980,4731093345
2961,45552,2000,2119654512
2961,44930,1994,2596979066
905,54111,2022,7488178799
905,96097,2011,4784700800
905,51139,2010,0454487521
9951,88597,1978,8454875876
4030,43614,1971,2482115795
1215,75712,2013,6294083606
1215,27139,2014,4849581829
1215,28335,1979,6990970182
672,35519,1989,0080096050
672,78910,2013,8557162466
672,203,1997,5545462649
8383,68953,1992,9411248917
8383,90810,1971,0083100416
3629,654,2015,6621629660
3629,69104,1982,5340250931
3629,5737,1984,7539675321
6641,92983,2005,8498402356
6730,33910,2022,6118792270
6730,31389,1993,2976122093
6730,38297,2021,2278381906
2501,78910,1980,3974901907
2501,72518,1970,5917036372
2501,45003,1992,5400836559
7427,82917,1998,0959602561
3147,11261,1983,0169693739
3147,86882,1988,8099841261
1566,71773,1994,1536362571
158,84194,2023,3152355754
6799,57429,1992,6156318409
5306,19424,2013,3087982816
5306,54632,2020,2434051180
277,44841,1988,4132657983
291,33063,1970,6149747814
5529,48343,1985,0717680128
385,1304,1989,8871585050
385,75130,1980,7338054580
385,42833,1991,5118742663
9984,75585,1993,9523467928
9984,56199,1997,8069601228
9984,75256,1991,3498990102
9894,93996,2007,3611883245
8254,64346,1971,5653857908
3590,85072,1997,5256093155
1285,51792,1972,6304148645
5089,31437,2009,0783919006
5089,8110,2018,4473715175
9361,12706,1975,7276268639
9361,66374,1981,7498993815
8716,15585,1970,3302763586
8716,36651,1999,5860599377
3944,8687,2011,0808302559
8999,30611,1991,7741097843
4168,1306,2021,9067855339
6044,73767,2014,0617762486
7193,88621,2010,7568676720
7193,11470,2018,0074433179
6921,97739,1985,1349040892
6921,96349,2014,3582512789
6921,43663,2023,7740182015
1403,71464,1977,6315231599
1403,88446,2007,6009728629
7701,21052,1983,6367901010
7701,74152,1994,4637231742
5231,42233,1986,4827985632
5231,92261,1993,9541936682
5231,33063,1993,9240161860
6788,42550,2003,9747767129
9540,94633,1976,7509251068
4686,14126,2024,9206472612
9985,50008,1979,7064410590
1387,71680,2019,6084165995
1387,29419,1975,1760246997
8482,8053,1984,9185575668
8482,72946,1981,8245951928
1994,9339,1975,5355345820
1994,69781,2001,9311857794
1994,16673,1997,8052471664
8532,37666,1976,6498408696
8532,76556,1997,9031008411
1763,10481,1998,4053200105
1763,51696,1978,7939906414
1763,69935,1973,2081616417
4381,10259,1974,1715433009
4381,33017,2022,9300255749
4274,18686,2021,0005120082
3114,91913,2018,3057399519
3114,84673,2016,6511974589
7829,97824,2020,4969980741
7829,55987,1973,4263477190
7180,24545,1971,1470415815
7180,67833,1975,5858601251
7180,60529,1985,4103789750
4958,39989,1974,6385870928
4958,20288,1994,6347846686
4958,3774,1991,2443228986
8897,45811,1999,1422083885
8897,81930,2017,1781253604
5974,81122,2009,5383978980
8587,96773,1977,3516028641
8587,66387,1975,6426103810
5555,22040,1976,1339596502
5555,44445,2020,1040431648
5555,51619,1986,9213078729
7632,93786,2015,0459156434
7632,17533,1970,8754270100
2492,34895,1991,5826919719
1517,2323,2009,9693038986
1517,25965,1974,6929292022
3328,87005,1995,0867444965
3328,34914,2015,8838183255
3328,63750,1996,1663537406
1902,39293,2005,4262022293
1902,89197,2005,9816044778
7672,65694,1976,7447292521
4570,15419,1992,9545977875
4570,4647,1980,4415052617
8255,64468,1986,5033064689
8255,43387,2008,8383222280
8255,11365,2022,5763734490
5918,54904,2014,1456327375
5918,43916,2020,7786733244
2340,29681,1976,7442901501
8556,20615,1996,5257323588
8556,58474,2013,0156121069
2519,93556,1991,2339188632
4631,45662,2003,5252315404
4631,68359,2008,2535148205
4631,89149,2021,9091525383
1475,2795,2000,0599136758
9562,19020,2002,4030385455
9562,1600,1982,2825757648
9562,22768,1979,4987465529
6271,86037,1999,2590916680
6271,91395,1974,3971543774
3092,43448,1985,4379502781
3092,64596,2007,5073345008
3463,10337,1990,4468921428
3463,5508,1999,8848806819
8937,35032,2013,4309907314
8937,91286,1976,2819433078
6845,3030,1984,0586255775
128,56834,1975,8236442442
4852,47891,1992,9792470624
4852,3930,2005,0713551139
5907,27116,1970,9073272491
1296,23865,1986,3460189090
1296,84514,1978,4815304937
1845,94123,1983,3770581964
1845,1300,1986,8659888777
1845,50172,2004,4888167276
7963,84963,1998,0095380024
7963,70589,1971,0972747969
7963,42518,1990,9448055888
4428,37991,2020,7433731862
4428,19974,2020,3639561393
4428,28199,1986,2622068063
3729,21104,2001,6602659009
3729,71380,2001,6475330001
5407,78578,2010,1607613122
9342,74125,1999,1425938891
2758,96039,1974,8507537250
6424,41997,2004,5193602796
6424,31318,2001,2492175907
6587,92461,2008,7011633146
6587,33910,2011,1519454037
6587,72048,2019,9523882963
6512,22519,1993,4042798529
6512,4888,1988,7572955431
5016,35154,1977,1944638380
5016,34561,1979,4816318737
5016,40513,2022,9492554022
8564,88315,1992,1429984734
4921,18679,1997,9915077205
6004,80998,2020,9425170091
6004,86789,1975,0284060904
1804,41574,2010,2513801487
1804,57569,2009,8836502070
5952,96129,1991,1143522081
5952,13695,1986,2206466820
5952,93832,2022,5660371817
2845,47502,2014,4876947100
2845,93111,1995,0746467539
6452,48498,2024,6531591701
6452,64809,2020,5405195012
6452,67844,1999,9156063871
3911,81286,1970,0040014867
3911,81349,1972,1567471256
3911,9218,1981,7511901650
3319,87481,2003,7778214239
3319,44514,2016,0713115407
3319,30137,1999,9939201252
8210,56133,2022,7056304009
8210,34635,2007,1147887756
8210,53258,2011,1963000028
5529,92649,1984,2060520039
5529,46681,1979,3018189276
5529,9329,1997,1778846446
6361,89554,2008,4629762285
9880,48076,2020,9662511416
9880,30854,2019,4935139494
9880,51792,1994,6296701709
575,28106,2014,4889208757
575,86717,1989,8859707158
575,54857,2013,4727277272
8328,45255,2020,7606266482
8328,81176,1979,5583391276
2156,91397,1972,0337067169
2156,72986,1971,5210092947
2156,68143,2008,5310435618
760,16988,2014,2666125583
3263,64975,2003,3050849956
3263,54809,2016,8308447852
3263,46565,1999,0728184991
1437,17137,2009,5523713553
2266,96349,2020,9860571309
2266,94365,1979,4230423728
4322,56243,2015,4350976578
4322,7545,2021,7415273478
4322,73135,2010,2892937657
2571,99572,1988,2349692555
6295,40622,1970,7243988349
3365,68351,2007,9890364103
3365,69122,1984,9974785630
8365,54904,2017,7419469939
8365,37170,2017,3879790820
5014,42299,2004,7819138992
5014,58201,2005,7535982609
1186,70127,2016,3899347690
1186,13711,2024,5759810160
2967,56942,2004,6968576497
2967,97189,1991,9112025481
2967,30233,2000,0251621400
5413,32457,1982,7919720870
2728,96684,1999,8382982470
2728,24433,2021,2922211313
2728,26540,1997,3101470994
3473,1749,2008,5072616583
3049,11499,2011,0198424840
3049,27452,2007,4960030936
3049,61057,2003,8611964298
7263,94226,1978,5525860224
7263,42911,1992,2546914768
7263,59451,2021,1825726818
7973,18779,2003,2949589268
7973,4200,2006,2426600303
2594,87277,2004,6706058612
2594,91111,2014,9608385370
2594,58151,2023,1559009169
696,13203,1986,4026070822
6251,29433,2023,9650533257
9649,49021,2009,8171964762
6161,93290,1994,7732536959
6161,90275,1984,9555754025
6161,87636,1970,1282607755
8867,68702,1997,3707086882
8867,65430,2019,9594615492
8867,57462,1977,9149848465
4491,8521,2015,9099053200
6750,75304,1996,8924957657
6750,58954,2014,5593268465
6750,64608,2020,9229388291
1265,35282,2002,3274141753
1265,30022,2005,0239731182
1265,4110,2008,9880116519
9992,67846,2003,2854461369
7758,24736,1970,6832127051
7758,19261,1989,9534746276
7758,26376,1970,2938356931
8048,22136,1980,2066293984
8048,67857,1975,6338572331
8048,58860,1979,9679746068
5358,16056,1976,6136226344
5358,68050,2017,0469539428
3261,24424,1997,9676067623
3261,57477,2005,7588050735
3261,35615,1975,5691443025
7833,50483,1992,3981855212
7833,79323,2024,5514301218
2603,15585,2024,8030617850
2603,33243,2005,4331285913
2603,91546,2018,7065457150
882,84522,2022,4419231070
882,28635,1988,0114290148
882,78480,1997,3620120679
6231,45598,1984,7267507649
3027,47011,1989,7975689125
3027,77047,1998,1293776432
3027,84978,2006,4494041861
8038,26305,1979,4490768927
8038,16250,1970,0228500604
8038,36685,1976,0351126839
7343,92671,1996,6678670352
7343,36646,2007,4705012374
7622,64853,1982,2420495962
7622,78465,2000,0450260935
7622,45598,1974,7160578382
1988,67681,2014,6752925810
1988,23888,2012,0401170746
1988,60860,1988,8242806756
2184,57934,2021,4708833446
1678,29108,2011,2280797559
3719,19859,1989,1995242232
3719,12552,1990,9133937345
8382,76837,1996,5356312584
9192,99377,2004,0215906221
2780,36906,1971,2623725884
2780,62388,1988,4008934603
2780,6568,1999,8754592094
2682,14243,1973,1607666754
2682,46991,2015,8981624207
2682,54420,2015,6097410623
2358,3030,2021,1795863141
8570,31603,2014,6585294554
5578,15870,1981,4849764435
8667,91078,1983,7639159999
8667,55032,2003,3422967610
8667,70348,1982,0212909240
150,70245,2006,1986303906
4657,89419,1978,0248751893
4657,59557,2001,3362698223
1648,74365,2018,0497699792
1648,68085,1998,6377973603
1648,39269,1978,6945894681
2021,81616,2009,0934704307
2021,14537,2010,3256009256
7281,24593,1993,2381651418
7281,49311,2002,2309223472
7281,66480,1990,2733987495
374,26206,2009,8018994036
374,54677,2003,2266030895
8489,44890,1989,2410098792
8489,73977,2009,4005514639
8489,33570,2020,1560836103
5003,38126,2011,5552545648
5003,18299,1988,2036079562
3852,25992,2012,2867067771
3852,93394,1998,4353790722
952,28375,1972,2419241924
952,22709,1991,3490195039
952,64334,2010,8801896956
4994,61818,2017,8666133068
6005,46263,1971,6914840573
6005,32228,1988,2749227693
3584,83560,2019,5425359242
3584,5705,2023,3283287975
3588,3469,2012,4876119412
2856,92721,2013,2067797227
2856,40401,2006,5306119130
4565,7255,1993,8329435357
4565,55507,2005,3864766285
4903,13379,2002,3685657530
4903,92323,1982,8235076549
4903,6622,2001,1664906524
3365,84483,1999,8481236018
3365,49614,2024,3294381634
3365,19893,1981,4023754454
4600,18879,2014,5906821438
4600,9840,2004,9767160728
3425,41574,1995,3656430885
3425,36415,1980,6131207363
6719,95896,1993,6945250951
6719,70245,2017,8883703699
6719,47502,1987,0197290396
2858,68359,1996,7153143697
2858,59739,2007,5082712622
2858,13417,2005,2363342180
2183,23591,2014,9067492724
1216,38186,2024,0778144146
1216,69489,1996,3787370062
1582,4790,2015,4113427606
1582,62103,2009,6745639313
1582,62292,1986,2192693601
8632,5004,1973,9311945082
8632,5781,1982,8997562081
8632,963,1973,2440397421
3456,44420,2009,3440209131
3456,60913,2008,7882247492
3456,92315,1992,1386434085
4621,57561,1989,1217766882
4621,4266,2011,4947713502
9122,82040,2006,4220761620
9122,13249,1983,4643461136
4873,45597,2009,9845641873
4873,84634,1987,6895249981
3757,70723,1974,2796259446
3070,24072,2006,7202136758
3070,65961,2006,5148127286
3445,39187,2007,4155534013
3445,51809,2023,2081474179
5704,87788,1974,8912490493
233,90695,1981,5106998433
233,56535,2009,9747445001
4303,13704,2015,1872889821
4303,94576,1980,7535683680
4303,41498,2004,1694734101
7067,62292,1974,6678906829
7067,59910,1990,8416546063
8522,54879,1976,9075271357
8522,15239,2016,4869885630
8522,43139,2020,5423334332
4571,98754,2014,5134541356
4571,5519,1990,8706106537
1348,67368,1983,3510202928
2481,55507,1975,3215670087
1183,79975,2007,2314834608
1183,65155,1993,2190988908
1183,70004,2005,1791500164
5056,67037,2002,3107371711
5056,38068,2016,9353332380
5056,23435,2005,9948214827
3404,78093,1984,9905135774
3404,59609,1994,2638894340
1219,37941,1988,4430782356
1219,93383,1983,2414365151
1219,6290,2015,0249246907
6399,57641,1990,7066282026
6399,13030,1989,0148983023
2467,98269,1971,9599907033
2467,95659,2023,3712669989
2467,22424,1995,1549728685
114,40938,2013,7220860464
114,37197,1975,0528727918
114,36715,1997,7678040790
3546,2262,1992,0725950503
3546,54877,2000,6068707710
9355,72133,2015,6339628933
9355,52510,1975,6367660791
9355,47481,1983,5260353410
8426,70151,1999,6074230581
6516,97736,2007,7658285144
6516,87788,1989,2454528952
6516,87973,2022,5114676147
2188,45545,2019,3154026424
699,64219,1976,0488970538
699,71773,1978,1525992716
699,96258,1970,5311019579
5470,38914,1979,9689734692
5470,90006,1996,8185649072
5470,58105,2005,3024636697
7878,64135,1989,9138890571
7878,60907,1993,2400289905
8770,99070,1994,8390269758
8770,74418,2012,9586417898
1993,3983,1998,4013685464
1993,80029,1987,7953521166
5279,23224,1984,1307210814
5279,60809,2012,5653422573
5279,78723,1983,0522781259
8526,3908,1984,9165822923
8526,37264,2023,5908876617
8526,6193,1996,2313234580
6845,67816,1975,0491093803
6845,24512,2007,9065728547
6845,73599,1999,6112301718
465,15950,2006,8860103472
6789,71680,1985,4296036944
6789,81226,1986,4215236309
6789,80831,2011,7090845825
176,87156,1995,6878202877
176,92107,2023,6883918141
176,55069,1973,8576050891
6299,62851,1977,8006295285
6299,41084,1987,8687965623
6299,77273,1983,7311153802
9801,9473,2020,4061956159
9801,52970,1987,8986900146
9801,64462,2016,4543959614
8805,55310,1997,3451695742
8805,12368,1977,7604248996
8805,22216,2011,3882200444
3148,2085,1974,1900456393
3148,51139,2006,5283892346
5947,70466,1983,2809603664
5947,52486,2005,4056219816
5947,99988,1991,1227459560
2913,21067,2008,8079169482
4561,70402,2016,0929176073
4561,9218,1989,5905426564
7133,2225,2004,4890364894
7397,23126,1989,4334957395
7397,81286,2017,3539789601
7397,53711,2015,9933351883
7273,5027,1978,5026350617
7273,7513,1995,0540522934
7273,11325,1979,7236377828
2423,69093,2021,2076561282
3532,64664,2004,7878525535
2286,12733,1978,6983032066
7025,67071,1994,5324352087
6007,82121,1970,9429403085
6007,8341,1991,7402662201
6007,67608,2020,4047107557
1068,45844,2012,5291025746
8525,38073,1988,6175513703
8525,28192,2023,9745729481
8525,9339,1994,0073586132
5907,2007,1990,1053523917
6271,4531,2003,3891226533
5521,23888,1972,8846496134
5521,8641,1971,2863976768
3569,74111,1970,0118743953
3569,57532,1979,4345546505
1785,34408,1989,0583164409
1785,68973,2008,8872255492
342,92721,1994,4864799942
342,84315,1985,7088252165
342,75846,1973,0998448560
1074,43973,2012,9551224373
1074,99895,2019,7192759196
605,1056,1971,5639777310
605,24254,1970,1238319309
605,24537,2020,5358324808
3753,48826,2008,4695447059
3753,46454,1972,4307382562
3753,97773,1993,0324970029
2230,81325,1977,6488287381
2230,7382,1991,2304729936
7017,59925,1982,5458950134
3977,64357,2016,5599286283
3977,86272,1999,6977976401
3977,23435,1994,3896872251
9593,70774,1990,6967309730
9593,11975,1993,0619142491
9593,31511,2004,2811088220
6981,44774,2017,9224853252
8136,20479,1979,2604946406
3085,68423,2009,3875955867
3085,27644,1996,1752661933
3085,68504,2015,2476814257
7047,42241,1975,6435316131
7047,29454,2021,4664357037
7047,28378,1989,8876975217
221,89114,2014,7162213816
2892,84657,2015,5820613408
1320,98641,1991,5059275688
1320,5683,1979,5006285368
2416,10579,1996,7539322605
2416,87859,1986,9917889189
9102,43180,2012,2061962654
9102,11783,1990,2339677578
9102,57638,1988,9915411870
7397,70906,2006,1506256522
7397,88992,2000,4298252501
7628,18052,1989,2001312501
7628,83831,1979,4312144215
7628,33777,1992,8964149283
8847,34924,2020,1666932363
9032,62187,2005,5541179603
9032,66327,1978,0608588833
3172,43263,2017,7614864567
3172,16773,2010,3021829015
3172,54642,1980,1504444342
7804,21426,1972,6376746625
7804,26639,2016,1349085902
3521,25294,2019,3879087791
1602,93974,1999,0896033796
1602,45391,1995,4818912871
2729,66417,1972,5830245345
2729,11564,1985,6186732676
2729,26539,2016,7601977965
339,16715,1988,6951304571
339,24917,1976,6484978257
2712,53299,1994,9548450562
2712,41997,1993,1312357199
2712,35511,2007,6458838019
7562,16365,1992,7961706793
7562,37047,2020,4453111022
7562,58883,2007,9055674402
9013,769,1976,4083127423
9013,30622,1987,5562865601
9013,51412,1971,7762135473
4222,26036,1992,0384134747
4222,58960,2018,3350285108
3852,63644,2005,0464719708
3852,61168,2007,4478407974
3852,78925,2007,7138379894
4431,71570,1993,8554072218
4431,41777,1972,4318049801
2151,72156,1974,9932737763
7050,88273,2009,7707055448
7050,77792,2006,8604115844
7050,42911,2016,2062687275
7655,50194,2020,2792810330
7655,8959,2016,3931426410
9312,47451,1980,6326000845
9312,14015,1997,1703609197
6202,22012,2005,5383875881
6202,34267,2003,6559624951
6202,34086,2018,8956196681
2898,72955,1986,9279710662
4255,72713,1979,2374805977
4255,44748,1997,3101741514
4255,30060,1983,4618574269
4402,71064,2022,6876480037
4402,37886,2001,8972057925
4307,7823,2019,2374144973
9384,55657,2018,4737065277
3406,70530,2016,1985576290
3406,92977,2005,2924709417
3406,76510,2017,3319219609
601,80429,2005,2160053388
601,89207,1998,6035499616
1114,52554,1985,7322391944
1114,92974,1988,0167406949
4690,85010,1993,8934837999
9376,45093,1987,5538386036
9376,46874,1990,5808178825
4401,69612,2002,6834271521
8447,47268,1989,9933231663
8447,19811,2021,5930861801
8447,67429,2008,9900387164
4363,1230,1975,6076757822
5507,53129,2000,4956916510
5507,99572,2005,5676492998
693,63271,2024,7407349076
693,66702,1973,2885442311
6726,58451,1974,8280732288
6726,83698,2010,0808913557
8336,82084,2024,8087356858
5247,94330,2003,2893978081
5618,39476,1980,8821271192
4704,41011,2004,0514133202
4704,67686,2022,8507660754
4704,88874,2003,1463815654
9325,60406,2010,8417404906
9325,80314,2004,2081571755
9325,85842,1993,0420299675
4467,95183,1995,0709308576
4467,15082,1996,3653587642
4467,49321,2023,7317736535
8717,98057,1990,1307661052
1220,82430,2004,7956225409
1220,98372,2014,6477600450
1220,59816,2012,8098650443
203,93395,1981,2844446429
9397,17999,1982,2252859475
9397,1539,1972,0998999124
9397,90154,2009,9803582752
