CustomerNo,SalesOrg,DistributionCh,Division,PartnerFunction,PartnerCounter
6043,7262,7743,6624,LKJPZ,6252
6043,7262,7743,6624,DEzKn,4159
91577,9486,4751,3928,oiKNB,1931
49568,2216,6751,2432,jCBoP,7580
49568,2216,6751,2432,oDrmj,7287
49568,2216,6751,2432,qjpMG,7454
9634,4624,3419,8972,cOzZN,8537
9634,4624,3419,8972,swyhP,8871
3095,3094,5678,8011,qqEZK,7553
3095,3094,5678,8011,ZKgNL,9596
59636,6620,7935,8453,MFlDf,837
59636,6620,7935,8453,nOdwO,8317
82863,933,4125,1068,MHrEi,6315
43653,4446,1772,6033,DGNhF,11
43653,4446,1772,6033,cOWIM,2549
43653,4446,1772,6033,Zfmjd,5268
98233,5700,7176,8075,QSJEX,7465
91698,5065,6877,1062,vVrit,3463
91698,5065,6877,1062,apCbw,9419
5612,4324,985,255,mnilP,9266
5612,4324,985,255,zzEzW,7690
14874,9255,4358,8853,SwGTR,2721
51406,7802,7901,2726,FVTSj,6758
51406,7802,7901,2726,ujrVd,3093
24526,9719,9279,1332,krDPn,2255
24526,9719,9279,1332,uTRAG,9820
24526,9719,9279,1332,cZmEE,6817
82720,8712,4497,2474,GJRhi,9192
25466,2017,4528,9807,pJYnW,7845
25466,2017,4528,9807,sekFc,9387
25466,2017,4528,9807,TOMyy,1281
59961,1936,1315,6643,mbYQl,805
59961,1936,1315,6643,ZmUIi,353
59961,1936,1315,6643,yCZBz,6175
62381,7771,180,1691,cLnMH,9703
62381,7771,180,1691,CNTWo,9789
62381,7771,180,1691,VFsIL,7074
36705,7180,2989,7892,mjGay,6278
36705,7180,2989,7892,guxUG,5168
36705,7180,2989,7892,ovvZT,5608
84421,7486,1622,2206,JSWKL,1778
31687,7559,5659,5125,TSlyh,2760
54875,6467,4701,5887,Knnbg,645
54875,6467,4701,5887,jYCQm,272
54875,6467,4701,5887,hZgUB,7014
23637,8443,3137,2625,EyQzy,4968
68957,671,708,9834,jkthf,5939
68957,671,708,9834,EUrkW,6566
68957,671,708,9834,CPowN,8801
30451,9737,5103,7993,abEou,1827
30451,9737,5103,7993,HIABA,6430
78512,128,8657,235,XcVro,5591
97579,1587,5998,1438,OZgKb,2083
97579,1587,5998,1438,XnQmb,626
97579,1587,5998,1438,SXqjh,9038
55004,5749,7779,1768,nsgPH,9904
55004,5749,7779,1768,WUKQl,1411
11960,2289,3434,7238,lfkWu,6111
90801,1322,8913,5875,wAydc,2977
90801,1322,8913,5875,JDLus,440
90801,1322,8913,5875,Zzzyx,6239
53988,9644,2704,3884,YBXJD,2386
53988,9644,2704,3884,SWyhk,5168
53988,9644,2704,3884,aQgPf,1551
28590,9299,8695,5991,VuccF,1956
35934,8354,185,3032,ZYQqd,4917
35934,8354,185,3032,DGBnA,7713
35934,8354,185,3032,uSQIN,4828
90084,7963,88,9339,OrgDu,6502
90084,7963,88,9339,AcldG,8158
18190,5171,8870,7760,JKcYt,6574
12876,8078,8777,8705,lrBCa,2619
12876,8078,8777,8705,mlgdg,6131
12876,8078,8777,8705,rXVIy,6854
26431,4621,4693,8835,nQvEy,3835
26431,4621,4693,8835,eKdIi,3869
26431,4621,4693,8835,Aoqjs,4984
14977,7623,2518,5990,SDjCq,9022
14977,7623,2518,5990,uPPHO,2455
14977,7623,2518,5990,ItGUq,5751
55928,1783,7474,2405,fCCDi,8869
55928,1783,7474,2405,ABerX,9415
55928,1783,7474,2405,eqhmy,8677
77706,5251,5640,1837,nITxG,2857
62727,323,3534,5698,LrSxq,5987
62727,323,3534,5698,vXRCN,4547
62727,323,3534,5698,aPnGp,5191
84669,6012,4424,6611,ZAJjY,4584
84669,6012,4424,6611,ehlgf,8080
84669,6012,4424,6611,ZmAmn,9322
20693,8838,3881,8829,ldMCK,4951
20693,8838,3881,8829,KhKGR,3665
42765,5815,430,189,qkdHw,3153
42765,5815,430,189,TvbVT,4290
42765,5815,430,189,wQAit,167
29573,5565,503,1148,XBXNH,3997
29573,5565,503,1148,kcaIG,1849
16737,7463,4962,1757,ApaOQ,3615
81866,2289,285,5799,jPoJB,5593
43314,7306,9431,291,jlwzX,3733
43314,7306,9431,291,mXJXw,5205
93737,8053,2979,6697,zbiBp,3163
11049,6238,361,1960,YdHLJ,9937
11049,6238,361,1960,evVFW,8539
17128,7748,2106,2612,bqYVC,5674
17128,7748,2106,2612,Qgetj,1050
17128,7748,2106,2612,iiRLW,1801
49660,2990,197,2492,nyROo,8584
28181,8916,498,3077,jQFhw,5034
39077,4885,2593,5556,CeHbB,4616
60359,6249,3282,8957,ACJHp,7264
95900,5629,3718,6379,oLBzn,2943
95900,5629,3718,6379,tfpUL,1154
95900,5629,3718,6379,VIOVr,3723
52267,8008,6302,3183,CTAPt,739
52267,8008,6302,3183,XNsEe,3542
52267,8008,6302,3183,wtKnn,9823
44896,5874,7475,3314,IjKEb,3282
44896,5874,7475,3314,HbbqL,1277
39236,9854,2202,2761,GPKeV,105
39236,9854,2202,2761,FZFMf,6174
39236,9854,2202,2761,cEQdF,2902
1176,4715,7993,7407,oNapI,5808
59007,8179,6448,9154,abEbG,5426
25125,9928,3857,1651,lNGlL,5047
25125,9928,3857,1651,Hdtyf,3855
25125,9928,3857,1651,YOpxS,1181
8286,9743,6722,5725,bDYIi,932
8286,9743,6722,5725,cFgvM,6609
8286,9743,6722,5725,TSlQM,4283
56779,1369,8859,8044,oXVvV,4050
56779,1369,8859,8044,PpNHh,1532
56779,1369,8859,8044,xQgvg,3857
74800,8627,5545,2219,bGSwg,7695
74800,8627,5545,2219,pzlXZ,2409
63357,648,8268,8979,wNIHt,3223
63357,648,8268,8979,QhjNF,6722
63357,648,8268,8979,XwSQn,4213
12358,459,7790,6008,iNQmV,4196
12358,459,7790,6008,MCEZT,7877
12358,459,7790,6008,Iumrj,6369
25777,1373,8367,4553,GewPU,7709
71286,9769,1565,3905,xjxCi,53
71286,9769,1565,3905,TcBHS,8865
56971,9342,9124,9523,PVRsP,3897
11920,5186,2070,5706,fjbcS,3690
11920,5186,2070,5706,WbovB,8258
9763,94,6765,8978,jNtff,577
25667,6357,8303,165,GNLmM,4704
25667,6357,8303,165,FDRfY,1233
57514,9287,4875,1108,Vtzml,5922
57514,9287,4875,1108,QRsLj,8579
74052,2912,1442,7971,xVYSK,9072
74052,2912,1442,7971,oztTi,4898
25645,6089,2116,4135,GAwYp,495
25645,6089,2116,4135,KAfHY,762
95480,7226,6842,3735,ocTLc,6706
95480,7226,6842,3735,BtpYN,5952
67459,6074,1666,2871,ZANlt,4276
67459,6074,1666,2871,SANEF,2250
23037,6226,9848,4417,DUucE,7060
23037,6226,9848,4417,NWwaG,5413
23037,6226,9848,4417,yrBkM,7800
51791,3973,2649,6920,Dgrxn,9860
27447,4430,1972,4538,NTItY,7040
27447,4430,1972,4538,CydLY,1525
61865,6124,2275,350,QCkOm,9603
61865,6124,2275,350,qciwH,8620
46725,5599,3581,1024,TrRib,3920
34003,4999,4116,7136,jZldv,5406
34003,4999,4116,7136,pFdnt,9033
34003,4999,4116,7136,KHMgl,1971
26401,1113,3159,1159,lAGwQ,6285
26401,1113,3159,1159,msMCX,173
26401,1113,3159,1159,oVlYK,3664
81466,4320,2057,6173,FfVDU,9341
81466,4320,2057,6173,OxapH,6630
81466,4320,2057,6173,UQxlH,3639
72480,468,7821,7416,BGQGE,354
72480,468,7821,7416,PeqJK,7968
18835,5186,4810,8696,QMLSS,4686
93546,418,9932,1196,uFvJA,1747
16667,6149,1585,2128,cLvgW,5101
16667,6149,1585,2128,kBiAN,7535
16667,6149,1585,2128,qFSFC,6376
99243,3646,8772,1119,QcpEo,8329
99243,3646,8772,1119,HIcuG,4477
38496,2164,7498,2140,ZZUpZ,3406
38496,2164,7498,2140,cwbhp,3225
38496,2164,7498,2140,AwCFy,2170
68481,7072,6688,4842,cXYdC,6251
68481,7072,6688,4842,wWCgJ,5473
68481,7072,6688,4842,hPMMV,6122
86574,8940,9441,4363,lQvOd,3192
86574,8940,9441,4363,ayLve,8683
339,8999,283,2208,sLuRt,8639
339,8999,283,2208,PgWnC,4901
19524,4692,4052,7766,TzeOa,9588
47593,5039,2642,1844,cjCbm,6934
88971,4812,5133,970,wtOwm,9634
88971,4812,5133,970,FzIAE,8803
17868,5042,1445,9202,eRcvC,5309
17868,5042,1445,9202,pOsfD,585
17868,5042,1445,9202,lyjzP,7016
93373,2726,9676,4226,eksnX,3859
93373,2726,9676,4226,YMYeW,8906
93373,2726,9676,4226,xerzb,2536
49126,2764,3545,1939,Lwbov,409
78960,7733,620,4435,bEnbG,5339
78960,7733,620,4435,wIjHY,9440
25327,2669,1796,503,fGleZ,2462
90224,518,8408,8869,UXyHB,2400
90224,518,8408,8869,jCEBZ,3280
90224,518,8408,8869,MKlSw,3340
18294,6699,5264,6629,KsYfA,2952
8229,2695,4732,3359,ffyqc,1226
8229,2695,4732,3359,eaoeK,16
8229,2695,4732,3359,SJqVx,1034
93812,1528,9777,1129,yzHbi,3094
93812,1528,9777,1129,fiKbD,5437
93812,1528,9777,1129,xkVkU,4473
68455,5107,2127,9605,PxnXS,4645
68455,5107,2127,9605,AhXLx,4707
87907,5419,6644,5998,gWfhY,386
11578,7913,5914,9678,qEFgS,7259
11578,7913,5914,9678,lTTDc,1632
35405,2251,6705,8775,aWXVc,1804
35405,2251,6705,8775,oiscB,9179
35405,2251,6705,8775,AYVmB,8004
99516,8217,3396,2929,JNkQr,3494
99516,8217,3396,2929,DqQcB,9694
45956,3947,7120,2104,KgatC,4069
45956,3947,7120,2104,rcnbT,1387
41852,4329,4488,3509,itJzA,6023
41852,4329,4488,3509,qDsLE,2700
81815,5499,256,8228,kiuwD,1401
81815,5499,256,8228,WRSIN,8131
41429,6741,3664,6021,GsQnE,1013
41429,6741,3664,6021,zuVjR,3875
87309,3999,9391,8070,oOmFj,7956
41834,7480,2360,1012,cVhzR,3068
41834,7480,2360,1012,zRudv,6976
41834,7480,2360,1012,YSYQv,8676
55152,9083,6511,3155,trBwj,9738
55152,9083,6511,3155,WbLzf,1662
55152,9083,6511,3155,Pdyde,8820
29152,3049,8931,4765,naqZc,4813
70980,957,3406,5656,kMHai,9424
5694,523,9484,5641,qRDIx,1471
5694,523,9484,5641,BeifF,5842
98484,1141,2593,7694,UFJcW,525
78965,130,3292,8318,AtTxq,5509
78965,130,3292,8318,AaCKs,1591
78965,130,3292,8318,Lkdqu,9223
25744,5471,9230,1003,FRplc,4137
71937,9679,1736,1898,cWbUk,5878
75565,4518,9352,6691,ObgqF,4723
96566,7389,3722,7353,DwIhK,8354
96566,7389,3722,7353,VRIrQ,717
96566,7389,3722,7353,zIeHU,8157
96769,575,1466,1975,rmNpP,1695
96769,575,1466,1975,STrBm,3959
96769,575,1466,1975,vqlmq,8826
5779,8781,2994,4920,HXsnl,2562
5779,8781,2994,4920,HhHIQ,8146
23601,4275,6383,4399,ahtqw,3749
23601,4275,6383,4399,Ibltp,3395
48246,1106,2907,1355,MBsdn,8282
48246,1106,2907,1355,heoPG,3962
48246,1106,2907,1355,iIVXT,227
72541,1056,6942,2675,XpPhA,7203
72541,1056,6942,2675,DpkeQ,8283
95427,8516,9516,1433,BeqZe,9946
95427,8516,9516,1433,klIoQ,1565
95427,8516,9516,1433,gHWTB,6426
53481,895,6470,8184,qebjn,4217
53481,895,6470,8184,ehDuf,8719
46227,6368,8097,4588,RoWKh,2429
11790,7012,4643,9898,FEgyp,243
43367,4821,9233,4058,yKaTG,6470
43367,4821,9233,4058,wOboL,5026
10844,4996,7887,1964,wXzfp,5549
36782,5795,5597,8804,zsQfa,77
36782,5795,5597,8804,AGeoa,9478
11094,6514,1693,3122,gGdIb,3064
11094,6514,1693,3122,FVubq,703
11094,6514,1693,3122,rJHPn,2516
80348,2434,3375,1257,rRkHN,7361
65652,2380,7865,1139,EeFLE,5459
65652,2380,7865,1139,NABqn,3640
65652,2380,7865,1139,AinAw,1402
91299,6332,1954,2424,nHhtF,9822
91299,6332,1954,2424,eqfRD,444
91299,6332,1954,2424,rUXEe,1915
30296,6040,5680,959,oRlut,1628
30296,6040,5680,959,XdUOA,7598
21783,6116,5131,3865,gCVWc,3716
98614,391,3149,464,pPvzI,6581
98614,391,3149,464,cWvPZ,885
55594,1159,5468,4097,inkES,2
55594,1159,5468,4097,ZJJqE,424
61217,5326,2908,1669,DIYOn,6684
61217,5326,2908,1669,vFMmb,9850
61217,5326,2908,1669,dmAKm,1519
62716,4375,4971,7972,Jqfuw,1530
62716,4375,4971,7972,VKzKS,321
51947,9732,2845,2999,seTfQ,3693
51947,9732,2845,2999,ZCAuQ,3031
8413,8214,4316,6458,zZNco,4287
8413,8214,4316,6458,oBkJl,9607
19865,1933,5409,392,ygUxu,2689
19865,1933,5409,392,Ylxmm,1376
12965,2166,8093,5226,dkSfl,3840
12965,2166,8093,5226,ochCD,8822
29048,1387,8260,8238,IkInn,9675
29048,1387,8260,8238,xuLGg,2763
29048,1387,8260,8238,MtGby,8974
47557,8637,8400,7417,bxMEb,3005
47557,8637,8400,7417,dBkUy,5049
47557,8637,8400,7417,bjDzI,5234
16081,8415,5823,6117,SBWEe,8904
16081,8415,5823,6117,SfzGn,4611
60609,5425,1608,8319,aqIeE,9853
60609,5425,1608,8319,MoePj,5049
35550,4195,1904,5290,mpsNd,3119
35550,4195,1904,5290,rkuXG,397
83280,6182,5147,9673,iJdBo,3676
69079,6355,8190,1973,StXTa,7904
5240,9889,2512,9617,EduQk,7040
5240,9889,2512,9617,OCyua,2990
3672,2398,6496,3380,VHoUT,2427
67500,6728,6981,4102,iJaAO,657
34292,9730,664,8491,feDrT,4457
34292,9730,664,8491,phbQF,4877
53706,551,4572,7491,SFqgl,7878
60428,2798,503,7546,syhhq,8985
60428,2798,503,7546,hWDEC,9097
60428,2798,503,7546,oarWg,3507
20614,7425,3373,560,dXpLg,6002
20614,7425,3373,560,UgLzo,7833
76937,2282,4425,5435,RBywF,7909
97742,2859,5906,2291,aEbvf,9649
97742,2859,5906,2291,mLpJU,3585
97742,2859,5906,2291,gNFGg,6608
73341,275,238,5454,NefKd,3021
73341,275,238,5454,oZWcE,211
28143,2404,6131,4470,LILjF,3227
28143,2404,6131,4470,MCngk,5944
58589,9069,7976,3149,GYHJg,1868
58589,9069,7976,3149,OsSkt,7130
58589,9069,7976,3149,LtrTp,626
9189,875,8755,9370,SHRbH,2281
9189,875,8755,9370,SbApy,7396
56261,7856,9668,4453,DgHOX,3052
21587,8347,5802,6053,aXebJ,6963
67296,4647,2735,570,VaOdI,5449
67296,4647,2735,570,ziNKe,4645
67296,4647,2735,570,XEWCv,3824
52997,9852,1113,7369,bYNnh,5699
65759,5188,7911,8717,qNfRm,3424
65759,5188,7911,8717,isZYo,9444
65759,5188,7911,8717,OmFWT,7722
13427,991,4881,103,IsmcL,6776
13427,991,4881,103,uNknO,5898
13292,1982,1684,1740,CVydT,3076
13292,1982,1684,1740,fLSYl,2653
13292,1982,1684,1740,cjmqn,4141
77641,427,4845,179,cESdB,2753
77641,427,4845,179,lrhHZ,629
57619,3263,9430,6343,fctRd,4238
57619,3263,9430,6343,ySCPi,7753
57619,3263,9430,6343,Ueoki,9841
55834,4053,3433,8617,LScht,3372
29655,2402,5893,332,hGWuy,2589
29655,2402,5893,332,PwmNC,5908
78844,4622,9350,810,TszFO,6289
78844,4622,9350,810,HgUmZ,4000
86308,6383,2757,8463,KCQBN,8754
86308,6383,2757,8463,pgCaG,25
86308,6383,2757,8463,zAdFD,2111
33964,8253,1953,4512,Svriv,5494
33964,8253,1953,4512,NNFtB,2610
15091,1909,1521,608,KtWCd,4011
15091,1909,1521,608,PKWqj,7545
94370,1027,7561,5276,pHLez,9750
94370,1027,7561,5276,pgItn,7393
67260,8598,8850,1713,QOedA,5716
316,2809,2490,9162,QHoCv,1978
87305,979,9693,8839,VZsZZ,8638
87305,979,9693,8839,UIcxE,9272
87305,979,9693,8839,BStuc,1850
44347,4993,7165,2770,QPCqI,794
44347,4993,7165,2770,YPgpF,2571
44347,4993,7165,2770,cxNYy,4455
67363,292,6749,6860,iRZFQ,8767
67363,292,6749,6860,NUmqe,5457
80123,7561,2806,3555,egYZH,5112
96189,2304,6389,5285,HHmmw,4031
96189,2304,6389,5285,YBUjR,3209
2220,655,7099,469,ciIME,8267
2220,655,7099,469,YRgvg,7058
68040,2930,5176,1811,LLSKE,1392
68040,2930,5176,1811,DEiXy,9002
1321,7146,7393,3511,rjWbs,6628
1321,7146,7393,3511,hxKuC,6467
1321,7146,7393,3511,iVRVt,4523
30011,2445,6522,7853,dyVHT,40
30011,2445,6522,7853,nTXWv,2914
30011,2445,6522,7853,WmjHA,4829
1562,7282,7834,1917,wytDy,8989
1562,7282,7834,1917,ivHKd,4507
20469,8766,8121,8591,PZhQo,6166
20469,8766,8121,8591,MIfaq,2495
91113,4703,7520,3940,YgsWF,7924
91113,4703,7520,3940,TIQVb,4189
91113,4703,7520,3940,ARHsn,7906
43047,5100,5784,8032,rwPYW,7161
79443,4266,7214,9866,wXuPm,6700
89744,7470,83,2237,Pywjw,6365
17430,2169,1851,6966,vkeDZ,346
65022,9448,2204,5304,BUGok,6668
16543,7930,3586,7019,eUbEl,2772
85257,3707,2667,4860,fcYnB,8902
85257,3707,2667,4860,GedUj,3410
85257,3707,2667,4860,UKThT,8535
64356,9144,9705,5515,Jyroi,7561
55590,8884,1279,1099,tjrzm,8083
27690,2536,7980,285,taLUx,8752
27690,2536,7980,285,RnQQi,1367
27690,2536,7980,285,xobfY,3085
1293,5194,3080,4889,hQNnt,9038
1293,5194,3080,4889,iuErD,6609
1293,5194,3080,4889,TALvf,5050
21347,444,7087,1351,CcLov,1440
87267,7258,1865,3760,KJgHq,2759
87267,7258,1865,3760,YeDNB,7631
87267,7258,1865,3760,RcKPm,7302
61776,334,3811,2596,MsCcv,8624
13767,401,9488,424,mtxLB,7184
13767,401,9488,424,mEUOc,9174
13767,401,9488,424,MVqtZ,9144
72954,5927,125,4026,aUhpC,7904
59779,5537,7777,4476,fITAC,7148
22874,1126,4611,1054,KghGj,7880
59264,7042,144,5848,mZqkR,4355
23625,1184,3498,9897,ItWve,5033
23625,1184,3498,9897,gCxfL,5898
23625,1184,3498,9897,Rgdoa,916
18688,5864,5092,2247,hJwGf,3865
18688,5864,5092,2247,jJDWS,7242
18688,5864,5092,2247,lJHUl,7199
35293,7955,5151,9292,GrIgc,8947
35293,7955,5151,9292,MNAFf,3445
85615,2771,6609,2674,JLpkM,7517
85615,2771,6609,2674,qIXUB,5909
85615,2771,6609,2674,dJfwR,3560
80026,1559,4945,8686,SkqjQ,9605
80026,1559,4945,8686,qGGEI,1789
24013,4742,5036,6625,DInyq,6032
24013,4742,5036,6625,jrNaF,7115
73484,1166,84,1912,LnnOs,8196
73484,1166,84,1912,yEIFv,6640
73484,1166,84,1912,ESspG,5261
91448,3219,5067,798,GUuba,8376
84722,206,8840,4716,KaBdE,5720
84722,206,8840,4716,iekCk,8229
84722,206,8840,4716,GeJjt,9020
83800,9987,338,3489,ogyoO,5735
83800,9987,338,3489,HuTnm,2332
58013,6867,9586,6308,qdvpb,8741
58013,6867,9586,6308,jhcWk,5622
58013,6867,9586,6308,olUwP,1697
7519,675,9280,6960,FexiA,4135
54707,1271,327,1280,rKuMS,5680
54707,1271,327,1280,YeWjQ,1029
65192,4295,6463,6981,ENYKF,487
22324,3034,9271,9157,RcnPx,9427
22324,3034,9271,9157,PZOXh,1681
22324,3034,9271,9157,RolYS,320
39759,5187,3555,2527,LQPDO,417
39759,5187,3555,2527,gsKMe,9547
4109,4097,9484,2526,Jdyzx,7847
4109,4097,9484,2526,lqkrl,2763
1677,6005,7419,3159,grGTS,8293
81194,7435,4385,9368,CJIHx,6652
87941,5377,6572,6934,NtPWI,7981
87941,5377,6572,6934,YdQuo,55
87941,5377,6572,6934,JiUpP,5319
22955,1547,7664,9473,fUzba,6447
22955,1547,7664,9473,cEWhw,8944
22955,1547,7664,9473,lKMXg,6224
9964,8106,2897,1405,tTXyh,2357
9964,8106,2897,1405,DUbjQ,8071
9964,8106,2897,1405,ypSDF,3954
49026,585,5322,9378,fuPhu,4368
49026,585,5322,9378,fOWVx,7721
29311,3879,8153,3977,TkLiz,8270
43044,3154,7135,4203,ooZcw,7251
43044,3154,7135,4203,ERUDu,7894
94671,3117,5725,4741,PLBof,4318
94671,3117,5725,4741,XrnGy,3425
94671,3117,5725,4741,VMXcJ,8273
37536,8845,5043,5589,BMfcb,8015
37536,8845,5043,5589,WceyS,2038
20174,2165,5140,2098,sIPgp,7652
44757,530,6089,4200,KmMuy,2523
44757,530,6089,4200,EbQDD,5467
44757,530,6089,4200,MMxmY,3738
78288,8009,2062,7240,XwQJs,7861
78288,8009,2062,7240,fiYqt,9398
84919,8486,316,5534,ywRNw,7271
84919,8486,316,5534,IFYBS,2553
93771,7002,1591,2980,VQKEe,8542
18898,854,8975,2277,iTgiN,7596
41490,2655,88,5566,MIguh,6076
41490,2655,88,5566,isPKV,7165
75856,4189,6856,2747,NZqJY,4706
65622,4684,9409,6246,VNAET,5278
95346,9771,8946,4979,vGtDv,1604
95346,9771,8946,4979,LJGhJ,4539
44727,8607,724,947,iuBVU,9554
44727,8607,724,947,rwkpV,9357
44727,8607,724,947,GkMRX,4287
68852,6531,6490,5800,AKzTx,3736
35858,9296,6064,4318,VTgTe,3011
35858,9296,6064,4318,yspvx,3031
25701,4623,4481,8756,JeLcD,6899
14016,1896,7890,8684,GQzAX,9902
23232,7721,2056,4667,csRvk,8938
1503,7342,336,2802,KXSzO,2620
1503,7342,336,2802,nLeqA,7743
1503,7342,336,2802,njaeK,7967
28089,8260,3522,5962,DeOFO,5913
51204,7318,3337,6741,BwAOK,8631
51204,7318,3337,6741,VGiqQ,7449
51204,7318,3337,6741,KtAlT,5337
13552,8937,7405,1000,icXaw,5557
13552,8937,7405,1000,lSTIL,6909
92132,8271,6721,6710,rdjTZ,2343
92132,8271,6721,6710,tErTV,6599
80887,503,5450,8393,TEZzH,4817
80887,503,5450,8393,guXex,499
80887,503,5450,8393,oCnVf,7387
65076,6431,2379,4261,lYmKq,877
85987,2288,4770,12,tfFoo,7771
85987,2288,4770,12,lSrrx,7963
85987,2288,4770,12,HDGIt,8398
36939,5930,9825,9978,GvxqW,9427
36939,5930,9825,9978,aRfDC,2344
36939,5930,9825,9978,OAvEq,7298
86093,7817,1852,8227,tQNKl,8288
52672,8501,4617,7830,RfSel,9243
52672,8501,4617,7830,TmbZh,5453
51030,5512,5463,6280,oAODH,5582
63053,7419,5334,6998,iuYAU,7849
63053,7419,5334,6998,WONrm,5015
4738,6661,9288,1100,iZpwY,3159
4738,6661,9288,1100,ObVYy,8426
4738,6661,9288,1100,elTLm,6816
74490,9345,2809,5994,SasoB,2997
74490,9345,2809,5994,WnWBn,595
94284,2353,9188,2485,phnIe,4546
94284,2353,9188,2485,qlHoP,9357
89925,2695,6101,1011,eBDUd,1952
35460,3827,2726,5855,Safut,1182
17884,943,6492,4185,xSzxo,6370
17884,943,6492,4185,veuTG,2436
99623,9123,7887,375,LiAix,6871
99623,9123,7887,375,MaiiB,8405
44104,9547,7198,4117,wExJC,9799
44104,9547,7198,4117,qsiZT,2223
44104,9547,7198,4117,cOfsp,776
20272,6130,5733,1805,pGpip,8073
20272,6130,5733,1805,kJqKr,6284
28039,4241,1123,6489,VQoLd,1791
65031,1883,99,1812,UxPxl,7270
65031,1883,99,1812,MVbco,8773
65297,7609,3745,8465,wYZlT,3423
65297,7609,3745,8465,gbxrz,1660
65297,7609,3745,8465,LbiQC,1439
13035,5279,1996,346,seraN,9688
13035,5279,1996,346,CpRxv,9224
13035,5279,1996,346,tMOls,1216
32580,3849,3942,1264,guTag,5490
32580,3849,3942,1264,LlukR,4459
22384,491,1731,4651,TNMvk,7144
5738,290,7534,3718,psSWy,5041
5738,290,7534,3718,fURro,8239
5738,290,7534,3718,OWRQk,2703
95487,8539,2734,2269,jbNUe,6702
95487,8539,2734,2269,kOrtA,1583
7884,3517,4529,7993,wcMNd,5355
1000,8781,9719,3199,lTkPZ,3091
1000,8781,9719,3199,qcqbu,5338
13455,4467,859,6391,namYZ,9224
29366,55,6224,881,qMCUM,1499
29366,55,6224,881,rBzsG,1503
29366,55,6224,881,jGYWQ,96
37897,5529,6577,4168,xtrmD,7380
61390,8236,850,5756,uCCpA,4051
61390,8236,850,5756,LoXmQ,6912
75457,2228,7750,2578,TNmtz,5047
53497,2479,5768,9081,pilrQ,482
53497,2479,5768,9081,rKkCE,4801
53497,2479,5768,9081,RmTBk,2285
23446,8716,5202,2531,rORFs,9937
23446,8716,5202,2531,CKpUH,8781
23446,8716,5202,2531,FbzvP,1232
35528,2071,2169,6340,aPiYF,6911
35528,2071,2169,6340,CfYrX,2570
35528,2071,2169,6340,EYlya,4509
40622,1227,5985,223,vCNmt,6663
40622,1227,5985,223,NmtPc,7917
40622,1227,5985,223,IhMxI,3607
68602,3113,6392,4686,qQYdK,6249
68602,3113,6392,4686,qKdWc,966
68602,3113,6392,4686,QOiJL,2473
89337,7569,1977,6091,cAycT,2928
89337,7569,1977,6091,mALvq,6154
82854,3494,9818,5704,jisGj,6172
82854,3494,9818,5704,ZPGIO,6332
82854,3494,9818,5704,JETmf,6195
82909,1294,1582,9946,zhUii,7745
98154,8858,9511,8549,FQVYb,4098
98154,8858,9511,8549,rkfTV,1275
48907,1317,6970,3449,ejfEa,1251
80068,3251,7354,244,YvbnI,2233
11915,6551,122,2467,JKfYr,4929
11915,6551,122,2467,NlMBZ,1287
74809,822,5712,8823,PvixI,9617
68441,5935,7268,2121,Pqrtt,4667
68441,5935,7268,2121,HPeWs,6489
79099,189,3659,6127,tIcvF,3304
79099,189,3659,6127,BJyKH,3410
79099,189,3659,6127,EmveQ,5904
56680,2215,282,4766,TjDwa,2193
56680,2215,282,4766,XGwZY,2899
17210,3038,5492,8570,APdsR,3033
52422,9315,7445,4203,cYkHx,8562
52422,9315,7445,4203,pyxHi,8526
44711,3866,919,8873,WRaBZ,8182
44711,3866,919,8873,EFCSF,8087
30008,2269,4691,3854,zGrWS,4674
30008,2269,4691,3854,NTkDL,5053
30008,2269,4691,3854,Orhyq,973
35217,2084,6650,9438,OnhRA,2263
21966,1224,2393,9103,IViJL,4163
21966,1224,2393,9103,wMyoz,6133
17988,4972,9650,8264,cojfG,6560
45181,8749,9205,6714,uBwih,8432
33957,2019,9761,5361,gCONG,4287
33957,2019,9761,5361,nHmGG,995
44832,5899,9646,9743,fQXtR,3891
44832,5899,9646,9743,TItqM,392
44832,5899,9646,9743,zixOb,3280
32024,4384,3419,7275,miBhC,339
32024,4384,3419,7275,yfKAZ,2283
57845,5298,8663,5028,UasiD,3044
57845,5298,8663,5028,HUipW,4206
57845,5298,8663,5028,eHLDM,896
32685,9000,1405,5498,HreKE,1401
32685,9000,1405,5498,kXoEf,1421
99366,6660,8320,8417,dXDXs,7673
99366,6660,8320,8417,bnGeF,9694
52881,4441,1877,4471,XIWxV,4474
52881,4441,1877,4471,HNQxp,7779
51368,7575,9899,6543,ipGLa,2971
60851,1950,3232,1884,xcDGJ,5955
55845,600,9150,3764,OFcbR,8145
55845,600,9150,3764,vMQQg,8277
86851,2087,9563,5529,GWOnv,4928
86851,2087,9563,5529,HUpDh,4216
86851,2087,9563,5529,DZxLY,3440
20874,4006,5463,1225,xISOs,4944
20874,4006,5463,1225,KCsqA,9203
31370,6099,6830,5290,RZLos,6033
54056,4817,1478,4384,CXWxB,5170
54056,4817,1478,4384,eGyTh,6813
41866,6881,1487,1940,LrRJY,6478
41866,6881,1487,1940,ByTcr,1501
97440,9898,6663,1590,xxjCo,7638
97440,9898,6663,1590,IvelO,8172
57050,7608,8759,3494,csjdz,749
