CustomerNo,CompanyCode,FiscalYear
36277,3067,1984
17312,43993,2013
57926,54976,2013
1579,86131,2013
5830,74834,1975
21789,36781,2022
49390,28662,2022
91673,72556,1990
34543,97669,2019
37060,60816,2002
72517,64263,1984
66211,45707,2023
54825,39286,1997
76038,80561,2002
73341,60305,2010
97585,47976,2019
20580,7612,2016
75828,39241,2018
3443,23582,2014
3044,54403,2000
66645,27472,1976
79493,5781,1982
52559,86272,2023
80453,10426,1973
17128,36685,1990
17242,46940,1980
19176,95011,1993
59803,50194,2008
63909,13691,2002
90922,41388,1993
11641,80938,1973
99434,14890,1983
66331,33480,2013
57742,52809,2003
91691,46508,1975
97879,80922,2010
96022,54723,2022
99720,32303,1973
81067,83398,2004
95451,77109,2023
71137,35969,1997
39195,30247,1978
27721,2745,2005
53148,68702,2021
60034,36300,2006
28865,26204,1986
76566,59929,1979
33810,68541,1998
87375,49709,1972
444,36685,1970
79319,62253,1972
57414,97474,1993
36409,7960,1975
56779,21421,2024
59408,99728,2012
46817,12772,1999
92147,47547,2012
45125,13255,2000
16116,54700,1970
29377,55120,1985
30357,16200,2005
36775,18462,1991
77546,89806,2003
5200,59305,2005
17603,34751,1979
57250,79252,2023
8391,34446,1973
40708,55595,1979
87027,13723,1991
21298,51605,1983
76513,31816,1997
84463,57129,1992
11095,41905,2020
43496,83952,1987
43405,22451,2020
91295,76281,1970
64447,28373,1995
60567,96339,1985
73558,11920,2009
58368,99572,1977
37776,92788,2004
74138,5658,1998
80760,42003,2000
41198,62944,1976
14443,3244,1974
42578,7850,1991
78786,20849,1983
67964,61007,2009
4521,55686,1995
13426,24068,2013
14250,30223,2005
82628,3425,1993
46840,28770,1978
73350,60632,2022
14009,17425,1987
80394,28335,2016
43036,90070,1985
26068,78925,1975
88169,97406,1990
91810,79580,1992
69107,6709,1977
17254,74,2005
62088,17079,2017
16509,92242,1975
91981,4919,2024
20628,1734,2000
44602,59678,1981
87243,14380,1982
30067,70984,2003
68047,84666,1981
51657,57638,2011
4724,6027,1987
41213,82791,1987
95032,5125,2002
72275,64566,2010
53257,69085,1979
30693,17860,1998
76619,76331,1993
28925,13117,1999
48760,26675,1998
33222,9423,1976
56035,54928,1998
26322,64357,2012
22940,46622,1972
75535,53450,2001
58885,50741,2020
11898,48627,2003
9982,22855,2023
44874,46891,2008
80780,69016,2020
25897,37198,1982
90463,11533,2001
35287,99248,1977
60645,54649,1975
29746,6503,2016
60470,3241,1998
95772,40936,2023
36581,25209,2014
28236,71380,1982
78293,20126,1989
87208,53697,1979
70742,72074,2002
65554,66711,1992
88709,6842,1993
78875,41780,2015
80864,26318,2024
85636,1056,2015
75516,70398,2002
78673,38661,1972
20174,22387,2014
13962,61829,1970
60649,32972,1989
58654,6008,2012
76881,2339,1975
93499,29225,1975
58991,4064,2009
10126,97303,1998
83712,10828,1988
22432,84673,2004
1534,87661,1983
4738,89074,1983
14949,8942,2004
9557,92365,1975
33671,11759,2013
13427,2656,2015
95289,24358,1974
6081,79972,2023
67907,73890,1989
84603,56253,1978
6965,68251,1994
28505,99381,1986
76581,97623,1979
9020,9423,1996
71302,96442,1971
53655,90810,2012
72559,82496,2009
95046,93320,1989
79825,66375,2021
16232,49788,2022
70097,78582,2021
93347,73065,1978
76547,21209,2019
4892,2303,2001
10743,47803,1980
16465,56584,1994
92009,98302,1970
39279,30510,2009
93661,62072,1987
30328,7934,1977
913,837,1987
6790,1182,1994
59274,50166,1993
39545,26540,2000
34460,71439,2024
73731,43760,1982
99151,70256,2004
48969,39749,1970
93012,80160,2002
94779,49774,2016
40743,33854,1985
53309,89932,1997
39394,82858,2013
75440,63537,1977
38410,53299,1984
90257,19846,1974
28982,4254,2018
50182,40963,1996
86277,39309,2014
26009,56611,1978
55836,26194,2008
50900,83393,2014
11963,73103,1978
21135,66047,2024
87077,66409,2005
97879,81563,1994
17177,18551,2012
7437,30928,2013
44374,94377,1987
61887,82210,2012
40211,86600,1978
77397,17432,2019
20216,28995,2002
65692,46784,2019
93367,30332,2014
18649,92701,1987
4593,73811,1982
4851,64966,1981
95136,49128,1995
58883,51783,1970
33073,51240,1981
49265,24300,1972
53647,34639,1987
99295,18347,1987
67380,24990,1989
61460,89141,2014
99240,78534,1977
23571,26781,1975
66880,21672,2017
94643,74497,2017
31999,38125,2013
85768,72953,2003
74638,11567,1979
4750,3933,1995
29187,20430,1999
52406,74366,1991
84597,15833,1976
79270,78193,1981
41980,77907,2000
25631,91247,1988
48300,6717,1979
35271,56684,2017
78749,22668,2023
88309,86478,2016
43541,16123,1982
57024,77514,2014
75316,696,1998
55909,36785,2018
27003,92904,1996
79186,70066,1999
31106,20615,1986
22636,57421,1972
18501,69304,2023
86076,22794,2001
24751,82059,2018
30008,96090,2004
6668,4022,1993
25867,59088,1996
90200,59751,1998
24472,81171,1992
10586,6335,2023
56350,96497,1980
65869,67844,1991
58312,35124,2010
46170,66687,1992
5632,29132,1971
67127,30226,2009
48141,48605,2001
12923,34466,1975
53886,50338,2011
34224,80270,2017
45857,72955,1975
77607,76403,2001
18599,77187,1982
43540,30378,1974
83739,71227,2012
31493,34030,2001
58181,1422,2000
28143,7517,2012
12548,14409,1978
45092,85227,1970
98433,98865,2005
92280,49022,1977
76137,77426,2015
3095,54141,2018
76603,38002,2006
45971,32295,1971
23499,25185,1983
81968,56075,1992
8394,60827,1987
97056,9586,2008
97253,22998,1980
82215,40812,1988
18835,35881,2015
91038,19405,1994
75736,67301,2001
80945,74418,1977
13832,50338,2013
68914,22481,2000
90225,36848,2024
91327,27977,1980
63259,95102,2012
71588,9032,1975
34823,94463,2016
59705,60013,2002
48980,52105,2018
51647,17598,1973
14016,30724,1990
79938,32332,1986
72034,3175,1975
78640,22304,1980
81430,60710,1998
41394,53160,2017
63183,45762,2014
10870,1547,1995
82854,56946,2012
38620,89159,1984
78471,69085,1990
9382,79424,1980
14576,95859,1993
72559,13085,2002
98133,55771,1976
93366,26289,1974
27286,31577,2014
59359,4796,1984
91051,60034,2011
53192,39265,1997
55152,82017,2010
4750,85215,1981
60423,46783,2008
42131,53,1978
85017,53830,1978
38886,72117,1986
65877,81176,1982
91917,12738,1976
16872,88387,1986
98465,90810,2015
96153,52054,2024
35609,2611,1998
97899,78772,2011
96900,675,1996
97857,25237,1970
73806,58960,1981
85089,12492,1987
86816,33595,1982
31322,29014,2017
35843,96326,1972
70801,80855,2010
75553,87765,2024
31214,55595,2014
22086,51139,2015
67762,9318,2020
39918,13178,1986
89880,13983,2006
38331,15505,1988
80456,69401,1985
2668,32571,1996
25353,29831,2003
1545,73307,2023
54292,77514,1993
34882,11382,1999
49228,38062,1988
90418,86348,1991
36865,87022,1978
21566,41787,1987
85456,73275,2022
28555,1511,1971
13509,62314,2003
1711,53410,1980
45181,80705,1970
1283,63971,2020
38648,21542,1992
28975,69374,1987
51081,36964,1994
41887,47130,2020
66918,42695,2009
38536,42245,1978
2039,11865,1987
31129,58309,1990
74018,13761,2001
37387,81787,1989
83366,37584,1973
88788,87994,1988
97512,33202,1986
59597,93562,1991
62042,24227,2013
83185,17787,1992
74564,58380,1974
57233,16646,2013
37574,56720,2017
13811,50950,2013
90313,49084,2012
10807,6650,1986
12023,61623,1975
85940,13691,2002
52967,998,2000
16587,53202,1980
95714,42221,1991
49026,93307,1986
5338,27559,2011
60464,92788,1981
13061,4335,1976
12975,2842,1982
66176,40268,1973
63097,7574,1970
83357,34379,1987
93446,29659,2009
21810,71064,2002
47664,95546,1995
43201,97678,1971
14089,4930,2017
74050,65467,2000
20693,75587,1972
41703,58338,2017
33204,71531,1980
5554,22386,2000
56261,58860,2011
67985,1221,2003
53309,58647,2000
2415,86785,2012
23637,12650,2016
12154,38116,1984
12269,88966,1996
89388,72088,2022
61259,40368,1971
6436,47223,1999
33713,35969,1984
94024,73626,2021
75541,11223,2008
35792,11589,2024
92210,91777,2015
63593,35464,2001
46847,47685,1996
71408,42700,1996
17703,15712,1999
48508,44445,1996
81630,17671,2017
51557,64988,1998
67465,3933,1986
40985,25658,1979
67612,22454,1999
26650,90202,1984
85014,93501,1977
85017,32655,2022
26068,35945,1985
62543,40,1976
35271,53071,1987
83405,36715,1983
76071,59704,1999
21893,5064,1994
9736,87917,1970
20157,38203,2011
14880,28995,2009
8916,86037,2024
83347,19415,2009
3830,21678,1979
29503,16141,1971
18118,99879,1999
7886,66909,2011
40574,29164,1972
23876,36372,2015
55679,14165,2009
26833,97999,1982
56255,194,1984
65172,63418,1993
62926,78895,1979
21344,50235,1982
89703,55148,2007
68662,4346,1972
19769,58946,2000
91592,69401,1992
20723,82270,2018
45952,67087,1977
89861,61164,2004
57351,39761,1973
68715,88684,2003
26414,52717,1975
74413,12759,2007
99243,83370,1998
8824,62894,2001
69622,90595,2002
15847,89773,2013
30788,4297,2023
28089,27424,2018
69770,67125,1977
97485,36618,2019
16204,21494,1975
90945,61381,1978
37581,49577,1997
87053,82015,2020
97494,95700,1999
3537,13975,2000
18663,35827,1982
54813,54293,2006
2491,97000,2017
39450,44022,2001
65343,36556,1976
84463,39210,1989
60706,72251,1977
54076,53202,2004
4831,50950,2017
28702,88587,1980
74341,48748,1971
20159,35794,1999
47160,82602,1976
700,46601,2003
48101,42003,1983
17596,75417,1982
78476,46668,1972
36504,75952,1987
71514,66186,2011
24279,43868,2022
78582,31459,2014
38991,44194,1977
26150,36717,2018
69536,66619,1971
39755,78758,1984
19600,50568,1996
65395,1442,2021
58064,39761,1995
47107,75952,2000
46425,81625,2012
60001,32121,2001
64082,94937,2005
33271,36296,1974
57105,74838,1982
39844,15567,2022
11887,68217,2012
18835,16966,1981
30479,66909,1985
16071,62103,2016
94716,31183,1996
73165,32126,2020
66788,75980,1989
73728,45494,2023
9896,97836,2014
38373,15416,2012
2277,42102,1993
8445,39695,1979
92364,28491,1971
70668,37715,2007
8980,13928,1994
75709,3385,2015
33869,91890,2005
14052,75795,2024
59524,2579,1996
55655,51547,1997
55837,34086,2006
92514,95625,1970
89617,74714,1971
61294,13030,2016
88420,33910,2013
91885,20323,1989
9425,38202,2006
39493,26646,1987
3201,16981,2010
84701,69623,2014
69883,74307,1994
25678,98912,1977
17338,95542,2003
77604,77134,1985
20303,35385,2007
29478,2602,1988
1261,48517,1998
94582,46660,1989
14474,64916,1981
50420,49763,1973
71588,49321,2007
97585,93871,1972
43048,65961,1984
6112,36593,1972
11656,62344,2011
20239,77989,1998
6403,19765,2000
78871,82602,2015
7406,52869,2009
52452,52966,2013
62122,59815,1992
46212,62045,2022
79099,13953,1996
51902,62292,1998
41253,29502,2018
69693,82324,1976
19303,64932,1984
54917,14627,1986
40621,27452,1981
50178,21308,2016
1527,56075,1984
2855,21067,1992
29544,95519,1984
37671,37548,1976
42140,21026,1980
56960,5621,1993
66006,64929,1984
74268,3769,1989
60435,69647,1997
65498,30291,1981
50687,8260,1987
81773,18960,2012
57625,80587,2003
93496,2379,1991
24659,90898,2005
85877,76556,1971
97579,13983,2017
72795,49489,1989
38872,47502,1972
37797,65015,2017
21509,55646,2003
38627,53906,2006
35834,37610,1986
21175,68786,1998
14340,67492,1975
35588,14059,1971
16322,19781,2021
29358,88579,1980
12747,32126,2017
84113,41777,1995
59498,9936,1973
20707,87464,1988
97025,26963,2010
33204,22694,2018
2885,43597,1984
37486,52392,1977
70668,75299,2016
36706,76344,1993
3171,71686,2002
98070,99023,2024
16737,40268,2017
65125,25322,2009
13069,22868,2014
10806,70066,1974
24013,72802,1990
58013,84020,2022
75188,80977,2013
12775,77261,2010
22939,37860,2007
45849,76625,1975
77103,19788,2023
52833,50645,1991
68772,81549,2003
70354,57952,1987
12323,30207,2021
50128,86475,2005
9712,43663,1989
74553,11003,2002
39505,90250,1973
41001,45073,1982
76973,33777,2023
73700,78925,1998
20982,15098,2007
12773,26172,2000
33013,58946,2008
29494,59122,2022
58807,56914,2017
6902,84093,1978
55561,98630,2021
72803,34698,1972
69877,88163,1999
8274,34914,1988
92430,8044,1991
95003,43021,1984
62434,92445,1978
98913,54965,1992
57955,19062,1988
30040,49591,2009
2517,80456,1993
80760,21656,1970
50900,81616,2000
88742,33252,1978
24971,89616,2011
45100,29606,2008
41299,2953,2011
6302,94585,2010
58774,24566,1981
62857,99558,2004
29263,15592,1993
91512,78713,2024
65301,35821,2003
77134,80283,2007
31687,94975,1998
71764,35842,1992
20729,81216,1988
81815,94622,1997
91934,37559,2015
63896,25809,2006
24742,62120,1984
94503,94585,2022
44172,27102,1981
41253,96067,2013
19756,27130,2007
18428,73058,1999
55712,50873,2012
79337,66613,1977
30043,2736,2012
25486,80085,1976
40978,43916,1978
58452,68050,1995
87018,86242,1991
21914,19435,2021
76001,57561,1970
21966,34842,2003
13712,80201,1982
93955,26303,1970
39306,46560,2004
60001,5914,1970
61695,718,1995
10749,93238,1972
48531,55116,2009
44894,22048,2007
45692,87741,2005
35258,47485,1979
78019,37851,1980
93816,98921,2008
59804,34434,2013
99731,3933,2005
69871,91099,2017
24733,86460,1998
65661,93545,2017
16232,94800,2024
47418,89971,2019
17242,76519,1983
90339,25357,1980
94835,52031,2002
59437,24057,2007
23644,70127,2004
53687,60645,1980
24482,36887,1984
98484,94948,1985
87274,6957,1978
55291,79459,2007
99557,90916,2017
45447,58118,2015
67500,50076,1972
67484,28393,2011
66913,9423,2019
92544,98972,2001
37201,68963,1996
75022,79637,1970
54517,28949,1987
8398,59965,2005
94616,50846,1988
41196,32303,1984
86851,43553,2021
22869,75489,2008
54763,87156,1991
57490,82217,1994
51979,7416,1992
1224,57784,2015
1736,77637,2023
34457,55951,2001
26326,40472,2009
56960,14896,1993
75751,53930,2015
40225,85873,1978
11470,18810,1988
75485,96355,2023
55154,64893,1988
45959,6159,1997
27692,46779,2016
41253,19034,1987
85886,60264,2021
43154,94167,1978
51074,22946,1986
11887,20426,1976
83582,22779,1994
26442,71061,1975
92618,19500,2016
99633,88249,1992
9004,77306,2015
27856,5435,2019
73623,13228,1986
79953,56638,1980
81658,31633,2002
65090,40624,2005
21615,59771,1998
85879,3385,2011
23693,3175,1993
64140,63346,1994
17197,93805,1998
94497,6126,2020
62814,59944,1987
81599,68300,1975
63197,39961,2004
79346,87841,2022
20469,35508,2005
19600,15058,2000
96631,9201,2011
68893,65669,1980
42885,67368,1990
45448,82849,1997
89235,48755,1982
10967,34890,2018
87624,4064,1980
71927,82925,1976
96241,47054,1984
8173,44094,1997
59089,45933,1978
21822,14699,1972
80765,35068,2007
23110,36760,1989
60203,65386,2021
6022,35169,1996
31321,67165,1977
17438,44807,2015
5812,23793,2021
63855,79059,1974
21729,69297,2013
38058,23609,2002
11412,48101,2013
6575,81540,2021
89006,92487,2004
72100,1494,1975
23786,13058,1995
58376,90987,1998
21051,24475,1992
64883,67120,1995
95572,51433,1982
30624,30545,1989
71721,926,2009
92833,2225,2008
70348,75242,1991
58008,52577,2006
25886,33777,1971
20723,20728,2017
12757,67893,2012
52264,51092,1995
27868,74004,1984
90140,15082,2023
88367,75795,2003
53730,69464,2021
76038,61304,2019
12592,74351,2002
28038,93728,1974
42873,64988,1982
17868,64888,1995
44460,37823,1996
69658,87266,1973
79938,13223,1996
2544,57803,1986
36779,79424,1982
2175,46370,2004
35166,1779,1993
56164,87039,1985
72757,25134,1978
48996,15883,1992
66830,68411,2015
41090,10351,1971
15550,11573,1998
2176,63101,1994
89949,77959,1996
53202,46265,2004
42152,88391,1983
42635,96787,2021
81627,51842,2022
67098,8181,2002
97337,45,1980
2350,13810,2005
10760,67523,1980
82812,91367,1996
76162,31246,2020
33313,97182,1999
89998,9321,1977
81980,54280,1978
45538,13452,2015
84894,15839,2021
69404,74695,1973
10302,42257,1992
25064,56179,1986
31860,78480,2006
35534,5541,1983
60485,78001,1994
60025,89773,2000
29335,88517,1983
83800,9634,2010
22695,35840,2006
52845,24947,2015
30034,2691,2015
58065,94800,1982
1728,18162,1970
46817,37761,1991
37206,47024,2015
71677,42370,2004
4459,70331,1992
78704,48578,2006
86701,8999,1983
10597,48496,1985
16546,97872,1975
52669,92716,2012
93664,48462,2005
35740,94625,2012
32321,59650,1995
15800,49025,2020
50332,24259,2001
51489,93395,2020
40601,72164,1978
9786,115,1991
37197,37718,2002
3808,54342,2024
83062,77357,1997
44552,16510,1972
17548,75795,2010
91464,9183,2010
3823,94968,1992
1156,57868,2017
16898,32395,1974
51177,14997,2005
4851,1663,1986
5972,27844,2001
2416,93698,1983
35506,9795,2006
19549,54141,2003
57673,50876,1991
93362,15118,1988
34754,76599,2022
67313,1600,2021
89635,46714,2024
13297,11968,2012
88836,29274,1989
97573,80082,1995
17370,23793,2012
4967,64389,2020
93705,41342,1993
48747,64678,2013
337,16899,1974
8339,95381,1990
58606,2245,1971
33248,52970,1992
85059,94754,1999
77859,64195,2012
20801,36776,2017
24832,38577,1979
17798,91298,1970
33838,1813,2003
83805,17645,2007
37686,88047,2015
54208,52970,1998
91561,59925,1998
29005,28509,1975
86367,86696,2001
34962,93195,1975
38773,25886,2011
21235,83382,2008
61294,61517,1987
11263,21226,2010
39801,30310,1989
56456,88992,2006
57662,16601,1984
5050,10948,2014
60383,62704,2019
42081,88656,1993
27429,19483,2014
90452,75667,2002
17091,46786,2016
80105,96984,2017
67575,71773,1972
2608,40449,2024
81951,32278,1971
71945,24042,2010
80196,50464,2016
73623,87633,1982
52391,98774,1997
41001,95937,2018
98945,57577,2001
41940,44680,2010
70791,79139,1973
62122,56743,1987
69753,78848,2024
49058,75299,2017
44759,35969,2002
65826,99558,1972
58180,63957,1998
23655,85790,1989
68467,46330,2018
55266,29433,2016
35054,92728,2022
26401,30792,1989
34962,17166,1981
66512,65141,2015
76950,24679,2024
82733,43766,1989
56343,65435,1977
89935,75465,1989
26801,79969,1993
52453,58338,1996
62850,65337,2020
94956,72843,1992
40247,7838,2018
89602,51423,2004
30011,9314,2004
95571,35180,2000
54510,14425,1975
35948,46994,2019
72836,48714,2017
96962,60907,2020
36322,88977,2004
11898,57570,2017
93461,10259,1994
53036,30277,1981
97473,56175,1975
14185,74631,1988
12098,88621,1999
85750,57260,1970
39084,14603,2019
72974,37815,2007
54056,99095,1971
8863,79013,2024
65912,15954,1993
1292,55507,2015
45547,60932,1976
85034,30175,1991
34619,90,2000
23163,77627,1980
7437,93678,1976
65394,91809,2009
21488,6497,2008
59176,37666,1983
14702,90081,2003
72760,32589,1976
1711,61853,1982
61702,64591,1998
12211,75128,1999
23272,16023,1983
43358,53334,1986
10785,15917,2015
17585,96783,1974
78648,89692,1990
28333,73753,2013
79564,67172,2002
24751,97195,1973
92765,48343,2001
71271,22481,1986
57955,93829,1986
29703,55352,1984
2936,67870,1975
93063,71136,1995
86927,15119,1987
55887,62967,1972
88524,60310,2011
28039,9671,1980
45640,19399,1975
20608,85679,2022
89562,86215,1994
69895,69468,2001
31738,4322,1972
21892,32351,1999
91543,51747,1978
69022,57915,2013
62455,98298,2007
15309,45624,1970
79702,69374,1994
14952,36829,2019
50616,1261,1979
27825,69359,2004
26090,61829,2012
55190,31459,2018
61750,50694,1974
5514,19518,1995
97675,14580,2007
25110,76040,2007
2416,83188,1994
6205,16931,1978
41354,83398,2022
2444,94603,2024
20801,52476,1977
82360,94316,1990
12593,54420,1981
53717,95922,1975
22315,20426,2015
86088,9067,1994
66440,43828,1972
61075,52692,2014
23206,90752,1999
37456,10110,1998
93650,72005,2019
91247,64214,1976
25029,86655,2014
48659,11045,1977
62814,52928,1989
96904,91987,1971
36844,41718,1983
62926,2394,2000
22004,41777,2004
6806,80861,2012
14956,85305,1982
19645,28507,1981
3537,90904,2016
61973,8312,1987
9776,13658,2001
87724,48640,1978
2901,85883,2000
72221,98406,2019
33567,63527,1975
75615,24706,1975
32285,77288,1977
40909,52031,1990
28928,65158,2004
68003,79468,1994
76361,68149,1973
24532,33575,1988
20707,63669,2003
13701,60285,2002
11508,28190,2020
43358,75764,2003
38383,73135,1994
10381,76583,2014
48595,35239,1975
67986,45491,1978
44423,25381,2015
3542,49614,2006
12575,71227,2017
87606,69947,2011
33594,90290,1988
67669,64988,2000
98951,90927,2007
78471,55117,2019
66915,10110,2015
33817,52854,1986
7981,91365,2022
26155,18999,1991
58181,36195,2010
55004,90152,1971
6794,24709,2014
87258,57794,2018
23646,49440,1994
1176,97425,1977
35588,72326,1970
71973,49666,1983
95744,88929,2024
32353,72981,1970
46773,96046,2013
84894,2553,2019
97025,79913,1979
61664,28670,1974
95826,77146,1993
20208,88103,1978
84531,51405,1979
53952,60136,1973
34019,73767,1974
11932,17685,1993
57639,83208,2024
36254,43363,2021
42700,66893,1970
37438,35477,1990
88788,79781,1978
49836,85408,1971
22086,43216,1985
15461,12855,2003
67821,39750,2011
94307,81349,2001
28309,17878,1998
65909,63841,1984
33663,70754,2001
58507,19020,2013
14413,80357,1992
43834,15536,1975
37465,57595,2004
19841,48345,1975
92404,50873,1980
36507,45919,1987
88415,76857,2014
76536,33283,2017
34825,12828,1977
75212,97271,2022
88780,26289,2016
42111,69612,1975
58946,72259,1999
35550,57857,2023
55894,5026,2018
67459,49922,1993
56491,81930,1976
86941,21977,2015
2158,30084,1974
39306,98822,1998
72929,26752,2013
84175,74961,2010
63646,55343,1976
6302,87283,1980
18097,80935,2021
94800,63653,1988
83582,51405,2019
78894,38062,1993
95046,45,1994
90467,8003,2017
37676,34329,1989
11941,46211,1999
10126,70445,2001
2080,6337,2024
10997,32371,2007
52484,59625,2022
39759,17999,2005
14228,87788,2021
91299,60049,1991
34314,69215,1992
39548,67206,1974
38293,62533,2013
34292,29867,2009
95322,10312,2011
4387,9633,1998
83901,28279,2011
13366,24700,2023
87907,12286,2000
86159,18162,1971
61315,77682,1984
80140,87714,2007
40941,62542,2009
10238,95920,1986
24536,57803,2009
27322,51074,1980
7805,86478,2002
38275,70433,1984
58772,37321,1991
75177,63390,1972
84761,4621,1978
7621,13947,2011
80424,87632,1991
39364,25601,2006
37482,11759,1973
45447,7102,1997
54841,9329,2002
77859,55007,1983
16639,94995,1993
53835,43766,1970
77635,44748,1991
92413,21885,1972
66433,55364,1986
13717,45040,1974
39052,44578,1998
68299,93251,2013
92693,93678,1993
84048,56369,2006
91544,99248,2013
54468,5723,2013
29866,32512,1979
3526,60797,1993
57838,42331,1996
57075,15445,2008
4395,62847,2021
52004,81416,1994
7232,86578,1990
68997,84018,1972
46249,42614,1973
26434,57934,2024
43309,12532,2000
43592,61140,1993
34269,98870,1976
96522,47295,2000
70107,69133,2009
58069,469,1976
10290,45795,1980
8035,12263,1991
12445,59103,1992
17207,28378,2012
21637,66552,1982
29682,11589,2000
1857,20752,2011
7466,46370,1983
40792,63823,1992
71550,69078,1984
9533,45161,2016
64014,52581,2014
66227,99790,2019
47135,61481,2015
44757,85103,2021
39759,17649,2021
99796,29265,1986
62968,53110,2020
94364,55564,2005
56713,31928,1984
47951,64519,2010
64500,94501,2024
93058,86759,2008
94050,66350,2009
15161,95358,1970
87053,63762,1983
10334,44151,2022
40192,1663,1981
29296,86789,2020
29893,47703,1983
49362,26760,1997
35547,92682,2010
36397,22841,1997
78774,3539,1991
97558,96260,2004
36043,48628,1980
17596,78480,2009
36351,66875,1986
98359,1416,2002
57989,31477,2011
86619,48605,1997
84829,20516,2005
52916,98850,2003
53225,8521,1989
57076,75064,1992
57620,96532,2014
38235,55764,2023
91180,77835,1996
51345,1592,2010
84301,83858,1972
19069,97234,1982
56337,40498,2016
59173,69401,1994
31046,39152,1985
1715,69329,2019
54273,67713,1985
4609,83857,1989
29338,29433,2016
50337,59989,2006
85615,4826,2015
41193,73558,1985
16465,18940,2014
1321,36217,1979
9284,56336,2013
73570,4628,2012
53458,82098,1993
48196,49088,2022
16797,47011,2000
11614,2025,1972
77422,52554,2005
44149,74799,2017
57456,41080,2000
13371,52989,2008
68435,49139,1987
82165,45550,1978
40977,58971,2021
19061,68602,1998
83529,2946,1997
7855,30043,1980
13759,16981,2014
19643,12841,2006
6141,27630,2017
51659,32992,2008
38435,76754,2010
64645,66350,2010
82006,4603,2005
68994,33252,2003
97807,39388,1974
38418,41574,2005
39145,17458,1995
35615,77412,2002
66512,33636,1971
47618,99747,1981
47370,75326,2016
11057,92974,2013
21810,73626,2019
64631,25436,2012
57809,59313,2013
46249,59541,2010
27460,40358,2021
68750,46239,1977
54076,24990,1971
6593,16789,1970
26068,75756,2022
70315,46263,1970
83466,49660,1975
43423,37097,1982
67235,69092,1981
52214,45830,1984
64930,26177,1979
7183,1276,2008
92438,20437,1992
44577,16017,1979
60709,38073,1988
39915,72697,1993
16411,29467,2018
69358,55092,2004
28484,86364,2023
38721,24512,1990
60296,43666,2016
16667,88451,2001
25909,56850,1996
97773,84803,1992
11464,58465,2014
18530,18484,1975
7472,48098,1999
65759,63457,2016
37710,36296,1971
50080,28662,2021
47593,6280,1999
84730,21343,1997
8445,21297,1986
32777,55331,2018
15105,59672,2022
90630,72398,1988
99168,81400,1994
64141,2286,1982
8386,57779,2018
65304,55034,2015
71927,94780,2014
83600,29584,1996
71063,44913,2000
59131,87373,2020
10498,49089,1996
35345,9989,2024
38065,86284,1994
14232,21951,2020
18428,31427,2016
55013,24094,1996
2839,60364,2019
61245,56318,1998
63374,94636,1986
36952,4352,1979
76881,46920,1973
76961,93122,2019
32893,66375,1993
18276,13169,1984
80030,33123,1999
70955,31555,2021
16898,22486,1994
19769,90006,1991
93780,13727,2013
82197,12665,2011
43541,70051,1981
46266,15445,2010
46410,69082,1986
76549,29354,1980
67100,34179,2010
36331,50099,1977
34808,27668,2024
77494,32395,2004
15837,55583,1981
37438,47685,1987
53828,52437,1993
43485,96816,1993
49403,97234,1976
13065,69092,1987
46062,65430,1991
15685,19906,2013
46730,81821,2005
19024,74961,1993
91349,40812,1994
28653,70530,1975
53567,15118,1984
95440,66889,2017
47326,27589,1973
56975,48307,2019
2351,97829,1980
51799,89926,1975
64719,99629,1996
77844,95859,1981
14170,63841,1976
86716,97736,1970
62522,30197,1991
85286,82080,2015
24030,86217,1971
95480,40317,1996
12539,80669,1993
48012,92652,1982
76175,96763,2008
19348,93829,2018
48067,23269,1974
57177,51619,1992
59483,61682,2020
55188,64437,1993
36637,93294,2010
21738,53525,2000
32108,45252,2007
20035,28141,2021
11242,25352,1989
53159,67833,2004
80624,77291,2017
70962,24472,2009
87459,23599,2022
16136,74177,1990
52511,26651,2016
41242,86380,1981
24645,47481,2022
72855,92669,2011
51903,74386,2017
23626,69968,1982
80421,48962,1995
83311,55987,1991
53544,81909,2013
60792,15523,2024
59498,79298,1972
55015,12757,1972
58774,25455,1981
92599,2881,2006
95939,16608,1977
3202,49671,2004
46455,53838,1972
48354,69324,2009
71973,81759,1997
60426,75071,2013
53148,91051,1996
65031,29107,2012
69536,22782,1983
49598,79332,1999
76622,16848,1972
29298,99998,1986
81980,34385,1985
95594,58820,2019
99197,42308,1999
49813,27331,2003
49758,89932,2011
58541,99251,1992
32893,73953,2014
25064,37346,1971
73022,86727,2018
34449,2225,1999
17837,99490,2013
4807,37910,2007
3608,79539,1971
63965,59070,1977
14153,68088,1982
95365,26289,1978
57920,55116,1988
71807,95849,1996
43484,58451,2023
15522,77052,2017
40552,58151,1980
17654,1326,1986
78494,90827,2015
24208,81320,2008
18190,66392,1986
1224,74395,1981
39833,90827,2005
97473,18792,2008
88780,73626,2006
24300,34131,1992
86159,29567,1973
80639,85408,1973
82580,23602,1995
45060,9581,1990
56379,74658,1973
54056,67668,2001
81551,54419,2016
17531,36157,1990
90133,9896,1975
25529,99130,2024
94216,19418,1986
47223,17889,2022
8245,77025,2005
94907,48708,2021
55015,78419,2013
10126,37886,2020
80931,72212,2003
38435,77291,1982
27957,44807,1995
54434,14575,2000
22254,34575,1982
58032,49484,1987
58589,84315,2018
83423,7788,1977
67313,67292,1983
36337,75597,1995
40419,25753,1987
