VendorNo,CompanyCode,FiscalYear
59117,48365,2010
61664,25992,1985
74956,22057,2009
23565,52615,2016
59006,39265,1977
71561,34003,1995
46489,13942,2011
11355,54824,2012
41240,52641,1970
46112,33949,1975
56116,78106,1998
46967,35496,1977
42356,26896,2008
40670,4853,2014
86604,11968,2005
85627,89712,2022
68751,47011,1971
92445,48628,1987
54621,72554,1970
73149,58341,2014
24877,72054,2015
38687,67536,2014
55131,39391,2021
10945,23609,2000
35426,45081,1979
34504,2420,2015
57242,31083,2009
51852,8051,2019
30814,54074,1973
56828,37655,2012
1663,54342,1983
63361,63518,1981
70237,76599,2020
15263,94759,2018
95509,36911,2016
43214,34582,2020
41511,21953,1994
29522,14823,2010
93894,41498,1988
93322,92365,2009
77066,87323,2022
66906,27555,2001
39678,45351,2002
92891,62533,2003
46492,29567,1994
43243,61084,1985
33074,73785,1991
49419,74690,1983
6635,99906,1985
4882,13259,2003
1625,40354,1980
97293,81493,1984
16750,42517,1978
77017,67342,1988
7938,74695,1998
13610,13867,2018
54032,69698,1994
94543,87052,1990
99977,73099,1975
62294,35024,2019
75377,15053,2005
26156,591,1996
64841,9098,1997
22318,8341,2000
84105,47773,2008
85159,39468,1994
17987,18115,1997
7660,98094,1974
45225,15757,2008
46912,72554,2011
62694,44921,2010
70856,17597,1984
1987,96046,1984
88105,11966,1980
6472,46184,1972
28220,15294,2000
42722,51762,1995
63111,11423,1994
24541,53245,1975
45397,19906,2012
79514,92649,2014
19358,66512,2006
89287,71136,2015
14137,21057,1991
10757,46293,2016
45648,65021,2021
64966,22387,1977
5224,11032,1972
53319,52717,2016
10936,65507,2008
62757,11902,1994
8380,31917,2000
18595,36556,1976
97592,49788,2007
58910,38822,1997
49880,98274,1985
73654,63346,1980
71293,45568,1998
2191,94904,1994
5730,90448,1991
43746,55364,1973
93750,99816,1979
26025,95011,1986
36906,88966,2000
90336,48461,1975
11215,69082,1980
57567,28670,1973
60868,52054,1988
56720,32753,1999
98737,32741,2014
76916,90081,1982
42331,43424,1972
531,52619,1994
49378,14013,2010
42632,23126,1981
76401,46173,1978
91220,47891,1995
6209,32081,1983
97155,18,2016
3182,92671,1996
47881,98602,1987
5128,57915,2014
58727,31307,2024
32492,20619,1995
57289,6617,1991
26791,87364,2009
57386,47663,1982
48665,90529,2015
61853,16123,1996
4175,30540,2022
44230,51978,1992
7186,80650,1998
59957,29636,2005
36022,86502,2009
29429,79720,2020
36819,57115,1986
94683,51842,1986
22404,72835,1984
10390,15634,2005
89239,43945,2019
58171,34042,1997
10936,18838,1981
44331,29703,1991
833,86605,1992
56553,1885,1990
31701,15118,2022
51744,77719,1999
50918,3011,2006
16169,58201,1982
96509,96904,2024
7763,91111,1988
12802,60002,2022
45273,5125,1970
57161,73736,1971
59907,69645,1991
37761,89773,1992
7563,82753,2009
48842,58532,2010
63025,42920,1996
80637,94573,1986
4729,21579,1970
80072,62799,1999
62676,84348,1979
37689,85331,2012
6715,79093,1976
79959,14059,1991
48721,36760,1978
48353,68989,2019
45902,20849,1989
56720,67492,2019
16623,84348,1980
44309,56010,1970
92550,94770,1994
50944,27994,1996
49424,59929,2001
46747,20244,1995
7829,28847,2011
84597,69500,1985
9965,67354,1981
69363,63362,1979
24797,13035,1992
62873,48908,2003
38664,70385,2017
9882,36884,2003
43310,30863,1979
17123,22454,1982
170,72308,2000
69705,30918,2007
30599,3675,2004
39967,27441,2011
70126,42534,2011
87130,42530,1996
35435,59462,2022
87945,33945,1974
63272,24443,1988
28922,95089,1998
60180,87741,1986
63562,47679,2001
6623,53211,1977
94374,77265,2002
28778,32878,1983
11373,26420,2004
61662,88715,2015
80479,97192,2023
37756,62117,2013
22104,12156,1997
52751,88561,1974
87510,29431,2008
58294,14850,2011
31113,6103,1974
57399,36717,1985
29483,27049,2020
11355,55971,1994
82074,97762,1988
70217,23871,2000
45983,67292,1995
65180,43594,1975
32889,64334,2012
66296,60931,1989
48669,14015,1987
87188,82561,1982
93236,11264,2015
63100,22462,1984
19233,61949,1993
91083,34595,1991
42122,57560,1994
86753,39891,1971
88133,14554,2002
83253,68989,2024
56986,87124,1973
6190,57279,1983
64376,97303,1998
27590,94717,1978
57198,2938,1975
98303,68009,1988
31778,10704,2021
51305,52989,1996
45662,53289,2024
82620,53077,2024
81877,75223,1975
63777,75026,1991
8189,27639,1983
15077,28102,1998
59402,32087,2018
82391,71458,1983
53623,46681,2004
41011,47868,2014
76289,22695,2016
92977,19473,1982
41404,53259,2004
64966,6864,2017
55865,5499,1976
64528,17878,1992
829,3811,2001
94285,66809,2013
54992,23174,1974
23149,1727,2008
70993,49829,1981
23339,69947,2004
36177,59122,2011
9005,14672,1987
89496,1480,1971
30271,811,2024
23422,6280,2022
55859,8,1980
45295,50008,1972
34878,38480,2002
74823,96124,1985
17328,89497,1990
34977,22346,2017
2869,2938,1984
39965,72048,1970
75257,36200,1987
7175,53450,1974
52786,84576,1980
84408,70245,1991
5473,55720,2010
37020,59695,2020
91439,34432,1978
22018,44297,1977
26745,5781,2018
67333,36830,1972
6679,38480,1974
19546,66163,2004
88911,58881,2023
48950,40268,1988
86511,67713,2017
22018,87595,2010
43438,87067,1996
21269,16998,1994
9253,60310,1991
6823,12589,2014
97082,44576,1988
9106,83756,2022
7959,70721,1975
40363,36646,2021
82149,64009,2001
19904,1749,1987
70284,55380,2024
84898,48178,2024
92626,3438,1984
24303,7805,1971
66827,56678,1993
43161,84666,1978
77080,34084,2012
88607,95053,1976
45066,61326,1999
30932,43919,1991
91187,20918,2011
8507,17675,1977
597,82447,2023
68038,70128,2004
67360,41080,2006
13927,97459,1981
68324,2146,1977
73715,10853,1993
90026,37097,2012
2776,22998,1982
81134,84348,1982
94662,69215,1984
18052,13197,2014
66207,93265,1980
81051,76962,2023
4624,74921,2021
59424,49671,1986
45112,811,1992
34096,96388,2020
43676,11258,2005
67730,27296,2016
23020,48627,1971
71480,780,1982
472,983,2007
88930,67679,1992
98149,10399,2024
20795,76517,1996
88199,76976,2021
24566,39821,1972
63261,46668,2013
19377,95093,2009
40263,1632,1993
45612,64027,1977
36001,78240,2001
70903,83790,2004
49435,26032,2004
25218,9947,2024
12338,13750,2001
23557,54522,2004
92915,88935,1978
54470,62033,2013
10647,69568,1973
86346,83976,2005
73798,98372,1995
17423,87780,2014
70812,85008,2015
64387,90898,1975
57842,94483,1979
63233,3769,2011
79539,40449,1992
6231,75756,1975
91041,19101,2007
21885,79954,2000
46165,6375,2023
84300,3046,1973
91071,39052,1978
34977,17813,1988
71017,77846,2024
87489,6342,2015
54745,76983,1993
86239,38661,1996
84687,98848,1993
74435,31652,1975
20424,13810,2009
71069,44990,1981
58567,12156,2000
70284,19052,2022
64318,8381,2009
68162,95760,1970
98300,44844,1973
33268,52577,2005
40540,56648,1971
65078,26562,1998
15498,79468,1985
43018,86807,1998
51340,97237,1978
31778,30980,2007
1715,16981,1994
78809,60708,2015
87681,24466,1979
2930,88057,1993
78327,21243,2004
40140,48959,1970
25525,91012,1988
4627,68626,1978
31800,95700,1990
42060,51783,2023
73764,40227,1972
3973,35805,2005
66427,97614,2006
46299,2664,1989
24470,84194,2010
36403,89548,1978
42666,31543,2005
38865,27644,1996
60438,42487,2014
72088,6015,1993
30446,99214,2011
69968,78345,1988
74759,48754,2012
23316,7558,1979
53753,31789,2005
89428,55654,2013
43258,3129,2013
31282,83187,2010
11016,56050,1971
7606,18301,2000
21818,59815,1993
33906,29565,1992
37018,29995,2008
10734,5456,1997
52195,94576,2010
8924,50932,1988
13278,49311,2017
78586,15741,2015
55380,19145,1994
82770,14847,2005
79165,30522,1985
58176,66767,1973
45740,27321,1992
3669,51093,1985
1619,37868,1983
13521,44185,1979
88937,91051,1971
34765,94633,2018
23318,75896,1991
85394,29831,2022
27591,2192,1977
45514,66248,2020
42859,86272,1972
28553,78244,1971
10189,41556,1996
84044,91318,1975
54581,97406,2010
73676,67552,2020
26145,60778,1984
87826,38186,1972
14771,34084,1975
18670,58260,2007
60782,97829,1980
73510,85596,2023
22138,72777,2004
36981,69781,2012
71553,7068,1988
76480,983,2000
51342,71101,1982
94690,78150,2013
99380,36681,2000
82149,35842,2016
7374,11960,2011
68622,29995,2015
46156,90690,1977
34372,10148,2001
79865,91402,2019
93441,79635,1993
6518,12093,2003
45051,7673,1978
19328,79126,2018
29031,8586,1992
93740,59590,2009
91413,9781,1986
28417,26489,2002
5384,38112,2021
24193,9252,1996
83733,78662,2007
1926,22668,2018
78867,11404,1991
1392,49641,1994
15187,2427,1987
5394,47873,2011
90903,70874,1999
88914,35124,2004
47866,91304,1999
11554,89445,1971
43029,70564,2004
8497,57076,1999
83842,27362,1992
81234,42622,1990
61572,90225,1979
58525,70754,1975
49378,49151,2018
4378,59390,1984
94670,29137,1975
24126,62633,1990
78755,49089,1970
11599,30075,2012
65959,75108,2013
25233,7676,1977
8171,80053,1994
94790,48544,2014
40711,15111,1977
53748,83914,1970
54460,30394,1988
19374,42774,2015
74883,78287,1989
38994,24537,2000
96185,8866,2007
17422,12287,2013
10391,81176,2006
29776,78429,1985
43288,2575,1981
69996,66645,1986
87079,94501,2022
68637,3486,2011
69996,74180,1998
98357,57129,1989
5622,15423,2009
36171,11664,1990
96671,7654,1989
6219,30973,2001
82343,81828,2004
22405,16207,1992
89089,57564,2018
26214,1194,1971
15898,40,1999
58901,63669,1981
53560,16035,2010
28417,4573,2000
62437,92209,2023
75148,49269,2012
71100,78832,2022
92532,91633,1972
53342,51888,1982
17905,33517,1971
45392,4077,1972
55606,88315,2014
91904,13778,1998
45004,81374,2000
74544,17316,1984
14347,86132,2023
60956,94960,2008
99881,26435,1975
39738,94576,1986
15113,22008,2024
64851,53827,2005
67731,12216,1986
81594,23205,2017
94984,37166,2012
55700,27116,1989
83659,66906,1987
93341,36556,1981
9422,46213,2016
31179,99991,1999
93879,6468,1984
68732,29155,2021
69083,11962,1977
57925,79362,2020
81576,99214,1970
72163,94480,2003
41695,19202,2004
66732,23871,1985
85984,36855,1973
39506,92193,1982
8649,11667,2006
43022,95625,2024
14741,14361,2004
86851,15110,2013
1893,51412,2019
16240,49651,1975
50921,926,1978
80021,62866,1990
54509,8521,2011
49527,96322,2011
6052,34748,2011
71355,15558,1979
9399,32804,1981
4170,16919,1985
26447,50694,2016
49443,27830,2019
17376,26489,1970
69110,60207,1990
3161,17404,1982
3949,92924,1973
84231,7748,1996
64335,10501,2022
64018,43368,2011
79736,54877,1998
82836,35137,2019
27501,47241,1973
70387,83918,1995
71540,79954,1983
51435,31503,2010
6270,96036,1977
86450,90803,2023
23685,85724,1986
22231,25504,2015
32578,80606,1984
34044,2802,1990
68637,461,1991
39696,73977,2013
6749,49388,1996
46365,72198,2011
42254,96581,1987
9987,15416,1974
1257,35204,2003
57045,16231,2023
19095,2420,1983
88443,94904,1973
57946,96960,1971
17498,45024,1983
78937,20849,2007
63846,22410,2002
89999,43912,2024
59075,60165,1970
65505,2731,1972
49966,1033,2015
97295,54469,2015
89645,38480,2010
74317,76857,2022
11256,24209,1988
5681,85108,2006
14803,50738,2022
86474,64533,1974
88263,17745,2007
97086,88138,1996
90787,80968,1990
78088,64111,1984
89431,57568,1979
92977,29326,1990
98404,81783,2020
75661,32727,1985
27371,3774,1989
67056,81267,1974
50065,75071,2013
55211,22941,2005
99828,75230,1971
40222,61265,1971
64361,27101,1991
37660,72255,2022
5760,56336,1976
47554,74668,1992
78660,80940,2020
98751,97949,2023
44110,57323,2002
7748,54229,1975
40755,10764,1982
28155,44769,2007
15623,76654,2008
16464,1642,2015
52004,69647,2018
20696,81821,1973
99904,42299,1989
30983,73696,1981
68642,5027,1992
92915,75530,2011
17917,62547,1981
12456,1301,1980
23381,80425,2022
88224,6864,1990
28237,25391,1991
48605,59739,2020
72480,60494,1996
80873,17571,1989
42145,90851,1990
87964,18672,1977
72463,39752,1970
69014,80905,2014
79803,92266,1993
2836,41486,2022
95553,59095,1989
80993,5513,2005
44023,79351,2018
7442,41663,2006
62466,12588,2015
94302,39291,1995
20471,65704,1974
39988,74791,1991
30245,58109,2013
97841,86057,2002
12909,39498,2024
46347,86509,1982
69014,4106,2004
65557,99622,1981
96731,74152,1976
36955,71779,1972
48422,66906,1994
96266,44262,2004
21491,43852,1987
52400,45276,1995
21258,71819,2022
63846,67335,2019
95841,33243,2011
33164,64558,1983
58178,57498,2011
77337,31905,2011
97763,12354,2001
86350,92377,2013
54842,15712,1986
37195,1532,1976
74033,3118,2003
4834,41029,2001
37096,13393,2018
1964,99266,2019
34687,42437,1977
82736,40114,2014
7768,33910,2004
39696,8374,1990
76068,48714,2023
97195,29576,1993
19668,20752,1977
21645,94873,1980
34098,72057,1977
74267,90641,1991
69352,85331,1991
36621,91247,1977
49464,10669,1998
62330,37818,2019
58176,84431,2000
50719,69042,2006
68615,50613,1971
2757,47196,2013
84563,92409,1971
80075,82059,1997
91904,417,2000
19358,50741,2007
81565,44311,1997
21105,90818,1986
32430,51928,2019
5981,80648,2018
10690,96532,1986
23381,53525,2005
63000,10454,2021
25886,45832,1978
43680,97474,1998
75678,89143,2006
19754,92574,2013
51236,14554,2007
37713,3046,2017
79177,6656,1977
59424,4266,2012
42920,3811,1973
62941,51259,1991
29345,52573,2001
59285,24930,1990
19203,95545,2019
62437,21872,2018
94628,87204,1976
82120,54259,2005
57242,3251,2007
91424,4748,2001
18041,55764,2019
96120,64225,2015
46160,26204,1982
23471,59508,1986
1539,60207,1990
26409,55593,1998
44304,80270,2011
12078,67296,1978
8177,41684,1975
98575,90566,1983
37984,50279,1979
89401,96984,2008
24139,54976,2006
97533,62671,2016
97664,18127,1995
56814,66717,2020
23731,16796,2020
55844,84235,1972
8278,28511,1990
57195,87193,1985
26249,70540,2011
81378,4952,2014
16958,83300,2003
95165,34572,2020
12386,58881,1982
54921,37344,1974
2060,62431,1999
75368,47512,2003
39108,82038,1977
12524,72000,1986
94780,67482,1991
7530,43471,1987
9839,51976,1984
88139,20395,1998
7704,95958,2021
44969,87954,2014
75022,26526,1997
60659,83945,1977
43108,20925,2007
74514,2618,2010
3299,5737,1978
61400,10219,1999
25969,3067,1980
37704,507,2024
65178,4899,2019
70218,33225,2014
22806,21080,2013
691,62953,1972
49959,3576,2012
22776,75587,2006
77114,63101,2022
75889,86380,1979
15867,40513,2012
1040,64576,1979
89388,41111,1988
62674,47407,1983
9197,37991,2003
88519,31730,2003
30231,13897,2021
82587,45441,2005
81793,12821,1996
69110,73821,1980
27706,19022,1999
88659,79162,2015
44436,84630,1977
47966,63733,2016
37245,72723,1970
3383,69374,1984
21756,78271,1976
99456,79336,2007
98300,18571,1974
61734,55358,2012
19101,29154,2007
838,93022,1978
84994,3393,1975
97755,62940,2023
82620,79059,2017
13927,2932,1993
62991,77228,1985
36073,73599,2019
6048,16428,1996
78302,83745,2008
87262,84856,2012
6542,65315,1976
25299,78742,1972
58294,37325,1992
73774,4253,1970
95242,42399,1986
99620,82217,2005
87994,41787,2001
44024,345,1991
12686,63385,1988
59569,55558,1974
53768,68214,1978
78662,8412,1980
82615,81178,1970
27467,92850,1974
69669,13560,2015
53608,79192,2011
57348,34691,1980
85394,95889,2023
24105,37743,2000
8160,93265,2016
41011,16708,2001
11213,32303,2015
55130,64752,1973
92350,99728,1984
33265,57259,2002
15986,21842,2002
29760,26707,2007
47568,2647,1984
30580,70971,1975
74576,69400,2009
72025,32806,2001
98133,6170,2010
93250,99359,2019
31400,7708,1992
30983,55060,1973
57273,16295,2010
88937,34034,1976
32089,47628,2017
30138,51116,1978
68751,98350,1990
74956,19032,2017
59156,30758,2013
28116,60886,1993
51650,49641,2003
92057,96140,1998
37641,90425,1985
70907,58202,2000
8734,27293,2015
34038,12022,2014
56984,77031,2006
95926,20925,1986
10972,90676,2002
17175,11534,1990
25423,15546,1999
3215,71519,2005
25009,46979,1993
29077,79845,1979
91496,99017,2000
49920,24323,2014
66773,52942,2011
94931,42446,2003
53857,90041,1991
89888,68206,1991
85521,7513,1995
54084,1397,2005
91553,58110,2021
8055,68570,1988
87638,77850,1996
71236,98576,1981
9465,80333,1996
95580,96509,2001
70833,37913,1994
31789,80248,2010
26284,82602,1972
45644,44371,1985
52084,23151,1982
58369,90676,2024
83733,77031,2018
27728,18751,1972
33100,53889,2007
81201,46079,2008
61134,75712,2023
35212,49090,2006
30024,87124,2024
15055,77180,1993
191,47115,1994
71099,2804,2010
72681,29446,1971
78766,82149,2015
58185,57564,1989
44105,32082,2000
89428,82891,1994
26510,45073,2023
26007,92315,2022
8070,48090,1992
9816,82040,2005
49068,5727,1997
68801,90250,1970
7923,39289,2016
83309,45351,1974
14384,15373,1994
5681,46014,2017
34964,64635,1980
78828,6158,1979
4737,5292,2015
28890,5796,2007
2246,17685,2007
87918,17137,1986
42309,21714,1990
97755,6008,1983
87095,78906,2008
91752,60492,2007
55859,29659,2000
35957,71370,2017
80143,51524,1984
56719,42257,2001
74180,81731,1987
4052,44838,2013
62338,98848,1995
92352,14867,2011
26462,17813,2022
53583,49311,2013
9162,32820,1996
47796,32622,2022
72993,60186,1971
40143,30794,2015
96410,54679,1999
68986,30605,1997
25214,16428,1993
62878,86131,1998
43250,43516,2000
48070,38661,2017
14530,17846,2018
17505,81312,1970
10328,50679,1988
25689,99132,2001
36549,50694,1971
50370,11541,2024
48473,34940,2018
72138,4853,2003
82244,2219,1991
5431,67642,1990
15516,22254,1981
70011,75851,2003
33495,73538,1970
85768,42245,2001
67401,6159,2000
40229,19653,1983
58864,26373,1995
41234,99223,2010
1357,29803,1979
50207,21861,1980
79311,92652,2015
47873,38423,2010
45386,3144,2023
7489,13452,1986
54783,75340,2019
93325,63740,2013
46883,75961,1979
40169,19022,2004
34021,94576,2009
76499,97471,2010
38079,26512,1982
40558,36276,1972
75475,85429,2023
28220,4370,1984
69972,52296,1975
52346,96023,2012
76905,38547,1981
72938,30986,1998
73460,33140,2019
13070,64205,1985
74080,85250,1986
40336,75545,2001
45644,11499,1992
58910,12757,2004
79599,27932,2001
50,9161,2020
70941,87780,2023
78441,91399,1979
3433,27204,2010
87327,548,1985
93664,77128,2012
89145,30605,2021
46672,67146,2020
48342,64842,2020
66032,2225,1972
47525,47450,1980
10996,81053,2005
64244,75597,2005
32802,75332,2001
32586,30207,1976
54182,68921,2003
11723,69242,1976
59000,89056,1973
32803,42520,2015
48486,20786,1996
99881,56483,2024
3363,72000,1996
15921,69580,2005
90013,91668,1998
26745,65021,1999
21248,20784,2016
72197,80845,1990
39009,98218,2010
24900,81155,1987
48422,28548,1988
6219,11568,2003
86991,55202,2017
60776,16295,1998
72695,96537,1996
51305,95546,1974
57623,18301,1988
37351,89730,1991
30902,65108,1976
10689,23673,1982
57668,61640,2002
8924,53369,1998
21808,21861,1990
9534,80319,2007
31382,14736,2024
43654,23912,2010
21542,4166,1987
49574,26489,2019
57105,43365,1985
52761,68526,2019
73384,90275,2024
69040,12025,2024
84759,49143,2011
22231,68273,2011
57161,13709,2001
71237,93900,2014
74258,1902,1980
49366,22754,2009
33863,47791,2003
81564,23286,1978
98228,1861,1975
64517,8412,1994
83945,8043,2007
16474,8478,2021
12654,38937,2024
59117,14311,1972
22984,70128,1997
41715,17846,1974
25491,6611,1999
7549,72490,2006
25990,73158,1996
54595,64929,1974
8365,80029,1992
18616,87022,1995
44475,95381,2008
2094,75299,1998
54089,67000,2015
7528,26849,1987
88506,14165,1973
73149,52087,1987
578,92701,1995
34950,99340,1990
98695,44080,1983
84390,37045,1979
11185,74289,2011
17519,65359,1999
9725,5575,2017
98729,81478,1985
58452,9314,1978
25504,40936,1979
50019,84283,2019
74265,84812,1983
3427,95734,1991
74460,69057,2019
30446,44332,1976
72398,15883,1990
38879,79197,1988
75215,41419,1978
54468,59872,1999
38984,24358,2016
99512,83032,2023
79274,83067,2004
98436,42882,2001
1794,84386,1985
4600,84039,1995
23424,29225,1996
18218,91826,2022
51447,61829,2022
43111,94717,2015
55869,69772,2024
73296,27544,1994
20603,79781,2000
98751,60510,1982
28341,22329,2019
92452,21824,2006
27975,82307,1994
42908,81625,1971
76637,37860,1990
87502,38072,1984
52709,86284,2014
30597,99080,1972
76979,9314,1986
21010,65780,1991
21991,34914,2007
86831,23609,1998
70363,86534,2021
28096,73821,2018
82244,38547,1979
71791,99083,1984
7374,33528,2004
84159,2138,1982
78201,46954,1985
88263,92151,1995
11079,28661,2007
87377,57868,2008
86901,1848,1971
43347,46639,1981
26056,73394,1982
69797,40358,2007
23397,95981,1981
50964,5961,1984
16710,4596,2008
69037,94187,1979
12425,79286,1970
31765,59032,1974
61926,17445,1996
19800,1592,2007
7678,61573,2020
10361,36677,1972
5974,28106,2014
59250,18988,2011
78086,25117,1991
44485,7067,2009
12156,2795,1992
18731,12025,1993
7057,52851,1985
35692,51588,2024
8391,20422,2003
74948,70830,1974
45376,7916,1976
15820,10588,2024
74413,440,2024
32945,75585,1993
65130,68797,1977
62731,76273,1999
11256,31283,1998
8125,51783,1997
96227,33221,2007
83346,56943,1972
10831,97432,1983
34829,45152,1997
12028,20343,1973
73698,99119,1987
4969,8980,2014
48134,93380,2002
71112,29560,2013
17172,85206,2013
70602,93734,2014
92807,38480,2018
55875,27226,1971
29931,6611,1981
40791,37993,2019
89418,36693,1998
22627,83521,2003
91294,56517,2021
49689,24358,2015
74489,37913,1971
42482,1056,1970
69390,16919,1986
88021,15505,2014
37999,9931,1996
17987,16107,1975
67142,58492,1982
97874,83282,1982
76507,21611,1977
78086,21395,2015
60868,50881,2007
42462,45388,1978
43698,68149,1990
82065,54222,2016
16252,19404,1975
51297,2932,1983
89321,38684,2024
28878,40624,1992
42103,98274,1989
96172,54700,1987
72463,75613,2011
21194,10937,2007
44339,10259,1993
89982,56497,1972
81214,91078,1974
11160,17474,1998
22377,48365,2016
82511,87569,1973
62856,548,1986
10176,22040,2003
87559,40513,1991
51890,27471,1973
97666,97665,2006
96965,39476,2019
74477,8724,1993
18253,9635,1992
9518,85527,2016
65825,94692,1974
67674,9245,1992
97369,97189,2005
73989,50415,2020
84068,2420,1991
15145,77814,2009
58541,29080,1974
66550,25601,2004
22147,21191,1998
73640,76837,1997
1757,84425,1988
76976,56166,1998
10121,71228,2013
69137,35239,2011
26300,58418,1974
16475,88451,2023
75431,80811,2019
84886,47260,1977
524,61744,1970
99894,77991,1991
63857,22868,2015
11965,91793,2019
30902,11147,2006
86469,38871,2005
14351,13683,1973
99338,62845,1989
86604,53136,2011
55546,78210,1988
10909,27399,2005
25755,60833,2002
55700,49749,2000
45886,79323,2004
53955,66548,1993
69460,79972,2010
56303,84177,1996
64355,48357,1977
84534,22069,2024
66903,91585,2003
37578,78993,1996
44001,769,2020
14451,8890,1992
31568,31825,2022
49332,35071,2020
65287,93190,2017
94285,33629,1982
78586,22435,2005
33167,93478,2022
90040,86776,2010
60402,78578,2006
87872,60645,1983
10535,86092,1982
85679,21080,1981
54089,19080,2004
22935,65516,2008
67828,13133,2014
61428,42718,1986
21163,68043,1976
11834,51038,2016
68972,60809,2022
85312,61416,2016
87235,65872,2001
48572,14823,2002
87378,29454,1988
11071,52966,2005
70284,33550,2005
10945,91012,1988
31667,86807,1974
97495,15341,2008
321,95358,1994
27371,68423,2010
64235,48697,1999
86350,19728,2006
65214,96671,2023
77007,14506,1994
18274,47395,2019
59347,8335,2009
36115,33336,1980
56215,75613,1983
76389,59727,2017
35736,59660,1994
63742,77857,1984
15783,73450,1977
35312,71828,1999
50626,14603,1993
1683,77412,1986
58445,72332,1982
64111,9581,1994
61778,22948,2005
97619,31330,1981
39010,21951,2016
30902,21575,1998
69895,48471,2009
89943,4595,1991
68708,64334,2016
23318,73020,1992
86232,51750,1997
62676,63324,2000
99589,50613,2007
46556,21678,1972
86744,28075,1988
49676,28317,1988
36387,9958,1974
47646,34805,2020
40189,70839,2022
747,89118,1996
26462,45255,2016
41036,64195,1999
59453,82149,1983
88932,49829,1989
67474,56395,2015
36164,97120,2006
50581,99790,2003
47033,13658,1984
85064,32830,1976
2608,33945,2019
98363,59944,1996
31157,84798,2006
74933,20503,1979
33958,59815,2021
10324,84879,1992
78441,33334,2011
61958,28375,2003
98537,92881,2011
41472,68359,1987
62972,17214,1988
32574,21052,1979
48756,7137,2024
18959,33310,2023
40558,23793,2023
89922,98077,2022
25406,58752,2009
80702,14890,1987
42911,12411,1985
34335,86618,1974
28635,62547,1983
67774,15420,2003
91050,73058,1979
19261,5335,2010
55349,86914,1971
36606,77435,2012
72974,33334,1993
91071,94585,1998
93740,990,2001
19608,79988,1976
23471,86168,1975
3562,57763,2013
19862,2420,1977
33040,38937,1989
70979,81781,1972
84169,89104,1976
82523,67668,2005
45925,24030,1972
53731,68076,2019
96919,44841,1980
81416,88308,2001
21412,51481,2001
72586,92831,2010
96944,84024,2015
91674,22216,1975
58582,25127,2002
91553,40550,1991
74475,77989,1986
10353,62117,2016
5514,26693,1976
6942,29586,2024
829,55802,2001
46161,15118,2019
25246,28248,2004
14839,87806,1970
90587,95291,2005
22357,3934,2003
34295,99911,1992
58804,19034,1997
19718,59655,2000
65637,37761,2015
59907,41787,1973
81848,48199,2015
23341,14762,1987
57123,23793,1980
69489,82496,1998
64333,97938,2015
70092,50710,1988
61968,16798,1974
16623,51978,1984
56922,81904,2018
10829,17598,2024
59569,90228,1972
4538,72368,2004
379,42190,1990
51435,32794,2003
42341,76411,2010
72312,85827,1985
61015,95724,1975
61415,27977,2010
68445,84126,2019
10725,13191,2024
49788,48217,2000
99773,13688,2021
17453,75430,1993
80089,86877,2011
39620,61005,1982
32027,95053,2007
30170,71987,1974
16430,63362,2016
91900,72133,1998
66716,25894,2024
25785,56823,1971
41170,95669,2004
27447,53498,2003
81937,23807,2014
99380,70578,1993
40336,75561,1983
41737,5932,2001
1444,31272,2022
32123,95844,1993
61824,15239,1998
70705,27953,1994
81320,76991,1973
40336,69360,2014
35006,54434,1989
5981,89600,1994
61664,94622,2017
10945,37175,1978
12592,56204,1984
17547,56190,1992
80912,44370,2004
43449,26318,1974
95767,48199,1988
96460,47485,1999
77010,53450,1988
5209,98913,2001
11213,54264,2005
81177,70971,2004
57242,81077,1988
61673,2533,2010
30764,80938,2000
96291,52003,1987
2629,91366,1981
70979,33958,2018
98919,60833,2019
73007,88315,1999
82773,46391,1997
28254,29107,1998
47607,90489,1970
42899,88046,2009
9957,36544,1977
52195,30103,2000
70794,9396,2012
31438,1190,2015
61968,17166,1971
85572,10699,2004
74168,82049,1976
78302,98663,1970
59209,67087,2005
18451,90114,2008
47435,68088,2020
27229,59639,1988
37964,83207,1988
20127,65656,2013
40140,96039,1981
39696,18,2006
68830,58370,1982
65234,30794,1974
69351,72129,2014
31693,91342,1974
607,64796,1970
27331,67389,1989
69761,88517,2006
59418,43787,1984
94025,67686,1986
10734,64591,1976
85005,13658,2009
5768,15373,1982
3938,42833,1972
85073,42975,1972
87095,34194,2002
7175,50415,1973
75375,7624,1975
4385,99873,2020
96378,41101,2017
153,718,2003
9141,92193,1993
18274,8,1981
14803,36155,2006
71798,46940,2008
29077,99879,1978
26211,99379,2000
14307,7654,2013
5943,81855,2022
39506,58760,1975
34024,39961,1970
24298,70991,1991
19541,87285,2023
61459,24871,1983
72398,12613,2002
88564,33499,1975
115,67794,2017
83895,43139,1988
52275,74766,1978
92384,72470,1976
50489,94688,1988
56526,85429,1981
90040,90641,1977
11403,77835,1992
42913,61219,1981
37279,16758,1993
15399,42940,2001
18642,74593,2017
21522,94365,1986
36778,61744,2020
70638,56171,1985
41044,14452,2002
7876,74897,1971
92313,43363,1996
10936,22204,1999
84874,32215,1998
40137,29560,2009
36587,98369,1995
29644,10059,1983
57088,67165,1996
5547,13518,1982
79855,64020,1974
69514,46900,2021
18185,2851,2013
55075,97105,1973
44363,66390,1992
15479,98983,1978
