CompanyCode,FiscalYear,DocumentNo
6763,1999,8412428383
24679,2022,8390882259
38073,2013,2538417996
99009,1986,7302299577
33098,1990,7593405717
35842,2014,2750132125
2085,1987,1190173925
63082,1985,2705788367
63092,1994,7539111370
98185,1986,1669034885
76797,1991,3323449048
24323,1995,2448082695
15593,2013,9194473991
79332,1978,1119238584
9245,1991,5456847275
78300,2007,9659971723
82849,1982,4252807616
37860,1988,0548090982
73581,1995,2097887052
78723,1995,6370775168
45551,2002,4647111090
88871,1978,3796944836
57198,2018,5099101956
72568,2019,2352669194
4064,2000,5668883744
38998,2000,6847614802
73019,1980,9547996909
15593,1994,5403051860
85567,2001,1709407213
65694,2002,8214845218
78723,1990,1256564350
17860,2002,4568827851
76617,2021,2614230852
33372,2019,8118653898
74307,2014,4097994528
77291,2003,9337606185
12411,1995,3047912284
27691,2016,5739470566
56823,2002,4537411838
60025,2020,7294679611
25976,1975,7774418388
4271,1994,7832269908
40546,2005,4956264859
88589,1978,6720112865
37637,1975,1821283271
57832,2013,6422802039
72541,1971,0400847485
72057,2021,0496936606
76040,1987,4871525066
39237,2002,2853815460
42221,1988,3965150372
22794,1995,1041908725
31179,2006,8162160822
64148,2007,8734268732
44913,1993,0223607358
4352,2020,9383561006
53267,1976,3859788539
86421,1972,6680301674
14515,1994,9737841379
35312,1979,9595856325
53711,2017,3298045166
72960,1970,0909035876
48908,2021,3207544774
99083,2009,8535535470
7542,2023,3574658621
45925,1994,1395817136
97471,1985,0242692603
65101,2014,2139648373
75597,1975,0166217012
35802,2019,0555703932
71380,1978,5209937272
68972,1987,6978170155
12841,1993,8931500624
21714,2020,1862508029
51016,1970,1143387797
40114,2008,1474724871
66692,1980,8535346792
80155,2022,8705512653
85250,2000,2925841510
2078,1992,5299860176
70112,1992,8156588767
29901,2020,5885920345
47418,1991,8628692944
84024,2013,3232126478
67867,2011,1386731884
82618,2019,9560646076
5632,1997,7764163186
23599,1991,2785602348
78582,1994,5394402758
44912,1988,4683771835
80779,2003,6837529503
72117,2013,8968963430
75174,2021,8406251024
69612,2007,2405025222
45098,2002,5113569878
20638,1975,5964215163
51842,2014,3142024809
26855,1981,9567767040
7267,1986,2485491530
97623,2002,7578915713
266,2024,4117639099
36830,2008,8562368922
15505,2001,9635294961
61115,1975,7919160051
43444,2023,2924533553
18464,1987,4712113256
26562,2002,4916354656
18252,1972,9398439979
889,2022,3311603090
45566,2022,3996805790
6605,1970,9102984875
91850,1990,2328806318
14452,2015,5318163498
93814,1981,4817939632
47759,1975,2269060352
51382,2023,9635825034
47202,1981,5488722224
52634,2020,5920024286
74714,2013,7932922844
27799,2009,2624798893
18425,2020,0376205134
80372,2013,7598847758
30195,2018,4005962825
47650,2017,6108450376
64779,2021,1193856300
86606,2015,7186665199
68795,1984,1372211987
4271,2013,5322794922
41279,2009,6409157586
54930,1992,4279003991
39269,1992,0937671530
34408,2015,5973260775
17562,2023,7752037010
38346,2012,6238375285
77792,1987,2833273346
34703,1977,0456908029
46110,2000,6865162453
52510,1986,2878112494
47703,1979,9786802737
13117,1983,2116157480
48217,2019,7066295386
74631,1988,8543804197
8003,1972,7311393983
27268,2005,3558315063
62493,1986,2046079206
77682,2006,1071785436
32395,2015,4463210576
74690,2008,9911074711
43905,2022,4024509696
97212,1978,9792537786
89476,1990,5866738989
46600,1980,9330643929
79013,2002,0349447086
24055,1980,4950929652
1397,1992,7329000639
51524,1990,9337271152
11213,1980,8165866087
49436,1974,3667150976
57462,1998,2598329131
83831,2011,4232161398
62082,1982,0793240401
20918,2008,2976011375
37851,1985,0944093421
65447,2020,3408579456
82936,2004,1470621471
78300,2020,6100493627
74297,1976,7752580779
66909,1991,8797338532
31603,1980,7535142107
40050,2020,4254976248
5334,2002,7956409858
69868,2019,5577266341
95093,1994,2499115685
8612,2003,5579641974
37360,1979,9636446019
86328,2005,8740300072
31119,2006,9522487956
141,1971,8038333269
22053,1983,5229000486
22145,2018,3499733407
51568,2011,6712851793
77632,2024,9961611275
94628,2017,5855398788
59425,1987,2195989741
83703,2016,1899239210
57722,1989,0849350649
58820,1989,5226857401
39761,1994,4002392390
32081,2014,3613215168
11579,1981,6086950910
32861,1970,2637953205
62760,2013,0399846556
65155,1980,2520833196
38769,2013,9224183426
21057,2015,5580102850
7186,2022,0673286841
56483,2009,2214095730
32972,1990,7930689789
58123,2021,4619088703
33921,2017,5273518084
76654,1978,8307702169
44638,2021,7379316133
62862,1987,0111822242
80258,2020,6660209789
11575,1984,0258917554
85175,1994,2977873224
49837,2018,0033392621
17768,1984,5855364680
68300,1996,9000202356
90356,2005,1415874151
77621,1992,3987621685
97907,1989,9894373450
11667,1984,1578708539
5705,2020,3583845511
26751,1981,9553063491
37385,1971,1436862692
90851,2014,2739906400
1402,1993,8936663592
10170,2007,8321165623
86406,2009,0718669988
12708,1993,0616022651
84386,1975,6505835354
7146,1984,4969247513
83131,2005,3842880979
208,1982,8864596100
20832,2010,7797882443
84368,2011,5685809813
95392,2007,2429291593
14799,1991,2528762475
35700,2008,8390931937
65641,1999,6755310351
590,2002,0931401271
84656,1983,5224299167
67965,2008,8785417502
41905,2012,1120397762
88512,1997,6302201084
52672,1988,8750592778
75249,2005,6948667774
60548,1992,9272134342
89924,1970,6097906795
69580,1974,2718330482
23772,1971,7100968721
80087,2007,5478164759
56114,1970,6901539596
17139,2023,1415135810
67949,1996,6237668217
14077,1983,5902035467
41967,2023,6244457142
57297,1983,0886938636
20426,1976,2847016397
70565,1993,2860512727
36840,2013,7877014977
4621,2000,8141937032
80561,2023,9411363245
34385,2024,9387132097
44586,2002,8215186509
32181,1975,8550826070
62219,1985,9467723519
75303,2017,3303007564
89086,1987,3221059830
94342,2013,7626257693
12735,1984,0932432751
98565,1985,6302210026
8200,2013,9798842087
71380,1988,7097354977
40383,1985,2561181588
4651,1989,7820364957
1065,2019,0918234926
33372,1970,3896250425
1663,2015,8733039707
2722,1973,4846999176
74867,2004,8960396324
49601,1996,6304085724
97949,2000,3070432077
48653,2015,5729848324
39145,2019,9682238343
89991,2024,4390034940
79958,1976,1035033938
13013,1975,3304782248
95669,2010,3269840125
52878,2015,7895368606
83588,1994,1512190694
64214,1998,8990500343
36447,2015,2046858235
9665,1971,8138245976
58883,1997,7638764309
21842,2007,8543188693
39749,1979,7757533704
65015,1982,6397105673
85667,1983,9946794538
89329,2012,9116076841
3675,1977,1238680160
9778,1987,7402346715
9989,1989,1622780590
97996,2022,1155810362
73536,1979,3605314148
61805,1972,7203128153
32878,1992,5511106395
53984,1974,4088945100
98602,2016,2488778638
18686,1972,6960802564
52316,1987,0088323407
7517,2003,6697765355
56262,2020,5194511542
84279,1981,0832732983
64964,2022,2755656193
67563,1972,6695069630
75882,2007,8820066135
60736,1990,1714735798
34924,1984,8266750979
51197,1989,3038069897
98676,2008,0458589443
44382,1987,0100307221
42213,2009,3892931198
11564,1989,7725725234
27805,2023,5419059774
16608,2005,5855622334
12539,1985,9495065764
16931,1988,2411406054
26796,1984,3423804136
32792,1995,5959591492
10938,1999,9334678928
45024,2011,8382617342
28491,1994,7210522588
96563,1983,1312859266
23,1998,8086141075
97625,1979,5434194959
94572,2018,8248719730
42904,1989,6544146251
75890,2020,8333608719
58341,1990,1668032876
12693,2012,3525732921
16722,1989,8837003952
82576,1989,5715022401
51552,2014,2662556648
48715,1991,0636741520
8636,1991,2887413227
60582,2001,5551865425
37744,1996,9191981596
10426,1976,9251650050
14603,1985,9648393294
72723,1991,9710147974
16895,1972,1759624438
2342,1996,9402962811
80811,2015,3914192222
15895,1980,5255847129
60264,1993,7778328749
52554,1982,5424262824
67462,2001,6971925853
56883,1972,2090436866
67771,1975,1784686537
5258,1987,0322835752
58370,2000,5410361577
3432,2007,7145408300
68669,1995,6425854450
19565,2012,3209786482
47868,2006,2147548557
76131,2019,8330444478
75453,2014,8639137497
22142,2000,9393868552
61189,2016,6657245134
43563,1988,3173996141
44913,1974,8109739061
76646,1983,0987873045
44022,2011,2068644822
76177,2012,7429408589
65190,1977,4966011873
31243,1998,6011092538
44415,1995,6288025453
98570,1977,5562882893
67718,1990,2102218381
72556,2019,8908959266
1244,2010,4464724546
35180,1975,8662982105
8959,2006,4337337990
36657,2016,3310434627
49660,1981,8131290434
55069,1985,3880591341
76703,2021,8001029849
57856,2012,6981624164
94932,1984,0540349344
32794,1974,5387942143
69304,1974,4007502036
70371,2017,3326784991
1422,1997,5054050587
55002,2014,7496133339
64635,2002,2989311918
19032,1996,7290786029
55069,1995,8038375345
66350,2016,6697194879
87266,1999,5729690622
4278,2009,8590516876
2731,2004,7009664264
65359,2005,6093331381
71378,2020,8151563328
53110,1983,2648193921
74348,2017,5215879377
42940,2013,6473004489
91857,1998,3355502633
873,2013,0120770632
56648,1977,7537222680
91913,1983,4364648174
33265,2024,3970732600
44681,2014,4355962508
61084,2008,7156091605
16717,1971,2403143991
80283,1975,7159156265
45566,2018,7544602302
80077,2013,4815583054
32415,2007,7819602804
30540,1973,3295711999
67389,2010,6812222764
83294,2003,9380145100
76131,1994,4093921438
20197,2006,5420669489
71095,1985,0212253470
70978,1988,1766067671
14446,2000,5643534829
15005,2009,6328460260
36817,1973,0210580915
57372,1980,8977519459
25128,1980,4422410016
9791,1975,2576214483
22204,2021,9462140618
34302,2024,9544510922
70860,1992,2819292530
53906,1985,2180002758
86132,1975,2681646661
2703,2009,2399275159
18898,2015,9363565713
86806,1998,1786998366
61870,1972,9158512820
26204,1977,3772150682
19893,1998,9154994810
6402,1981,0993837957
93746,1998,8091116832
7301,1996,0551746025
187,1981,7203347743
8548,1981,4067498603
26194,1992,4932088220
97253,2009,0561253674
85620,1998,5615419427
72458,1975,1905876633
75481,1994,1658592276
17787,1979,0114381352
95102,2002,0546366082
79332,2007,6885415288
97327,2019,8062629315
30522,1995,1040109811
62181,2004,4811372103
34385,2022,4590826006
66014,2013,3690868697
13552,2024,6576118042
25809,2005,4476857109
46884,2021,7104285630
90032,1995,3675143409
95724,2023,1556398946
5508,1993,6308338395
45550,1972,0608668593
31515,2003,7874552861
98786,1984,1317979986
33854,1994,9651203669
35544,2012,9403382880
72881,2024,4199263152
22430,1970,8613881054
57164,1976,1522822272
88103,1985,2967237763
30456,1985,8679261000
29306,1993,2299429425
45462,2009,2959165592
40764,2005,8189716126
84947,2018,3032520054
77918,2015,1048255153
64698,2022,7313468405
28238,2009,5017480919
88254,1974,6399172853
38739,2014,9065698102
77026,2019,2062631100
40938,1979,2986651557
12789,2014,4266747356
74897,2004,6673588526
9997,1980,8445946701
72797,2012,8336466094
27452,2022,2926330423
52392,1996,7380374580
11540,2022,7828659190
18639,1982,4200774657
87816,1983,0969528345
37886,2015,2956674803
25691,2013,3913710090
29965,1986,1425282203
59737,2020,6650740523
58890,2000,3646522320
36084,1993,5850722438
91488,2019,4314408917
80457,1972,9724151182
6219,1972,4497875194
37382,1970,7956610905
46998,1981,4731401127
33467,1994,3935656866
75313,2021,9394804350
64027,1989,6362941776
33548,1971,8679727994
24099,1982,6637303186
40498,1988,3693375171
82096,1987,8470960248
34883,1987,6160970202
68273,1992,7583272067
81361,2021,7958434070
89368,1999,7383513880
14405,2024,4640497059
24396,1996,4319163447
94501,2001,8526357943
91772,2016,4248757049
96787,1977,3609142501
34992,2011,3012522362
16988,2008,4048802410
30477,1977,5812735171
52680,1999,3090177755
3933,2015,5783582827
93391,1976,8534856764
33123,2002,6998602031
33550,1975,2788103351
50232,1982,4980822542
79969,1999,1774944715
46631,2014,0656520790
19399,2013,8123809471
52966,1994,5064955408
99266,2012,3301065651
15833,1997,7360606545
17079,2000,5384491620
62621,2000,2330459246
78791,2011,2045024830
5737,1978,4772134941
50374,2001,6739569591
16283,1987,8886516936
38073,1997,5766669212
82299,2004,0577477547
90211,2008,7164631373
89754,1977,3794359296
47663,1992,1394994821
19404,1997,2727342777
73510,1986,6808871904
95017,1984,9441850904
22556,2004,3852737840
81563,2017,0157788029
97949,1994,3413189424
68377,1997,9240891194
58366,2003,9458665459
87028,1972,2967410471
61410,1978,0256415030
94226,2021,6672689040
32512,2017,4534389668
16017,1990,5628749307
22980,1996,2970579322
96632,1974,7574133886
30060,1996,2523802599
36276,2018,9212818842
36606,2009,9531258608
63602,1989,8369459725
91294,1974,0940400125
64853,1977,1053344106
22868,1987,6919597509
80425,1982,7859802159
29085,1975,5348940061
94377,1983,5078594189
43406,2021,0805679969
4159,2009,0941061407
5429,1982,6628317128
8202,2018,3659380402
66363,2016,0281015835
70385,1976,1525994444
94167,1973,0006377659
98565,1999,9008942833
30414,2001,9888212428
48345,1973,3294107662
33282,1995,4962004516
62295,1997,1226751230
79060,1970,6913781406
90228,1978,5208887923
95519,1978,0812725940
88192,2007,4181688549
22728,1997,9356075652
46105,2003,7242264799
37637,2021,8754255674
24541,1974,8519096030
45844,1981,8577569394
20003,1993,3243075913
36816,1990,3358006807
52213,1973,1257735043
11213,1980,4731093345
45552,2000,2119654512
44930,1994,2596979066
54111,2022,7488178799
96097,2011,4784700800
51139,2010,0454487521
88597,1978,8454875876
43614,1971,2482115795
75712,2013,6294083606
27139,2014,4849581829
28335,1979,6990970182
35519,1989,0080096050
78910,2013,8557162466
203,1997,5545462649
68953,1992,9411248917
90810,1971,0083100416
654,2015,6621629660
69104,1982,5340250931
5737,1984,7539675321
92983,2005,8498402356
33910,2022,6118792270
31389,1993,2976122093
38297,2021,2278381906
78910,1980,3974901907
72518,1970,5917036372
45003,1992,5400836559
82917,1998,0959602561
11261,1983,0169693739
86882,1988,8099841261
71773,1994,1536362571
84194,2023,3152355754
57429,1992,6156318409
19424,2013,3087982816
54632,2020,2434051180
44841,1988,4132657983
33063,1970,6149747814
48343,1985,0717680128
1304,1989,8871585050
75130,1980,7338054580
42833,1991,5118742663
75585,1993,9523467928
56199,1997,8069601228
75256,1991,3498990102
93996,2007,3611883245
64346,1971,5653857908
85072,1997,5256093155
51792,1972,6304148645
31437,2009,0783919006
8110,2018,4473715175
12706,1975,7276268639
66374,1981,7498993815
15585,1970,3302763586
36651,1999,5860599377
8687,2011,0808302559
30611,1991,7741097843
1306,2021,9067855339
73767,2014,0617762486
88621,2010,7568676720
11470,2018,0074433179
97739,1985,1349040892
96349,2014,3582512789
43663,2023,7740182015
71464,1977,6315231599
88446,2007,6009728629
21052,1983,6367901010
74152,1994,4637231742
42233,1986,4827985632
92261,1993,9541936682
33063,1993,9240161860
42550,2003,9747767129
94633,1976,7509251068
14126,2024,9206472612
50008,1979,7064410590
71680,2019,6084165995
29419,1975,1760246997
8053,1984,9185575668
72946,1981,8245951928
9339,1975,5355345820
69781,2001,9311857794
16673,1997,8052471664
37666,1976,6498408696
76556,1997,9031008411
10481,1998,4053200105
51696,1978,7939906414
69935,1973,2081616417
10259,1974,1715433009
33017,2022,9300255749
18686,2021,0005120082
91913,2018,3057399519
84673,2016,6511974589
97824,2020,4969980741
55987,1973,4263477190
24545,1971,1470415815
67833,1975,5858601251
60529,1985,4103789750
39989,1974,6385870928
20288,1994,6347846686
3774,1991,2443228986
45811,1999,1422083885
81930,2017,1781253604
81122,2009,5383978980
96773,1977,3516028641
66387,1975,6426103810
22040,1976,1339596502
44445,2020,1040431648
51619,1986,9213078729
93786,2015,0459156434
17533,1970,8754270100
34895,1991,5826919719
2323,2009,9693038986
25965,1974,6929292022
87005,1995,0867444965
34914,2015,8838183255
63750,1996,1663537406
39293,2005,4262022293
89197,2005,9816044778
65694,1976,7447292521
15419,1992,9545977875
4647,1980,4415052617
64468,1986,5033064689
43387,2008,8383222280
11365,2022,5763734490
54904,2014,1456327375
43916,2020,7786733244
29681,1976,7442901501
20615,1996,5257323588
58474,2013,0156121069
93556,1991,2339188632
45662,2003,5252315404
68359,2008,2535148205
89149,2021,9091525383
2795,2000,0599136758
19020,2002,4030385455
1600,1982,2825757648
22768,1979,4987465529
86037,1999,2590916680
91395,1974,3971543774
43448,1985,4379502781
64596,2007,5073345008
10337,1990,4468921428
5508,1999,8848806819
35032,2013,4309907314
91286,1976,2819433078
3030,1984,0586255775
56834,1975,8236442442
47891,1992,9792470624
3930,2005,0713551139
27116,1970,9073272491
23865,1986,3460189090
84514,1978,4815304937
94123,1983,3770581964
1300,1986,8659888777
50172,2004,4888167276
84963,1998,0095380024
70589,1971,0972747969
42518,1990,9448055888
37991,2020,7433731862
19974,2020,3639561393
28199,1986,2622068063
21104,2001,6602659009
71380,2001,6475330001
78578,2010,1607613122
74125,1999,1425938891
96039,1974,8507537250
41997,2004,5193602796
31318,2001,2492175907
92461,2008,7011633146
33910,2011,1519454037
72048,2019,9523882963
22519,1993,4042798529
4888,1988,7572955431
35154,1977,1944638380
34561,1979,4816318737
40513,2022,9492554022
88315,1992,1429984734
18679,1997,9915077205
80998,2020,9425170091
86789,1975,0284060904
41574,2010,2513801487
57569,2009,8836502070
96129,1991,1143522081
13695,1986,2206466820
93832,2022,5660371817
47502,2014,4876947100
93111,1995,0746467539
48498,2024,6531591701
64809,2020,5405195012
67844,1999,9156063871
81286,1970,0040014867
81349,1972,1567471256
9218,1981,7511901650
87481,2003,7778214239
44514,2016,0713115407
30137,1999,9939201252
56133,2022,7056304009
34635,2007,1147887756
53258,2011,1963000028
92649,1984,2060520039
46681,1979,3018189276
9329,1997,1778846446
89554,2008,4629762285
48076,2020,9662511416
30854,2019,4935139494
51792,1994,6296701709
28106,2014,4889208757
86717,1989,8859707158
54857,2013,4727277272
45255,2020,7606266482
81176,1979,5583391276
91397,1972,0337067169
72986,1971,5210092947
68143,2008,5310435618
16988,2014,2666125583
64975,2003,3050849956
54809,2016,8308447852
46565,1999,0728184991
17137,2009,5523713553
96349,2020,9860571309
94365,1979,4230423728
56243,2015,4350976578
7545,2021,7415273478
73135,2010,2892937657
99572,1988,2349692555
40622,1970,7243988349
68351,2007,9890364103
69122,1984,9974785630
54904,2017,7419469939
37170,2017,3879790820
42299,2004,7819138992
58201,2005,7535982609
70127,2016,3899347690
13711,2024,5759810160
56942,2004,6968576497
97189,1991,9112025481
30233,2000,0251621400
32457,1982,7919720870
96684,1999,8382982470
24433,2021,2922211313
26540,1997,3101470994
1749,2008,5072616583
11499,2011,0198424840
27452,2007,4960030936
61057,2003,8611964298
94226,1978,5525860224
42911,1992,2546914768
59451,2021,1825726818
18779,2003,2949589268
4200,2006,2426600303
87277,2004,6706058612
91111,2014,9608385370
58151,2023,1559009169
13203,1986,4026070822
29433,2023,9650533257
49021,2009,8171964762
93290,1994,7732536959
90275,1984,9555754025
87636,1970,1282607755
68702,1997,3707086882
65430,2019,9594615492
57462,1977,9149848465
8521,2015,9099053200
75304,1996,8924957657
58954,2014,5593268465
64608,2020,9229388291
35282,2002,3274141753
30022,2005,0239731182
4110,2008,9880116519
67846,2003,2854461369
24736,1970,6832127051
19261,1989,9534746276
26376,1970,2938356931
22136,1980,2066293984
67857,1975,6338572331
58860,1979,9679746068
16056,1976,6136226344
68050,2017,0469539428
24424,1997,9676067623
57477,2005,7588050735
35615,1975,5691443025
50483,1992,3981855212
79323,2024,5514301218
15585,2024,8030617850
33243,2005,4331285913
91546,2018,7065457150
84522,2022,4419231070
28635,1988,0114290148
78480,1997,3620120679
45598,1984,7267507649
47011,1989,7975689125
77047,1998,1293776432
84978,2006,4494041861
26305,1979,4490768927
16250,1970,0228500604
36685,1976,0351126839
92671,1996,6678670352
36646,2007,4705012374
64853,1982,2420495962
78465,2000,0450260935
45598,1974,7160578382
67681,2014,6752925810
23888,2012,0401170746
60860,1988,8242806756
57934,2021,4708833446
29108,2011,2280797559
19859,1989,1995242232
12552,1990,9133937345
76837,1996,5356312584
99377,2004,0215906221
36906,1971,2623725884
62388,1988,4008934603
6568,1999,8754592094
14243,1973,1607666754
46991,2015,8981624207
54420,2015,6097410623
3030,2021,1795863141
31603,2014,6585294554
15870,1981,4849764435
91078,1983,7639159999
55032,2003,3422967610
70348,1982,0212909240
70245,2006,1986303906
89419,1978,0248751893
59557,2001,3362698223
74365,2018,0497699792
68085,1998,6377973603
39269,1978,6945894681
81616,2009,0934704307
14537,2010,3256009256
24593,1993,2381651418
49311,2002,2309223472
66480,1990,2733987495
26206,2009,8018994036
54677,2003,2266030895
44890,1989,2410098792
73977,2009,4005514639
33570,2020,1560836103
38126,2011,5552545648
18299,1988,2036079562
25992,2012,2867067771
93394,1998,4353790722
28375,1972,2419241924
22709,1991,3490195039
64334,2010,8801896956
61818,2017,8666133068
46263,1971,6914840573
32228,1988,2749227693
83560,2019,5425359242
5705,2023,3283287975
3469,2012,4876119412
92721,2013,2067797227
40401,2006,5306119130
7255,1993,8329435357
55507,2005,3864766285
13379,2002,3685657530
92323,1982,8235076549
6622,2001,1664906524
84483,1999,8481236018
49614,2024,3294381634
19893,1981,4023754454
18879,2014,5906821438
9840,2004,9767160728
41574,1995,3656430885
36415,1980,6131207363
95896,1993,6945250951
70245,2017,8883703699
47502,1987,0197290396
68359,1996,7153143697
59739,2007,5082712622
13417,2005,2363342180
23591,2014,9067492724
38186,2024,0778144146
69489,1996,3787370062
4790,2015,4113427606
62103,2009,6745639313
62292,1986,2192693601
5004,1973,9311945082
5781,1982,8997562081
963,1973,2440397421
44420,2009,3440209131
60913,2008,7882247492
92315,1992,1386434085
57561,1989,1217766882
4266,2011,4947713502
82040,2006,4220761620
13249,1983,4643461136
45597,2009,9845641873
84634,1987,6895249981
70723,1974,2796259446
24072,2006,7202136758
65961,2006,5148127286
39187,2007,4155534013
51809,2023,2081474179
87788,1974,8912490493
90695,1981,5106998433
56535,2009,9747445001
13704,2015,1872889821
94576,1980,7535683680
41498,2004,1694734101
62292,1974,6678906829
59910,1990,8416546063
54879,1976,9075271357
15239,2016,4869885630
43139,2020,5423334332
98754,2014,5134541356
5519,1990,8706106537
67368,1983,3510202928
55507,1975,3215670087
79975,2007,2314834608
65155,1993,2190988908
70004,2005,1791500164
67037,2002,3107371711
38068,2016,9353332380
23435,2005,9948214827
78093,1984,9905135774
59609,1994,2638894340
37941,1988,4430782356
93383,1983,2414365151
6290,2015,0249246907
57641,1990,7066282026
13030,1989,0148983023
98269,1971,9599907033
95659,2023,3712669989
22424,1995,1549728685
40938,2013,7220860464
37197,1975,0528727918
36715,1997,7678040790
2262,1992,0725950503
54877,2000,6068707710
72133,2015,6339628933
52510,1975,6367660791
47481,1983,5260353410
70151,1999,6074230581
97736,2007,7658285144
87788,1989,2454528952
87973,2022,5114676147
45545,2019,3154026424
64219,1976,0488970538
71773,1978,1525992716
96258,1970,5311019579
38914,1979,9689734692
90006,1996,8185649072
58105,2005,3024636697
64135,1989,9138890571
60907,1993,2400289905
99070,1994,8390269758
74418,2012,9586417898
3983,1998,4013685464
80029,1987,7953521166
23224,1984,1307210814
60809,2012,5653422573
78723,1983,0522781259
3908,1984,9165822923
37264,2023,5908876617
6193,1996,2313234580
67816,1975,0491093803
24512,2007,9065728547
73599,1999,6112301718
15950,2006,8860103472
71680,1985,4296036944
81226,1986,4215236309
80831,2011,7090845825
87156,1995,6878202877
92107,2023,6883918141
55069,1973,8576050891
62851,1977,8006295285
41084,1987,8687965623
77273,1983,7311153802
9473,2020,4061956159
52970,1987,8986900146
64462,2016,4543959614
55310,1997,3451695742
12368,1977,7604248996
22216,2011,3882200444
2085,1974,1900456393
51139,2006,5283892346
70466,1983,2809603664
52486,2005,4056219816
99988,1991,1227459560
21067,2008,8079169482
70402,2016,0929176073
9218,1989,5905426564
2225,2004,4890364894
23126,1989,4334957395
81286,2017,3539789601
53711,2015,9933351883
5027,1978,5026350617
7513,1995,0540522934
11325,1979,7236377828
69093,2021,2076561282
64664,2004,7878525535
12733,1978,6983032066
67071,1994,5324352087
82121,1970,9429403085
8341,1991,7402662201
67608,2020,4047107557
45844,2012,5291025746
38073,1988,6175513703
28192,2023,9745729481
9339,1994,0073586132
2007,1990,1053523917
4531,2003,3891226533
23888,1972,8846496134
8641,1971,2863976768
74111,1970,0118743953
57532,1979,4345546505
34408,1989,0583164409
68973,2008,8872255492
92721,1994,4864799942
84315,1985,7088252165
75846,1973,0998448560
43973,2012,9551224373
99895,2019,7192759196
1056,1971,5639777310
24254,1970,1238319309
24537,2020,5358324808
48826,2008,4695447059
46454,1972,4307382562
97773,1993,0324970029
81325,1977,6488287381
7382,1991,2304729936
59925,1982,5458950134
64357,2016,5599286283
86272,1999,6977976401
23435,1994,3896872251
70774,1990,6967309730
11975,1993,0619142491
31511,2004,2811088220
44774,2017,9224853252
20479,1979,2604946406
68423,2009,3875955867
27644,1996,1752661933
68504,2015,2476814257
42241,1975,6435316131
29454,2021,4664357037
28378,1989,8876975217
89114,2014,7162213816
84657,2015,5820613408
98641,1991,5059275688
5683,1979,5006285368
10579,1996,7539322605
87859,1986,9917889189
43180,2012,2061962654
11783,1990,2339677578
57638,1988,9915411870
70906,2006,1506256522
88992,2000,4298252501
18052,1989,2001312501
83831,1979,4312144215
33777,1992,8964149283
34924,2020,1666932363
62187,2005,5541179603
66327,1978,0608588833
43263,2017,7614864567
16773,2010,3021829015
54642,1980,1504444342
21426,1972,6376746625
26639,2016,1349085902
25294,2019,3879087791
93974,1999,0896033796
45391,1995,4818912871
66417,1972,5830245345
11564,1985,6186732676
26539,2016,7601977965
16715,1988,6951304571
24917,1976,6484978257
53299,1994,9548450562
41997,1993,1312357199
35511,2007,6458838019
16365,1992,7961706793
37047,2020,4453111022
58883,2007,9055674402
769,1976,4083127423
30622,1987,5562865601
51412,1971,7762135473
26036,1992,0384134747
58960,2018,3350285108
63644,2005,0464719708
61168,2007,4478407974
78925,2007,7138379894
71570,1993,8554072218
41777,1972,4318049801
72156,1974,9932737763
88273,2009,7707055448
77792,2006,8604115844
42911,2016,2062687275
50194,2020,2792810330
8959,2016,3931426410
47451,1980,6326000845
14015,1997,1703609197
22012,2005,5383875881
34267,2003,6559624951
34086,2018,8956196681
72955,1986,9279710662
72713,1979,2374805977
44748,1997,3101741514
30060,1983,4618574269
71064,2022,6876480037
37886,2001,8972057925
7823,2019,2374144973
55657,2018,4737065277
70530,2016,1985576290
92977,2005,2924709417
76510,2017,3319219609
80429,2005,2160053388
89207,1998,6035499616
52554,1985,7322391944
92974,1988,0167406949
85010,1993,8934837999
45093,1987,5538386036
46874,1990,5808178825
69612,2002,6834271521
47268,1989,9933231663
19811,2021,5930861801
67429,2008,9900387164
1230,1975,6076757822
53129,2000,4956916510
99572,2005,5676492998
63271,2024,7407349076
66702,1973,2885442311
58451,1974,8280732288
83698,2010,0808913557
82084,2024,8087356858
94330,2003,2893978081
39476,1980,8821271192
41011,2004,0514133202
67686,2022,8507660754
88874,2003,1463815654
60406,2010,8417404906
80314,2004,2081571755
85842,1993,0420299675
95183,1995,0709308576
15082,1996,3653587642
49321,2023,7317736535
98057,1990,1307661052
82430,2004,7956225409
98372,2014,6477600450
59816,2012,8098650443
93395,1981,2844446429
17999,1982,2252859475
1539,1972,0998999124
90154,2009,9803582752
23888,2003,1782848054
33671,1996,8432409044
56793,2005,7495902187
29521,1990,4954421723
31083,1998,2658589912
94911,1995,0922488132
36338,1989,8042156213
78201,2009,0656020268
7250,1996,6165001926
65451,2007,3424491801
60816,2017,6586020816
51332,2011,9105073909
99868,1987,2428383678
45178,1988,4285845251
19867,1976,2346465203
98025,1971,4048484781
66692,2016,8559472688
25331,1991,9610278520
84039,1981,4475851548
67429,1988,6855340131
35138,2005,5640545522
15324,1986,5025998115
87298,2004,9453786567
93048,1993,1424517690
81176,2017,5572913423
12487,1989,8417291429
19478,1970,0201226360
91424,1991,5702836206
94625,1979,3407222316
45724,1986,4124373908
19713,1986,2899220853
32406,1984,1328754022
87082,1989,7730102011
65937,1973,0348564945
20182,1981,7614047154
31119,1976,1212068301
79563,1982,1037201987
99522,2009,5671719465
78287,1998,0158432338
14627,2021,4946916076
939,2010,9127468582
