CustomerNo,SalesOrg,DistributionCh,Division
16667,6149,1585,2128
99243,3646,8772,1119
38496,2164,7498,2140
68481,7072,6688,4842
86574,8940,9441,4363
339,8999,283,2208
19524,4692,4052,7766
47593,5039,2642,1844
88971,4812,5133,970
17868,5042,1445,9202
93373,2726,9676,4226
49126,2764,3545,1939
78960,7733,620,4435
25327,2669,1796,503
90224,518,8408,8869
18294,6699,5264,6629
8229,2695,4732,3359
93812,1528,9777,1129
68455,5107,2127,9605
87907,5419,6644,5998
11578,7913,5914,9678
35405,2251,6705,8775
99516,8217,3396,2929
45956,3947,7120,2104
41852,4329,4488,3509
81815,5499,256,8228
41429,6741,3664,6021
87309,3999,9391,8070
41834,7480,2360,1012
55152,9083,6511,3155
29152,3049,8931,4765
70980,957,3406,5656
5694,523,9484,5641
98484,1141,2593,7694
78965,130,3292,8318
25744,5471,9230,1003
71937,9679,1736,1898
75565,4518,9352,6691
96566,7389,3722,7353
96769,575,1466,1975
5779,8781,2994,4920
23601,4275,6383,4399
48246,1106,2907,1355
72541,1056,6942,2675
95427,8516,9516,1433
53481,895,6470,8184
46227,6368,8097,4588
11790,7012,4643,9898
43367,4821,9233,4058
10844,4996,7887,1964
36782,5795,5597,8804
11094,6514,1693,3122
80348,2434,3375,1257
65652,2380,7865,1139
91299,6332,1954,2424
30296,6040,5680,959
21783,6116,5131,3865
98614,391,3149,464
55594,1159,5468,4097
61217,5326,2908,1669
62716,4375,4971,7972
51947,9732,2845,2999
8413,8214,4316,6458
19865,1933,5409,392
12965,2166,8093,5226
29048,1387,8260,8238
47557,8637,8400,7417
16081,8415,5823,6117
60609,5425,1608,8319
35550,4195,1904,5290
83280,6182,5147,9673
69079,6355,8190,1973
5240,9889,2512,9617
3672,2398,6496,3380
67500,6728,6981,4102
34292,9730,664,8491
53706,551,4572,7491
60428,2798,503,7546
20614,7425,3373,560
76937,2282,4425,5435
97742,2859,5906,2291
73341,275,238,5454
28143,2404,6131,4470
58589,9069,7976,3149
9189,875,8755,9370
56261,7856,9668,4453
21587,8347,5802,6053
67296,4647,2735,570
52997,9852,1113,7369
65759,5188,7911,8717
13427,991,4881,103
13292,1982,1684,1740
77641,427,4845,179
57619,3263,9430,6343
55834,4053,3433,8617
29655,2402,5893,332
78844,4622,9350,810
86308,6383,2757,8463
33964,8253,1953,4512
15091,1909,1521,608
94370,1027,7561,5276
67260,8598,8850,1713
316,2809,2490,9162
87305,979,9693,8839
44347,4993,7165,2770
67363,292,6749,6860
80123,7561,2806,3555
96189,2304,6389,5285
2220,655,7099,469
68040,2930,5176,1811
1321,7146,7393,3511
30011,2445,6522,7853
1562,7282,7834,1917
20469,8766,8121,8591
91113,4703,7520,3940
43047,5100,5784,8032
79443,4266,7214,9866
89744,7470,83,2237
17430,2169,1851,6966
65022,9448,2204,5304
16543,7930,3586,7019
85257,3707,2667,4860
64356,9144,9705,5515
55590,8884,1279,1099
27690,2536,7980,285
1293,5194,3080,4889
21347,444,7087,1351
87267,7258,1865,3760
61776,334,3811,2596
13767,401,9488,424
72954,5927,125,4026
59779,5537,7777,4476
22874,1126,4611,1054
59264,7042,144,5848
23625,1184,3498,9897
18688,5864,5092,2247
35293,7955,5151,9292
85615,2771,6609,2674
80026,1559,4945,8686
24013,4742,5036,6625
73484,1166,84,1912
91448,3219,5067,798
84722,206,8840,4716
83800,9987,338,3489
58013,6867,9586,6308
7519,675,9280,6960
54707,1271,327,1280
65192,4295,6463,6981
22324,3034,9271,9157
39759,5187,3555,2527
4109,4097,9484,2526
1677,6005,7419,3159
81194,7435,4385,9368
87941,5377,6572,6934
22955,1547,7664,9473
9964,8106,2897,1405
49026,585,5322,9378
29311,3879,8153,3977
43044,3154,7135,4203
94671,3117,5725,4741
37536,8845,5043,5589
20174,2165,5140,2098
44757,530,6089,4200
78288,8009,2062,7240
84919,8486,316,5534
93771,7002,1591,2980
18898,854,8975,2277
41490,2655,88,5566
75856,4189,6856,2747
65622,4684,9409,6246
95346,9771,8946,4979
44727,8607,724,947
68852,6531,6490,5800
35858,9296,6064,4318
25701,4623,4481,8756
14016,1896,7890,8684
23232,7721,2056,4667
1503,7342,336,2802
28089,8260,3522,5962
51204,7318,3337,6741
13552,8937,7405,1000
92132,8271,6721,6710
80887,503,5450,8393
65076,6431,2379,4261
85987,2288,4770,12
36939,5930,9825,9978
86093,7817,1852,8227
52672,8501,4617,7830
51030,5512,5463,6280
63053,7419,5334,6998
4738,6661,9288,1100
74490,9345,2809,5994
94284,2353,9188,2485
89925,2695,6101,1011
35460,3827,2726,5855
17884,943,6492,4185
99623,9123,7887,375
44104,9547,7198,4117
20272,6130,5733,1805
28039,4241,1123,6489
65031,1883,99,1812
65297,7609,3745,8465
13035,5279,1996,346
32580,3849,3942,1264
22384,491,1731,4651
5738,290,7534,3718
95487,8539,2734,2269
7884,3517,4529,7993
1000,8781,9719,3199
13455,4467,859,6391
29366,55,6224,881
37897,5529,6577,4168
61390,8236,850,5756
75457,2228,7750,2578
53497,2479,5768,9081
23446,8716,5202,2531
35528,2071,2169,6340
40622,1227,5985,223
68602,3113,6392,4686
89337,7569,1977,6091
82854,3494,9818,5704
82909,1294,1582,9946
98154,8858,9511,8549
48907,1317,6970,3449
80068,3251,7354,244
11915,6551,122,2467
74809,822,5712,8823
68441,5935,7268,2121
79099,189,3659,6127
56680,2215,282,4766
17210,3038,5492,8570
52422,9315,7445,4203
44711,3866,919,8873
30008,2269,4691,3854
35217,2084,6650,9438
21966,1224,2393,9103
17988,4972,9650,8264
45181,8749,9205,6714
33957,2019,9761,5361
44832,5899,9646,9743
32024,4384,3419,7275
57845,5298,8663,5028
32685,9000,1405,5498
99366,6660,8320,8417
52881,4441,1877,4471
51368,7575,9899,6543
60851,1950,3232,1884
55845,600,9150,3764
86851,2087,9563,5529
20874,4006,5463,1225
31370,6099,6830,5290
54056,4817,1478,4384
41866,6881,1487,1940
97440,9898,6663,1590
57050,7608,8759,3494
38517,2890,291,4539
11123,8226,5520,2281
71231,1221,1199,5638
89147,8675,692,4269
51678,6946,8814,202
86430,4338,6319,1219
82099,76,5221,2058
12572,6294,9704,7627
69054,6583,8014,2832
173,1024,3718,4707
61430,8329,3503,6984
20574,5555,3802,633
61587,7631,756,6860
76874,2593,5568,9016
79610,36,8493,6111
34449,9307,7139,275
35192,6133,7214,8934
43041,9841,2445,5606
60883,2119,7287,1747
56793,5572,6826,9509
106,3451,8916,4445
82245,7261,1905,5596
16007,4313,5747,9653
99027,5516,8617,6359
22004,3196,4614,2079
72006,1773,4386,7432
25353,8742,5518,3487
19712,7066,4350,2699
16781,9586,3910,3912
83116,4782,6266,6710
19303,233,3743,8549
89805,613,3052,3937
45447,4064,9434,5932
9299,7714,8251,8500
79337,8788,8928,2791
59160,3798,4806,8841
5830,3161,5436,8079
38815,4417,2950,7569
57071,217,4558,4329
48101,5574,1561,2090
19567,5600,2586,8210
70821,6175,947,3500
81522,8223,3286,6958
53710,8810,4806,645
16974,3898,2341,9817
95564,2458,2722,6235
4914,2211,9869,7434
90955,9102,3779,7421
98184,589,2310,3223
43382,3663,2929,3045
60147,8315,4997,8030
87475,7843,430,5214
94684,4130,1843,5417
59089,6244,8135,3994
33532,6405,1956,3466
87096,539,9027,5821
69309,1115,3480,206
8492,9913,6174,5385
65912,1898,9624,7224
89393,2514,8992,3022
66079,614,2899,9107
24337,8707,2488,381
43087,6184,1156,5245
68547,4284,9891,4382
48783,9380,9097,188
43245,8963,3697,6719
8989,1542,635,5874
26619,1657,3701,4014
41202,4706,1879,3915
56979,756,7375,9658
20954,1903,9311,2297
37939,2822,6821,666
74070,4297,5910,5291
38760,8480,7848,3673
11144,8940,5278,9676
63580,2714,4157,1137
89660,618,710,238
70043,7246,9053,7394
63913,6529,7694,1688
86076,7427,9375,8359
93367,7775,2973,9583
31246,61,3548,7261
74015,2906,4947,164
95661,6408,5263,211
1166,1264,4889,3264
17252,5563,8453,939
19815,8173,6050,7359
21551,3318,6161,9686
11963,8968,6863,3597
8386,12,3804,6137
44083,4424,5761,6565
1964,7279,5436,4829
69020,9773,4979,7706
70404,985,3613,4595
16439,7384,9922,3201
48519,6615,4417,508
24351,3277,1095,4956
39484,7921,8429,6553
74105,160,6412,1372
33970,3829,6992,2431
25591,4204,6751,9994
75261,97,6168,1331
41722,96,5976,7700
93056,7312,3037,7111
10887,5088,3277,3626
65153,9172,9811,2800
6903,1216,4018,5100
91,7359,8054,9816
59851,4570,3183,9867
93170,6763,9125,3089
78596,3251,3414,5084
72936,924,7172,4520
89465,1091,8710,165
44630,6121,4133,2459
52915,6421,8279,3809
61666,7980,21,613
38276,7097,3368,96
14232,610,8137,8179
71434,7367,5531,4604
98517,7227,6068,8218
69951,6671,1849,245
33413,4912,4300,2702
98556,8278,5258,6387
71887,993,9566,8621
6786,1567,6110,2330
37574,8866,7683,6146
3358,1423,6151,1226
13745,2942,2246,4780
28085,8657,8300,821
75365,7327,6880,1360
53567,6648,3524,3077
85703,4989,9935,8827
81813,5152,2895,2047
73378,9947,5400,3249
4387,6049,1487,5895
71059,8163,7802,627
39354,4198,7565,5962
76791,6016,8864,9833
75670,5,3707,796
4078,346,8745,498
46723,4585,1600,1139
37564,5339,4203,4798
42272,4917,1334,9433
99001,4818,7385,9530
3823,3924,8628,3872
86675,3608,2591,909
52232,5901,6432,9055
39873,2443,518,3219
43822,8573,1003,2333
12604,6195,1366,5799
73576,7013,2536,5492
75728,1107,7208,4756
74406,3801,7303,5423
19588,5084,5805,6978
18391,553,6282,4150
4185,1317,9351,6285
17897,2863,8753,5503
50377,929,851,5097
44571,3519,3734,8490
20042,4438,9510,864
90730,9049,1239,8513
35238,4476,1606,9115
74432,1760,9378,4415
98322,2218,4220,425
58530,8999,1666,3542
54764,9197,4801,7226
69824,4160,6075,5691
95848,9650,647,9738
16322,9625,2104,9295
92665,7132,1864,2738
71578,8536,1970,4620
19769,7604,539,7087
96291,9198,6440,3611
81951,2261,9127,8893
68955,7336,3596,632
77203,8763,5384,1388
15561,6914,2748,7575
6928,4722,446,5127
42812,299,8310,482
27428,1410,7329,140
16298,8094,3645,7304
9079,9697,8615,5816
79997,195,5479,5721
1792,5762,4845,7063
34274,5463,4315,1676
40376,7239,9068,2097
4552,1009,3195,1524
40560,6274,5642,1056
39295,3344,5361,4805
14913,4262,3354,1833
76568,6371,6134,1159
28168,151,9770,3863
24603,7332,7233,2693
52534,2989,70,4811
32906,5019,6284,3745
20263,3467,5251,4125
51054,341,8543,6155
82522,2160,9837,7873
75516,1991,7796,4452
78273,7831,3124,7535
1299,4435,7770,2709
69042,7224,5537,762
13166,9974,2459,6632
30097,5348,6928,8627
99577,5530,6435,9964
64355,7149,7687,3415
220,7009,1011,9011
20378,5100,3580,389
82628,975,6570,396
49873,2836,8327,3496
70466,1284,5764,9948
20284,1954,8418,9209
53632,6694,8613,6230
84428,2516,3064,1962
30860,4712,412,3421
38709,5001,3566,9377
69053,9534,5082,6937
60469,1818,4261,7493
38532,7369,135,2681
39858,9145,1362,1856
12890,5026,3338,9517
28712,6979,710,5786
92581,8025,6654,2534
12891,6314,7244,4391
12192,316,1817,7945
91097,7393,5009,6759
95046,4495,4031,2205
69144,7187,7250,9324
4750,7250,8750,9832
60073,5234,6682,6691
96999,1540,448,8457
43352,566,6164,3817
26027,7603,5986,8582
21738,3209,1879,9680
26655,8992,3253,7813
39294,7252,909,622
81514,2298,5526,6791
61886,9520,1018,7558
17176,9869,1883,4733
81553,6814,3569,379
17623,1922,9669,8925
7039,7872,5665,3471
19052,430,3791,3886
83899,8137,5125,4466
88816,6116,1839,7684
85747,6959,6589,999
79529,9785,6325,9869
33061,2134,5043,9198
69877,2865,4471,4933
7901,5471,9886,5090
93446,5578,9008,2081
43022,4706,6629,6632
71550,2563,8385,538
80765,8753,5192,9211
87958,2530,2825,7644
60423,6386,8918,5825
32321,5279,6322,2337
41262,1146,4845,7623
94606,3161,5294,9533
96748,1142,8859,8972
41184,914,520,1632
47925,2494,8312,7190
13768,6854,4386,5006
19342,4635,4265,2151
32222,1112,9139,9665
52337,7889,3742,6625
1325,4300,8050,3877
25398,4966,4207,4122
91917,2171,2772,5625
99344,794,1625,2370
19629,8037,9132,6135
22050,8233,5560,6314
62857,3449,9879,9189
95435,5593,7553,6912
51343,6095,7468,4106
44142,2223,9012,181
31040,5152,240,2117
40621,6665,3484,9686
96126,3503,2815,7963
22910,6102,9670,5702
71325,9226,4210,2622
57871,7019,6172,1647
65454,9732,6184,2554
91885,7817,449,5495
67626,7881,8532,34
32963,4081,6443,418
79938,2607,6285,5602
19919,3154,6595,5779
68772,6122,9737,318
92208,1231,8988,7426
18636,3345,9835,7153
36093,1737,1646,4386
59236,6510,7247,3343
86199,6334,6695,9469
15701,9813,1024,3810
23693,6075,6112,1680
19277,3231,2039,707
11515,2591,7475,7373
42503,5398,6319,3545
52249,5922,8136,3398
42720,4307,1572,6197
32347,4155,748,5875
15153,1696,1838,6588
59034,9742,751,9535
29274,3571,3139,6264
37223,1169,1113,3549
37037,4535,7631,274
70431,8476,1253,7262
69380,9521,6076,4002
49170,7259,7766,2117
73911,1056,3075,3312
24279,5513,3051,6075
20301,1981,9158,22
45692,692,4198,7721
98665,5403,7962,5639
6413,2129,8832,6956
37641,6626,9385,6651
87249,8544,2196,2480
94050,4916,6170,3184
10760,6733,6371,2693
77667,7551,1222,662
19643,1657,2543,2112
21740,8413,2645,7342
66239,4552,3304,3983
45631,9648,1407,6328
64141,164,3329,34
95780,5483,6416,146
82214,3406,6776,5546
23327,1144,1326,9938
86651,3304,3425,1082
37870,4683,3915,8979
16338,1625,3260,9538
69861,1231,1452,9337
23397,4056,6988,374
73389,1973,7604,9102
94954,4130,435,3183
19215,729,8350,8471
99701,3632,5851,1953
89306,6333,1435,1779
49828,1466,4793,3921
47264,7501,3437,5428
38604,7979,379,7428
45758,8243,9842,758
20206,484,8873,3810
11149,9517,4180,9123
25486,5139,1102,1456
62940,6566,3656,8959
41230,6381,7028,3403
21874,3239,4762,9060
61695,449,2214,2542
90118,4497,8417,1591
59448,1929,472,5588
76651,8440,2684,3521
66750,7787,9599,9586
21986,2011,3155,5967
36409,291,4599,8310
55165,8056,654,583
32776,7870,5558,3179
19039,7075,3816,2118
54780,929,4909,6682
41685,3454,4684,8441
81965,6550,638,7488
56379,25,2934,4189
39306,4553,6364,2833
72836,4311,6067,5576
57377,1923,2615,2278
15405,6670,8475,773
53730,1248,8342,5229
58907,4321,5505,9665
14903,2807,4959,2244
70169,651,5768,2824
44552,7296,6959,5666
86593,9150,5763,3786
75066,5675,921,8223
9476,4548,887,2269
74609,4840,7542,2334
6874,5386,5244,6411
55119,6346,8594,5687
48896,3947,8605,8853
95517,9701,4159,4979
55292,4605,8566,2730
85553,3438,3001,2660
78648,1710,7147,2016
50172,3019,2273,6898
11400,8132,9544,1697
49813,8456,5434,7315
28494,729,364,1689
1283,5931,884,9638
32898,9976,2938,1896
46574,4512,2569,4762
41299,3727,5255,6724
284,7236,4346,3464
16960,946,5562,8782
12949,740,6453,5694
79110,2670,1276,5151
42379,9486,912,9280
1366,6111,9456,107
11528,8834,4485,3588
9382,5769,3798,1535
72536,4226,9880,2720
50593,5093,2087,615
39874,2677,4918,7008
57217,8648,698,3115
65430,5060,777,9909
41137,3659,3020,7035
31201,2586,896,8652
72630,1867,1009,6084
87020,792,8184,5467
26374,5334,2349,4068
56748,2034,1020,6271
3511,3841,273,7574
95971,3389,3275,6801
43472,3657,7856,8933
11383,64,8238,7088
14378,3514,897,8149
60095,5435,6896,5120
69088,5303,7347,4422
99951,21,2387,4378
24501,5930,4410,7725
10467,8901,8881,1434
9081,8487,5630,917
33120,9484,4629,6022
89342,9606,8141,8478
44883,1285,3569,841
57810,5251,9363,8840
60649,6106,4013,5223
62140,7331,1593,5328
95445,5648,8722,517
80504,8035,7367,8702
46667,1405,6184,7971
72078,4101,2393,771
78292,9447,9395,3905
29075,4884,1836,7311
22795,9684,6777,512
13418,4573,9660,6499
43654,3828,923,3970
86240,4371,7267,648
15072,6010,9094,1279
42167,8432,7780,1843
37476,2198,6651,6963
76549,3559,8345,8928
75545,5820,2068,5495
49349,779,6065,5842
2415,723,528,2679
40235,7273,2449,4024
43611,645,1633,4246
35173,1781,7109,99
14612,733,7319,6912
34317,9315,6032,7389
19630,724,2522,8804
28480,5659,816,5779
82820,2703,7293,9753
26086,9272,6275,27
8326,560,975,5982
7635,4527,4730,3180
98178,6877,7349,6874
64418,2168,4363,7967
87277,4850,2532,310
38186,6828,5843,6718
66763,468,2223,5505
28053,929,6966,1875
51152,7635,8312,5249
40091,508,3846,941
99771,7863,8467,1018
72716,2266,3953,8676
68345,4379,9409,9712
88797,9973,187,6552
8570,1429,1090,3189
52339,525,9720,4173
73105,7273,6175,2672
80116,3209,8408,3496
18131,6484,3059,2225
45166,507,6609,4993
22629,6863,6734,3732
96528,8098,3695,8490
30414,2336,328,7222
38660,3053,9756,7745
35609,3276,6747,9092
69926,6514,2020,4190
29751,9132,6757,6870
35258,9901,9291,7476
32472,4163,976,6267
15304,2846,6669,159
59540,53,9223,8438
8978,3432,2517,8123
19533,4278,9987,8912
92334,8933,1788,9826
38490,7052,7565,934
5060,9646,6365,6876
8398,2041,1960,7025
34844,1056,4423,4068
37295,609,570,1243
89695,1424,8903,7256
5388,3209,5696,7041
43321,4271,7663,9185
38754,3686,4478,7326
24770,777,6941,2635
55451,4960,4917,331
30887,2739,4447,5103
15525,7776,9394,5988
47219,3874,3241,1072
60234,2700,9373,6308
64368,2989,4039,622
75481,1702,5417,2182
29331,9940,4728,486
92226,4887,6972,3803
88676,1322,7906,7963
22409,6179,1198,8533
29796,7701,7991,5410
19456,1299,7843,38
24407,9390,447,2166
55233,6075,1738,5124
7087,6335,9203,8923
31757,9178,9124,8919
76756,340,5655,8118
14196,1059,2351,370
80317,3409,8931,7955
67102,5070,3211,2496
44453,4259,7635,8305
1190,369,356,3690
13514,684,855,8283
98529,3660,4148,4534
22232,5269,4659,1694
16809,6333,8758,8644
81078,1535,9692,1509
5289,5359,2563,6747
21509,2381,7743,1230
23395,8570,6549,6157
77157,9093,2834,1450
42208,9474,2397,4105
56438,7140,7836,9706
46569,9023,8082,9967
38050,9106,896,786
78421,47,7869,7892
70454,8766,3767,4072
25909,5672,3897,3490
22636,4952,4340,9814
82197,175,2310,2207
30357,3178,591,2502
4359,5106,191,8826
776,9715,4867,8525
9324,5525,9501,1492
92058,8079,3582,8077
95656,4391,6945,5974
54515,2110,6617,9102
1378,5909,8711,1231
388,2800,3257,9941
92383,1426,1146,7040
46129,176,9008,8522
89836,8136,7715,7631
1980,9973,4910,4402
57633,4431,2714,7030
58224,3348,8666,997
67593,8493,360,9291
57258,4187,5512,8068
14646,6720,1691,9083
34543,1983,1883,3401
5485,6906,3078,7968
21810,5316,5400,662
17765,7207,5128,3232
3797,4520,1541,1844
19761,9223,1108,2530
43836,6743,3343,1126
37253,1761,4675,217
72030,9743,5072,9709
29255,6533,5478,7882
43821,1555,1796,2088
95494,6924,5024,2036
69251,2755,4789,8628
43576,455,2118,7430
49058,5231,751,2801
15931,5903,7738,772
23695,7107,3800,5506
78714,1259,525,2135
92557,7874,9884,9762
58944,3616,3830,3825
66190,3883,8893,6317
58051,18,8349,201
65229,9746,3660,7485
64037,3815,5974,8764
25472,9260,5555,6164
29189,7196,4200,1361
47171,1782,1913,4436
34208,7153,7343,2970
79579,300,5618,4733
56343,5476,9888,7314
63989,3946,1124,9950
54038,5634,5256,1074
26801,7695,1791,5295
62566,2353,5887,9811
65426,1428,2902,7221
51597,5580,8532,2036
41864,349,10,1937
38223,8341,4984,6634
38750,841,4234,8221
34244,3527,1298,9748
9094,1089,3199,6904
4489,2288,4351,9412
43592,3249,8971,54
73191,7238,5082,673
82324,6911,154,2452
76144,3222,8983,367
42990,5537,6923,2008
8130,7681,5236,5656
40009,2427,7157,5424
91779,6307,8662,9344
93272,7754,4533,604
61899,5559,1847,1295
77231,4236,6250,8626
36637,5777,868,9299
47064,159,2139,6658
34077,9655,6778,6334
28501,8084,6798,4959
47194,7758,6622,7440
23869,6991,2953,7272
90313,8997,386,800
78185,1905,9272,4194
86216,3692,4717,8632
69975,9627,8089,9341
26973,8617,2582,4954
30133,1474,2631,9274
30148,2697,6726,1663
56015,6804,5996,2787
23845,7731,9619,5827
96367,9352,7816,9699
49795,2014,1484,4730
73085,5515,8452,2760
65835,4025,5199,9005
55757,7577,8784,2335
95844,8062,7833,9654
30417,1469,9507,5667
28352,393,7441,421
41275,9546,5933,6715
73821,3137,3656,3812
37664,5668,8307,7959
40634,9070,6422,5938
77140,5589,6319,5879
98060,1974,8258,8729
15912,2064,3987,2257
4632,7238,9724,9518
5113,5654,9798,6938
57809,4704,4399,2183
80842,3829,8227,367
87925,7234,6250,1908
84942,5009,3697,3191
30663,7178,1604,462
16509,4720,6963,8486
31500,7642,2377,9962
45793,7637,5663,4202
89328,353,5892,4919
60922,2527,5091,4935
25430,1284,6807,1185
3783,5153,8207,543
2277,5372,3519,8525
91996,1869,3186,7550
27861,9351,8111,2909
22274,7308,5852,6082
9349,4818,3512,3886
83890,6307,7752,2785
73754,6613,9027,7119
49879,1807,2615,8843
22718,6093,8923,3369
48415,9466,805,3363
12029,8350,2684,7370
5731,2660,2237,2042
86772,4139,2752,3764
85538,7963,2497,1122
25341,4662,4356,288
66159,7403,9166,2608
64261,2576,908,6410
50831,3030,5515,5477
38787,3538,5773,6595
94227,7405,7049,7367
80156,8449,1916,52
94339,2376,342,6738
73497,2755,2878,1790
54422,9201,56,8951
83805,1659,6721,2807
77508,9687,7863,3796
22297,4277,1693,2422
24936,8260,3257,4552
75243,9793,2571,7581
66962,2080,1236,5258
8445,3877,1438,4239
98797,4354,8329,1104
72810,6296,8043,3208
19508,1336,740,5242
51198,8494,5703,2407
67553,2118,533,275
45043,1932,7493,181
24245,1502,3303,4191
33514,964,2645,7749
70042,4552,6524,2558
91512,687,1513,6415
41925,1595,9914,6060
75571,3698,2775,4821
38701,7997,9187,295
51412,3861,1018,5491
70059,5889,3973,5924
62850,6712,4677,7737
32098,8538,250,4470
51557,1357,2870,9897
84633,6523,3961,3376
67895,6026,5723,1028
83030,4801,4968,4843
38056,4742,2147,6934
58443,5634,4225,1745
95471,4954,3428,203
79285,6937,170,7674
51381,4432,9827,488
8460,4039,223,5631
37182,4752,4503,2903
26123,3041,3515,228
44374,1603,4627,734
59847,5989,4553,6992
6976,1089,9211,1592
89313,2885,5252,6430
98134,7900,1673,9234
38153,7068,1783,7954
16999,5154,618,711
11470,1953,7092,3279
22479,9633,3328,4926
95775,7405,1250,3181
62585,3604,1237,9139
53967,1691,9082,721
88836,5984,8784,712
93404,5988,9077,3834
70578,6458,728,8425
66918,6497,9812,7484
18536,7793,5819,1424
76424,5852,7130,9520
88456,622,5200,3546
31157,4267,1620,3493
79464,1507,148,462
24352,4804,5288,9536
66240,4245,8407,255
152,5741,2471,2692
48220,3204,4529,3748
69455,1827,1595,8049
63855,1508,8443,5959
16381,369,5562,5060
60511,9064,8323,2430
74557,3476,9251,7175
79706,8960,5267,8595
50950,3548,411,7124
60470,3825,414,2062
61768,4358,6451,955
53148,3618,9889,7834
63297,69,8032,5039
1911,6697,39,1208
1191,413,840,1081
58278,3538,1129,2854
14623,4521,4867,3628
8241,1072,9226,8728
60485,3960,867,3248
47188,8986,4891,6476
18428,6728,7328,1874
46543,1823,9132,1462
87885,8985,8694,8778
21298,3697,9503,8762
35720,73,1341,7589
76649,2727,9000,3109
63084,1385,5564,5117
66801,1607,4641,2546
30579,5861,484,6800
12210,6234,5727,2359
83423,2645,3393,4068
85946,9393,6302,9117
17010,9482,9778,156
65258,6199,7793,6984
65671,9361,3538,2153
19559,6319,1512,5978
7195,7830,7060,1976
1149,4400,3366,4671
36000,7388,53,2559
15396,1912,962,3213
39709,5664,2126,3407
7135,8763,7333,5661
90972,398,3608,8013
7602,6686,7718,3159
7589,2510,383,6184
61787,7689,3653,8935
53787,8808,1674,2953
30729,6972,1825,6959
14853,9038,7609,2006
45559,969,5042,3420
62337,3172,9589,6195
98089,4074,8364,3618
49921,4663,7768,2655
96244,3112,6782,1497
11693,3034,3537,2590
11517,3761,2659,618
67417,7126,7328,4412
12511,9554,3231,5364
99409,2374,7296,5855
27369,8304,158,9371
7795,6722,9156,3586
66325,3350,3157,9431
46827,1053,6217,1546
47290,9661,2686,3738
91827,6056,6083,9286
14185,8410,6011,3460
36725,4659,1014,9539
91662,1549,2722,4785
48887,1114,4063,3342
11216,8800,7475,4464
75325,256,5373,9767
70003,1455,9654,9537
3911,6084,3408,8835
71113,8460,4715,8486
72747,981,4934,7690
43641,1138,1362,2487
75513,7182,8079,1546
73796,8960,5135,21
54510,5582,8072,8980
91837,8922,2126,4875
67014,9243,9643,4627
49209,1133,6289,579
93635,2158,6964,2031
63151,3221,8764,4075
72405,5455,9724,7791
9166,2993,9794,3386
98865,3239,6069,6787
34754,9254,624,4459
60566,8309,8330,4871
2815,8169,1605,5292
94627,6670,6553,4681
77169,5896,7083,9038
2165,434,5167,8391
29781,8055,4973,2490
42204,4367,2829,344
39695,8354,8039,4944
47558,1646,7989,4547
28865,4638,4326,8259
39817,3004,5022,3518
9102,7711,1811,8789
11020,3537,5257,8980
12594,5631,728,7109
74530,2406,4498,8388
92153,5343,8176,6360
77242,2577,341,2935
6529,1263,9047,9234
21134,1973,3792,663
66204,3147,6949,5539
41516,3805,8690,1502
11744,2835,287,6617
39653,4203,1508,6854
47307,8765,8232,3144
93488,7170,9867,7445
35795,7971,8087,1146
85737,9243,6302,6583
83294,401,9298,394
96523,2722,9430,9186
87886,8701,9952,4089
38711,680,2747,7155
118,7761,396,6886
34825,5537,3753,4597
1264,3720,1037,4023
51999,3034,5026,5045
60532,7879,5317,6348
42596,9662,6579,9015
10493,3632,8732,5821
37438,1189,4837,6814
1284,6449,9425,8478
74806,7423,4117,5031
91154,9548,5077,8579
47284,4186,1166,9035
78626,8098,2889,1030
19788,4176,1336,9726
7868,4062,2881,9431
34457,1402,525,5836
17027,3393,7236,2202
87018,9505,1649,7139
92724,5664,1145,1128
22353,7046,9895,8243
58954,5935,84,8828
88479,3299,3186,7916
16245,5962,5131,3876
44766,5596,8170,3875
12577,8691,6596,9213
96313,5834,3487,3626
1771,3404,1462,26
285,3972,332,3244
56525,9602,838,7306
12154,583,4701,6623
8062,871,3730,1018
18097,5398,4734,5400
59924,567,8064,9686
19989,243,1104,823
32656,4924,4920,3531
89096,6602,613,9426
70760,1734,6051,6673
62872,7003,3451,2327
40632,1657,8396,9650
42999,4320,362,6776
41090,2126,7401,7458
65015,29,3615,2932
94857,5719,8557,9919
50240,4716,155,8765
6562,6815,7318,6214
81420,6470,9908,5546
68863,5628,6151,1071
79983,3239,9712,9281
75441,1618,9284,9938
73570,1393,1775,6339
81622,4335,4908,9323
58174,2250,8252,3592
68002,2911,8344,7976
44332,3776,182,3773
36832,2188,9024,3176
61466,1439,7666,1856
35705,7078,1260,4511
31848,1772,8063,3702
12685,4639,8600,1588
14878,2292,9753,3430
35115,9781,5418,734
85204,8637,7044,826
5812,6969,1947,3621
49543,205,4384,2435
60739,5340,5164,51
44442,9764,2811,4147
31027,1362,7145,3554
15483,666,6278,2721
4305,1168,5040,7640
83579,923,4610,1234
18649,5898,3405,2469
31682,5145,6496,2984
75440,736,4264,2061
96875,5094,319,9256
91466,6595,2673,6472
12117,1154,717,9975
94447,4853,4816,7358
57349,8271,7095,5188
27329,4870,4409,4090
9311,4180,6493,3340
6112,2099,5263,3386
36402,8114,1456,1880
1331,7590,4101,6100
18988,1487,3712,4064
51489,5414,9581,3691
47151,9098,5286,4364
97956,1120,7352,204
